target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_other,source_list_mil_1,source_list_mil_2,source_list_dod_public,source_list_dotmil,source_list_final_url_websites,source_list_house_117th,source_list_senate_117th,source_list_gpo_fdlp,source_list_cisa,source_list_dod_2025,source_list_dap_2,source_list_usagov_clicks,source_list_usagov_clicks_mil,source_list_search_gov,source_list_search_gov_mil,source_list_public_inventory,base_domain,top_level_domain,filtered
test.j1visa.state.gov,Executive,Department of State,Bureau of Global Public Affairs (GPA),state.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,state.gov,gov,true
vpn.ginl.state.gov,Executive,Department of State,Bureau of Global Public Affairs (GPA),state.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,state.gov,gov,true
vpn.stateoig.gov,Executive,Department of State,Office of the Inspector General,stateoig.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,stateoig.gov,gov,true
prod.stb.gov,Executive,Surface Transportation Board,Surface Transportation Board,stb.gov,false,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,true,false,false,true,false,false,stb.gov,gov,true
akaprod-www.stopbullying.gov,Executive,Department of Health and Human Services,Office of the Secretary,stopbullying.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,stopbullying.gov,gov,true
akastage-www.stopbullying.gov,Executive,Department of Health and Human Services,Office of the Secretary,stopbullying.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,stopbullying.gov,gov,true
static.studentloans.gov,Executive,Department of Education,,studentloans.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,studentloans.gov,gov,true
access.trade.gov,Executive,Department of Commerce,International Trade Administration,trade.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,true,trade.gov,gov,true
adfs-dev.dev2.trade.gov,Executive,Department of Commerce,International Trade Administration,trade.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,trade.gov,gov,true
adfs.trade.gov,Executive,Department of Commerce,International Trade Administration,trade.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,trade.gov,gov,true
autodiscover.trade.gov,Executive,Department of Commerce,International Trade Administration,trade.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,trade.gov,gov,true
preview.trade.gov,Executive,Department of Commerce,International Trade Administration,trade.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,trade.gov,gov,true
vpn.trade.gov,Executive,Department of Commerce,International Trade Administration,trade.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,trade.gov,gov,true
www7.transportation.gov,Executive,Department of Transportation,U.S. Department of Transportation,transportation.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,transportation.gov,gov,true
autodiscover.ofr.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
dialin.occ.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
lyncdiscover.occ.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
meet.occ.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa-a.gwa.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa-a.sam.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa-future.cashtrack.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa-future.gwa.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa-future.ipp.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa-future.ws.sam.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa.cashtrack.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa.gwa.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa.ipp.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa.pkilogin1.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa.sam.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
qa.ssologin1.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
www2.ipac.fms.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treas.gov,gov,true
www2.occ.treas.gov,Executive,Department of the Treasury,Department of the Treasury - DO,treas.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,treas.gov,gov,true
qa.treaslockbox.gov,Executive,Department of the Treasury,Bureau of the Fiscal Service,treaslockbox.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,treaslockbox.gov,gov,true
1603.uat.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
adfs.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
api.transparency.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
autodiscover.ofr.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
dev.tei.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
dev.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
e-login.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
edit.tei.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
edit.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,treasury.gov,gov,true
ftpiv.pkilogin1.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
incompass-stage.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
paws-test.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
piv.services.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
piv.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
qa-future.tcmm.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
qa.bms.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
qa.cir.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
qa.igt.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
qa.navycash.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
qa.reporting.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
qa.ssologin1.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
sso-dev.careerconnector.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
sso.careerconnector.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
sso.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
sso.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,treasury.gov,gov,true
stg.tei.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
stg.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
test.crs.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
uat.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
vssapi-dev.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
www2.bms.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
www2.cir.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,treasury.gov,gov,true
www2.igt.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,treasury.gov,gov,true
wwwkc.fiscal.treasury.gov,Executive,Department of the Treasury,Department of the Treasury - OCIO,treasury.gov,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,treasury.gov,gov,true
beta-staging.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
edit-beta-staging.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
edit-staging-mobile.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
edit.staging.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
edit.testing.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
edit.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,tsa.gov,gov,true
preview.mobile.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
preview.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
staging-mobile.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
staging.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
testing.tsa.gov,Executive,Department of Homeland Security,Transportation Security Administration,tsa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,tsa.gov,gov,true
vpn.tsp.gov,Executive,Federal Retirement Thrift Investment Board,Office of Technology Services,tsp.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,tsp.gov,gov,true
ctxrelay-test.ttb.gov,Executive,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,ttb.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,ttb.gov,gov,true
test.ttbonline.gov,Executive,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,ttbonline.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,ttbonline.gov,gov,true
adfs.tva.gov,Executive,Tennessee Valley Authority,TVA IT,tva.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,tva.gov,gov,true
auth.tva.gov,Executive,Tennessee Valley Authority,TVA IT,tva.gov,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,tva.gov,gov,true
autodiscover.udall.gov,Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,udall.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,udall.gov,gov,true
owa.udall.gov,Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,udall.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,udall.gov,gov,true
sts.udall.gov,Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,udall.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,udall.gov,gov,true
vpn.udall.gov,Executive,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,udall.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,udall.gov,gov,true
webmail.aj.ugov.gov,Executive,Office of the Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),ugov.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,ugov.gov,gov,true
webmail.ugov.gov,Executive,Office of the Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),ugov.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,ugov.gov,gov,true
edit.niccs.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
edit.nics.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,us-cert.gov,gov,true
edit.qa.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
edit.staging.niccs.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
edit.test.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
edit.testint.niccs.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
edit.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
mail.malware.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,us-cert.gov,gov,true
preview.niccs.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
preview.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
qa.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
staging.niccs.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
test.us-cert.gov,Executive,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,us-cert.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,us-cert.gov,gov,true
api.usa.gov,Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",usa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,usa.gov,gov,true
connect.usa.gov,Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",usa.gov,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,usa.gov,gov,true
feedback-staging.usa.gov,Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",usa.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usa.gov,gov,true
open-staging.usa.gov,Executive,General Services Administration,"GSA,FAS,Technology Transformation Service",usa.gov,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,usa.gov,gov,true
autodiscover.usability.gov,Executive,General Services Administration,,usability.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usability.gov,gov,true
autodiscover.usadf.gov,Executive,United States African Development Foundation,African Development Foundation,usadf.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,usadf.gov,gov,true
aaplan-api-staging.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplan-api2-staging.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplan-staging.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplandevazure-api-test.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplandevazure-api-uat.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplandevazure-api2-test.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplandevazure-api2-uat.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplandevazure-test.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
aaplandevazure-uat.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
adfs.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
claimsapi-staging.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
claimsapidev-test.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
claimsapidev-uat.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
claimsweb-staging.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
claimswebdev-test.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
claimswebdev-uat.usaid.gov,Executive,Department of State,,usaid.gov,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,usaid.gov,gov,true
