target_url,source_list_dap
master.portalval.cms.cmsval,TRUE
mvpsuat.cdc.gov,TRUE
pubmed-ncbi-nlm-nih-gov.erm.cych.org.tw,TRUE
pubmed-ncbi-nlm-nih-gov.ez27.periodicos.capes.gov.br,TRUE
reportstream.cdc.gov,TRUE
vsc-ash.wr.usgs.gov,TRUE
ndclibrary.sec.usace.army.mil,TRUE
pubmed-ncbi-nlm-nih-gov.libproxy.knu.ac.kr,TRUE
www-ncbi-nlm-nih-gov.mime.uit.no,TRUE
realpropertyprofile.gov,TRUE
parts.jpl.nasa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.med.cornell.edu,TRUE
wcms.nhlbi.nih.gov,TRUE
account-ncbi-nlm-nih-gov.pbidi.unam.mx,TRUE
eric-ed-gov.umassglobal.idm.oclc.org,TRUE
federalist-8bc0b42c-5fd0-4ae8-9366-cd9c265a4446.sites.pages.cloud.gov,TRUE
pubmed-ncbi-nlm-nih-gov.chapman.idm.oclc.org,TRUE
reports.fca.gov,TRUE
class.noaa.gov,TRUE
installations-militaryonesource-mil.translate.goog,TRUE
ncbiinsights-ncbi-nlm-nih-gov.translate.goog,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.dsmc.or.kr,TRUE
rconnect.chs.usgs.gov,TRUE
cms.fhwa.dot.gov,TRUE
edit.fema.gov,TRUE
oboculturalheritage.state.gov,TRUE
www-helpspanish-cbp-gov.translate.goog,TRUE
travel.reporting.gov,TRUE
asett.cms.gov,TRUE
perkins.ed.gov,TRUE
pubmed-ncbi-nlm-nih-gov.edlibproxy.flysheet.com.tw,TRUE
pubmed-ncbi-nlm-nih-gov.proxy-remote.galib.uga.edu,TRUE
techtogov.usajobs.gov,TRUE
usdollars.usss.gov,TRUE
www-nsf-gov.translate.goog,TRUE
nist.usajobs.gov,TRUE
pubmed-ncbi-nlm-nih-gov.elibrary.mdanderson.org,TRUE
nco.ncep.noaa.gov,TRUE
dtc.cancer.gov,TRUE
forensicscience.llnl.gov,TRUE
hudoigd8stg.prod.acquia-sites.com,TRUE
ratereview.imp.healthcare.gov,TRUE
www-ncbi-nlm-nih-gov.ezproxy.scu.edu.au,TRUE
www-ncbi-nlm-nih-gov.pitt.idm.oclc.org,TRUE
ch-usembassy-gov.translate.goog,TRUE
m.huduser.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.otago.ac.nz,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.usherbrooke.ca,TRUE
pubmed-ncbi-nlm-nih-gov.moffitt.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.mwu.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.ezproxy.nsuok.edu,TRUE
mfa-staging.thinkculturalhealth.hhs.gov,TRUE
pilot.wr.usgs.gov,TRUE
pubmed-ncbi-nlm-nih-gov.rua.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.bases-doc.univ-lorraine.fr,TRUE
campedwards.ng.mil,TRUE
login.fai.gov,TRUE
pubmed-ncbi-nlm-nih-gov.gate.lib.buffalo.edu,TRUE
nationallakesassessment.epa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.proxy-ln.researchport.umd.edu,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.bib.uclouvain.be,TRUE
travelstate-usdos.msappproxy.net,TRUE
vsat.epa.gov,TRUE
www-nal-usda-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.bibliosan.idm.oclc.org,TRUE
matsg23.marines.mil,TRUE
deepspace.jpl.nasa.gov,TRUE
hrsaperf6.amer.reisystems.com,TRUE
phceast.health.mil,TRUE
pubmed-ncbi-nlm-nih-gov.cedarville.ohionet.org,TRUE
pubmed-ncbi-nlm-nih-gov.libproxy.cha.ac.kr,TRUE
pubmed-ncbi-nlm-nih-gov.ummc.idm.oclc.org,TRUE
roswell.jobcorps.gov,TRUE
icoads.noaa.gov,TRUE
efmpeducationdirectory.militaryonesource.mil,TRUE
jplopensourcerover.com,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.baylor.edu,TRUE
zuni3.psb.bls.gov,TRUE
gammaray.nsstc.nasa.gov,TRUE
imp-edit.openpaymentsdata.cms.gov,TRUE
my.usgs.gov,TRUE
pubmed-ncbi-nlm-nih-gov.cmich.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.northernkentuckyuniversity.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.ezproxy.uniandes.edu.co,TRUE
www-ncbi-nlm-nih-gov.proxy.bibliotheques.uqam.ca,TRUE
ci2i.research.va.gov,TRUE
usmint.com,TRUE
acquisitions.jpl.nasa.gov,TRUE
centennial.jobcorps.gov,TRUE
fda.usajobs.gov,TRUE
jfklibrary.archives.gov,TRUE
rasopathies.cancer.gov,TRUE
dcma.usajobs.gov,TRUE
hub.datacommons.cancer.gov,TRUE
omg.jpl.nasa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.eaccess.tum.edu,TRUE
pubmed-ncbi-nlm-nih-gov.ezp.slu.edu,TRUE
visualization.osdr.nasa.gov,TRUE
kunsan.tricare.mil,TRUE
pubmed-ncbi-nlm-nih-gov.csula.idm.oclc.org,TRUE
tusps.usps.com,TRUE
168wg.ang.af.mil,TRUE
angell.jobcorps.gov,TRUE
blueaz3.portalval.cms.gov,TRUE
electrochem.jpl.nasa.gov,TRUE
opd-ui-fqt.etc.uspto.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ccmain.ohionet.org,TRUE
pubmed-ncbi-nlm-nih-gov.portal.lib.fit.edu,TRUE
ria-jmtc.army.mil,TRUE
www-ncbi-nlm-nih-gov.d360prx.biomed.cas.cz,TRUE
www-ncbi-nlm-nih-gov.libproxy.samsunghospital.com,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.med.ucf.edu,TRUE
spdatawarehouse.gsa.gov,TRUE
www-ncbi-nlm-nih-gov.sabidi.urv.cat,TRUE
cmn.nimh.nih.gov,TRUE
nifuserguide.llnl.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.scu.edu.au,TRUE
www-ncbi-nlm-nih-gov.ezproxy.med.nyu.edu,TRUE
blueice.gsfc.nasa.gov,TRUE
confocal.ccr.cancer.gov,TRUE
gimms.gsfc.nasa.gov,TRUE
navigator.gsa.gov,TRUE
olsadmin.epa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.nelli.laurea.fi,TRUE
airbornescience.jpl.nasa.gov,TRUE
astrocloud.wr.usgs.gov,TRUE
cms.permits.performance.gov,TRUE
csaob.larc.nasa.gov,TRUE
developer.uat.usajobs.gov,TRUE
pubmed-ncbi-nlm-nih-gov.aurarialibrary.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.ejproxy.a-star.edu.sg,TRUE
uicone.epa.gov,TRUE
edit.usmarshals.gov,TRUE
resources.cisnet.cancer.gov,TRUE
ret.gsa.gov,TRUE
www-navy-mil.translate.goog,TRUE
onr.navy.mil,TRUE
incirlik.tricare.mil,TRUE
lhcformbuilder.nlm.nih.gov,TRUE
lightning.nsstc.nasa.gov,TRUE
monarch.niaid.nih.gov,TRUE
pubmed-ncbi-nlm-nih-gov.mrdc.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.sid2nomade-1.grenet.fr,TRUE
datasetcatalog.nlm.nih.gov,TRUE
pdas.samhsa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.libraries.wright.edu,TRUE
search.ada.gov,TRUE
dir.nichd.nih.gov,TRUE
extapps.ksc.nasa.gov,TRUE
imp.edit.medicaid.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.udes.edu.co,TRUE
stage.peacecorps.gov,TRUE
www-ncbi-nlm-nih-gov.humanitas.idm.oclc.org,TRUE
egov-uscis-gov.translate.goog,TRUE
etd.ice.gov,TRUE
istcolloq.gsfc.nasa.gov,TRUE
stac.astrogeology.usgs.gov,TRUE
tolnet.larc.nasa.gov,TRUE
www-mslmb.niddk.nih.gov,TRUE
onhir.gov,TRUE
agricola.nal.usda.gov,TRUE
clinical.datacommons.cancer.gov,TRUE
colorado-river-portal.usgs.gov,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.library.cornell.edu,TRUE
www-ncbi-nlm-nih-gov.libproxy.helsinki.fi,TRUE
eric-ed-gov.proxy-ub.rug.nl,TRUE
pubmed-ncbi-nlm-nih-gov.yale.idm.oclc.org,TRUE
spiritlake.nsopw.gov,TRUE
stage.energy.gov,TRUE
staging.disasterassistance.gov,TRUE
www-ncbi-nlm-nih-gov.ez17.periodicos.capes.gov.br,TRUE
wrclib.noaa.gov,TRUE
airsar.jpl.nasa.gov,TRUE
lpvs.gsfc.nasa.gov,TRUE
pineknot.jobcorps.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ez.sun.ac.za,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.nihlibrary.nih.gov,TRUE
pubmed-ncbi-nlm-nih-gov.mc.opal-libraries.org,TRUE
webstore.huduser.gov,TRUE
www-ncbi-nlm-nih-gov.ezproxy.baylor.edu,TRUE
www-ncbi-nlm-nih-gov.iuhw.remotexs.co,TRUE
www-ncbi-nlm-nih-gov.lib-proxy.fullerton.edu,TRUE
cris-custsvc-stage.apps.k8s-ext.uscis.dhs.gov,TRUE
ncrmsid.digitalinfuzion.com,TRUE
ntp-niehs-nih-gov.translate.goog,TRUE
swfsc-publications.fisheries.noaa.gov,TRUE
www-ncbi-nlm-nih-gov.ezproxy.otago.ac.nz,TRUE
www-usembassy-gov.translate.goog,TRUE
asc-406-lrc-belvoir.army.mil,TRUE
ar-usembassy-gov.translate.goog,TRUE
jacobscreek.jobcorps.gov,TRUE
pubmed-ncbi-nlm-nih-gov.nycpm.idm.oclc.org,TRUE
qbpgraphbook.fdic.gov,TRUE
stage-edgarfiling-bravo.edgarfiling.sec.gov,TRUE
ccsg15.navy.mil,TRUE
acd-ext.gsfc.nasa.gov,TRUE
clearinghouse.epa.gov,TRUE
gewa.gsfc.nasa.gov,TRUE
ko.stopbullying.gov,TRUE
pubmed-ncbi-nlm-nih-gov.soleproxy.hsc.wvu.edu,TRUE
rmgsc.cr.usgs.gov,TRUE
www-ncbi-nlm-nih-gov.uri.idm.oclc.org,TRUE
addictionresearch.nih.gov,TRUE
flatwoods.jobcorps.gov,TRUE
jpldataeval.jpl.nasa.gov,TRUE
my-uscis-gov.translate.goog,TRUE
pubmed-ncbi-nlm-nih-gov.umiss.idm.oclc.org,TRUE
ao.jpl.nasa.gov,TRUE
dsubmit.ncbi.nlm.nih.gov,TRUE
epay.fas.gsa.gov,TRUE
jumper.fy.edu.tw,TRUE
pubmed-ncbi-nlm-nih-gov.libra.cnu.ac.kr,TRUE
retuning.pnnl.gov,TRUE
sample2.usembassy.gov,TRUE
stg.ecomp.dol.gov,TRUE
www-healthcare-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.libproxy.berkeley.edu,TRUE
scientificadvisoryboard.af.mil,TRUE
zuni2.psb.bls.gov,TRUE
blueaz1.portal.cms.gov,TRUE
help.uat.usajobs.gov,TRUE
training.ecomp.dol.gov,TRUE
cstl.nist.gov,TRUE
www1.eere.energy.gov,TRUE
gulfatlas.noaa.gov,TRUE
idcft.bls.gov,TRUE
open-staging.usa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.manchester.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.easyaccess1.lib.cuhk.edu.hk,TRUE
matsg22.marines.mil,TRUE
climate-nasa-gov.translate.goog,TRUE
gcphk.hanhongju.com,TRUE
www-ncbi-nlm-nih-gov.libproxy.unm.edu,TRUE
ab2d.cms.gov,TRUE
at-iqrs.npdb.hrsa.gov,TRUE
breachforums.ic3.gov,TRUE
cams.llnl.gov,TRUE
geo-nsdi.er.usgs.gov,TRUE
universe.gsfc.nasa.gov,TRUE
watervliet.armymwr.com,TRUE
www-ncbi-nlm-nih-gov.gorgone.univ-toulouse.fr,TRUE
gapanalysis.usgs.gov,TRUE
marsoweb.nas.nasa.gov,TRUE
travel.his.com,TRUE
www-ncbi-nlm-nih-gov.ezproxy.cardiffmet.ac.uk,TRUE
www-ncbi-nlm-nih-gov.kyorin.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.trident.idm.oclc.org,TRUE
hhs-qa.com,TRUE
origin-www.acquisition.gov,TRUE
pvrw.nrel.gov,TRUE
starchild-gsfc-nasa-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.libproxy.uncg.edu,TRUE
hpt-impl.cms.gov,TRUE
staging.apprenticeship.gov,TRUE
test-www-wpc.woc.noaa.gov,TRUE
validacion-embassygob1.com,TRUE
www-ncbi-nlm-nih-gov.portal.lib.fit.edu,TRUE
zuni3po.psb.bls.gov,TRUE
ehc-stage.ahrq.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ermg.femh.org.tw,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.library.wur.nl,TRUE
tonation.nsopw.gov,TRUE
tst.ginniemae.gov,TRUE
acmc.marines.mil,TRUE
airman.af.mil,TRUE
mcic.marines.mil,TRUE
atfonline.gov,TRUE
eric-ed-gov.byu.idm.oclc.org,TRUE
mrdc-npi.health.mil,TRUE
pubmed-ncbi-nlm-nih-gov.dlsw.tzuchi.com.tw,TRUE
pubmed-ncbi-nlm-nih-gov.michener.idm.oclc.org,TRUE
sopsdatabase.ahrq.gov,TRUE
staging.waterdata.usgs.gov,TRUE
www-ncbi-nlm-nih-gov.proxy.hsl.ucdenver.edu,TRUE
www-ncbi-nlm-nih-gov.univaq.idm.oclc.org,TRUE
19january2017snapshot-epa-gov.translate.goog,TRUE
apps.conservation.gov,TRUE
content.prod.sba.gov,TRUE
files.asprtracie.hhs.gov,TRUE
nonb-abcc.ncifcrf.gov,TRUE
pubmed-ncbi-nlm-nih-gov.libproxy.umassd.edu,TRUE
cerc.usgs.gov,TRUE
hrsautl14-is.amer.reisystems.com,TRUE
kwajalein.armymwr.com,TRUE
pubmed-ncbi-nlm-nih-gov.libproxy.lib.csusb.edu,TRUE
radiationcalculators.cancer.gov,TRUE
carve.ornl.gov,TRUE
enterprisemanagement.army.mil,TRUE
s443-pubmed-ncbi-nlm-nih-gov.lasalle.lsproxy.net,TRUE
escweb.wr.usgs.gov,TRUE
pubmed-ncbi-nlm-nih-gov.proxy1-bib.sdu.dk,TRUE
pubmed-ncbi-nlm-nih-gov.szmc.idm.oclc.org,TRUE
svs-gsfc-nasa-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.elibrary.einsteinmed.edu,TRUE
www-ncbi-nlm-nih-gov.erm.cch.org.tw,TRUE
www-ncbi-nlm-nih-gov.uplib.idm.oclc.org,TRUE
cshiip.research.va.gov,TRUE
ford.artifacts.archives.gov,TRUE
jastoolbox.sandia.gov,TRUE
nctnbanks.cancer.gov,TRUE
pubmed-ncbi-nlm-nih-gov.uhcl.idm.oclc.org,TRUE
story.consumerfinance.gov,TRUE
studycatalog-qa.cancer.gov,TRUE
usdacc.stg.platform.usda.gov,TRUE
www2.ed.gov,TRUE
download.jpl.nasa.gov,TRUE
eap.llnl.gov,TRUE
ecc.earthdata.nasa.gov,TRUE
keystone.ndu.edu,TRUE
pubmed-ncbi-nlm-nih-gov.miman.bib.bth.se,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.wexler.hunter.cuny.edu,TRUE
www-hrsa-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.libproxy.ucl.ac.uk,TRUE
api.globe.gov,TRUE
burialatsea.epa.gov,TRUE
ciidta.communities.ed.gov,TRUE
eyegene.nih.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ez-jmk.statsbiblioteket.dk,TRUE
pubmed-ncbi-nlm-nih-gov.fernuni.swissconsortium.ch,TRUE
ttr.sandia.gov,TRUE
wdr.water.usgs.gov,TRUE
www-ncbi-nlm-nih-gov.easyaccess2.lib.cuhk.edu.hk,TRUE
www-ncbi-nlm-nih-gov.stanford.idm.oclc.org,TRUE
afmaa.af.mil,TRUE
ncses.nsf.gov,TRUE
www2.fed.bop.gov,TRUE
georgewbush--whitehouse-archives-gov.translate.goog,TRUE
lbj.artifacts.archives.gov,TRUE
ncim-stage.nci.nih.gov,TRUE
pubmed-ncbi-nlm-nih-gov.autorpa.tpech.gov.tw,TRUE
pubmed-ncbi-nlm-nih-gov.lhs.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.libproxy.sdsu.edu,TRUE
slst.usajobs.gov,TRUE
subset.larc.nasa.gov,TRUE
www-ams-usda-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.are.uab.cat,TRUE
www-ncbi-nlm-nih-gov.passerelle.univ-rennes1.fr,TRUE
clintonwhitehouse4-archives-gov.translate.goog,TRUE
jlf.llnl.gov,TRUE
public3.pagefreezer.com,TRUE
pubmed-ncbi-nlm-nih-gov.kansascity.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.libproxy.cgh.org.tw,TRUE
tes.jpl.nasa.gov,TRUE
cadre.research.va.gov,TRUE
genomics.ccr.cancer.gov,TRUE
gipsyx.jpl.nasa.gov,TRUE
internet-prod.nhlbi.nih.gov,TRUE
pps.gsfc.nasa.gov,TRUE
prod.tidesandcurrents.noaa.gov,TRUE
www-calipso.larc.nasa.gov,TRUE
www-ncbi-nlm-nih-gov.ezproxy.brighton.ac.uk,TRUE
100samfrontendaltcomp.apps.prod-iae.bsp.gsa.gov,TRUE
cra.fdic.gov,TRUE
dst.jpl.nasa.gov,TRUE
fpds.gov,TRUE
thermal.gsfc.nasa.gov,TRUE
www-dea-gov.translate.goog,TRUE
www-myplate-gov.translate.goog,TRUE
ngfamily.vt.gov,TRUE
www1-grc-nasa-gov.translate.goog,TRUE
cedcd.nci.nih.gov,TRUE
interactive.state.gov,TRUE
ncit.cancer.gov,TRUE
prism.jpl.nasa.gov,TRUE
qa-www.faa.gov,TRUE
websrch.cit.nih.gov,TRUE
www-ncbi-nlm-nih-gov.ez18.periodicos.capes.gov.br,TRUE
www-ncbi-nlm-nih-gov.qe2a-proxy.mun.ca,TRUE
www-ncbi-nlm-nih-gov.wake.idm.oclc.org,TRUE
amlis.osmre.gov,TRUE
blueaz1.portal.cms.cmsnet,TRUE
myoido.dhs.gov,TRUE
rcmes.jpl.nasa.gov,TRUE
volcview.wr.usgs.gov,TRUE
www-ncbi-nlm-nih-gov.proxy.libraries.rutgers.edu,TRUE
consumer.gov,TRUE
dugway.armymwr.com,TRUE
ecom-sit.usps.com,TRUE
pubmed-ncbi-nlm-nih-gov.ezp.twu.edu,TRUE
purview.dodlive.mil,TRUE
staging.globe.gov,TRUE
tviswrstd.digitalinfuzion.com,TRUE
www-ncbi-nlm-nih-gov.ezp.twu.edu,TRUE
www-ncbi-nlm-nih-gov.ezproxy.uvm.edu,TRUE
www-ncbi-nlm-nih-gov.proxy2.cl.msu.edu,TRUE
zuni4.psb.bls.gov,TRUE
arecibo.jobcorps.gov,TRUE
cms.fs.usda.gov,TRUE
pubmed-ncbi-nlm-nih-gov.rrh.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.sccmedlib.remotexs.co,TRUE
stereodata.nascom.nasa.gov,TRUE
www-dfas-mil.translate.goog,TRUE
accessclinicaldata.niaid.nih.gov,TRUE
ams.stg.platform.usda.gov,TRUE
blog-ssa-gov.translate.goog,TRUE
compass.er.usgs.gov,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.campbell.edu,TRUE
pubmed-ncbi-nlm-nih-gov.smatteo.idm.oclc.org,TRUE
pzal.metoc.navy.mil,TRUE
sem.dol.gov,TRUE
ssfl.msfc.nasa.gov,TRUE
avss.osmre.gov,TRUE
fim.nimh.nih.gov,TRUE
il-usembassy-gov.translate.goog,TRUE
ncua1.my.site.com,TRUE
pbm.va.gov,TRUE
psaap.llnl.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.library.ubc.ca,TRUE
videocast.nih.gov,TRUE
www10.jsc.nasa.gov,TRUE
ahed.nasa.gov,TRUE
nehrpsearch.nist.gov,TRUE
pubmed-ncbi-nlm-nih-gov.rproxy.tau.ac.il,TRUE
edis.army.mil,TRUE
youth-gov.translate.goog,TRUE
aser.llnl.gov,TRUE
pubmed-ncbi-nlm-nih-gov.fanshawe.idm.oclc.org,TRUE
voyager.jpl.nasa.gov,TRUE
ethicssao.od.nih.gov,TRUE
ml-usembassy-gov.translate.goog,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.cad.univpm.it,TRUE
www-star-nesdis-noaa-gov.translate.goog,TRUE
data.at.census.gov,TRUE
dataservice.datacommons.cancer.gov,TRUE
pubmed-ncbi-nlm-nih-gov.emeq.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.ez22.periodicos.capes.gov.br,TRUE
pubmed-ncbi-nlm-nih-gov.pearl.stkate.edu,TRUE
www-ncbi-nlm-nih-gov.ezproxy.lakeheadu.ca,TRUE
www-ncbi-nlm-nih-gov.sid2nomade-2.grenet.fr,TRUE
etap.nsf.gov,TRUE
blogs-cdc-gov.translate.goog,TRUE
earthquake-usgs-gov.translate.goog,TRUE
tams.dev-acqit.helix.gsa.gov,TRUE
www-ncbi-nlm-nih-gov.libproxy.wustl.edu,TRUE
www-ncbi-nlm-nih-gov.tsukuba.idm.oclc.org,TRUE
pbrb.gov,TRUE
admin-syst.myhealth.va.gov,TRUE
arssandbox.arsnet.usda.gov,TRUE
bec.ic3.gov,TRUE
code.mil,TRUE
devpki.treasury.gov,TRUE
oncprojectracking.healthit.gov,TRUE
osep.communities.ed.gov,TRUE
prx-keiser.lirn.net,TRUE
pubmed-ncbi-nlm-nih-gov.rockhurst.idm.oclc.org,TRUE
shemesh.larc.nasa.gov,TRUE
www-ncbi-nlm-nih-gov.libproxy.library.unt.edu,TRUE
bamc.usajobs.gov,TRUE
casl.ndu.edu,TRUE
neport.epa.gov,TRUE
plus-nasa-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.uhsp.idm.oclc.org,TRUE
913ag.afrc.af.mil,TRUE
netcents.af.mil,TRUE
lantern.healthit.gov,TRUE
maldi.nist.gov,TRUE
pubmed-ncbi-nlm-nih-gov.libproxy.ucl.ac.uk,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.chamc.co.kr,TRUE
status.earthdata.nasa.gov,TRUE
www-fsis-usda-gov.translate.goog,TRUE
millifelearning.pre.militaryonesource.mil,TRUE
pubmed-ncbi-nlm-nih-gov.istituto-besta.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.uleth.idm.oclc.org,TRUE
staging-www.health.mil,TRUE
uq.jpl.nasa.gov,TRUE
water-usgs-gov.translate.goog,TRUE
allofus.nih.gov,TRUE
applications.prevention.cancer.gov,TRUE
consularone--dev002.sandbox.my.site.com,TRUE
hackthepentagon.mil,TRUE
iaf.gov,TRUE
nigos.nist.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ahs.idm.oclc.org,TRUE
stg.mysba.ussba.io,TRUE
www-ncbi-nlm-nih-gov.ezproxy.ub.gu.se,TRUE
arpa-h-careers.usajobs.gov,TRUE
coastalsmartgrowth.noaa.gov,TRUE
crt-portal-django-prod.app.cloud.gov,TRUE
mepag.jpl.nasa.gov,TRUE
ohmsett.bsee.gov,TRUE
pubmed-ncbi-nlm-nih-gov.amu.idm.oclc.org,TRUE
sciencetalks.jpl.nasa.gov,TRUE
training.ars-grin.gov,TRUE
wlf-nps.usajobs.gov,TRUE
www-ncbi-nlm-nih-gov.ludwig.lub.lu.se,TRUE
www-ncbi-nlm-nih-gov.proxy.unisanitas.edu.co,TRUE
www-ncbi-nlm-nih-gov.umassmed.idm.oclc.org,TRUE
hl7v2-iz-r1-5-testing.nist.gov,TRUE
occgovwepsstg.occ.treas.gov,TRUE
sbuv.gsfc.nasa.gov,TRUE
ua-usembassy-gov.translate.goog,TRUE
uat.rocis.gov,TRUE
www-fbi-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.ezproxy.unilim.fr,TRUE
www-nrel-gov.translate.goog,TRUE
0-pubmed-ncbi-nlm-nih-gov.libus.csd.mu.edu,TRUE
atf.usajobs.gov,TRUE
fecnotify.fec.gov,TRUE
usnatarchives.tumblr.com,TRUE
oceanexplorer.noaa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.usj-ezproxy.usj.edu,TRUE
rafcroughton.tricare.mil,TRUE
artcontest.larc.nasa.gov,TRUE
authorarranger.nci.nih.gov,TRUE
cts.nlm.nih.gov,TRUE
dpc.cms.gov,TRUE
eric-ed-gov.ezproxy.iielearn.ac.za,TRUE
fqt2egrants.cns.gov,TRUE
icebridge.gsfc.nasa.gov,TRUE
iris.gsfc.nasa.gov,TRUE
journal-reports.nlm.nih.gov,TRUE
locrwg.larc.nasa.gov,TRUE
opensource.gsfc.nasa.gov,TRUE
pave-gt.ncats.nih.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.elib10.ub.unimaas.nl,TRUE
www-ncbi-nlm-nih-gov.ezproxy.library.uvic.ca,TRUE
dellweb.bfa.nsf.gov,TRUE
eddmr-sit.usps.com,TRUE
pubmed-ncbi-nlm-nih-gov.molloy.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.bris.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.libraryproxy.griffith.edu.au,TRUE
dodclearinghouse.osd.mil,TRUE
cidr.cr.usgs.gov,TRUE
loris.ccr.cancer.gov,TRUE
modsimtools.sandia.gov,TRUE
pubmed-ncbi-nlm-nih-gov-ssl.oca.korea.ac.kr,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.library.nd.edu,TRUE
www-ncbi-nlm-nih-gov-ssl.ocam.korea.ac.kr,TRUE
www-ncbi-nlm-nih-gov.autorpa.tcu.edu.tw,TRUE
move.va.gov,TRUE
nrt4.modaps.eosdis.nasa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.childrensmercy.idm.oclc.org,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.lib.uconn.edu,TRUE
pubmed-ncbi-nlm-nih-gov.proxy.unice.fr,TRUE
search.atf.gov,TRUE
spitr.ccr.cancer.gov,TRUE
www-arts-gov.translate.goog,TRUE
pbs-billing.gsa.gov,TRUE
portlandcoin.research.va.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy-prd.bodleian.ox.ac.uk,TRUE
pubmed-ncbi-nlm-nih-gov.radford.idm.oclc.org,TRUE
research-fs-usda-gov.translate.goog,TRUE
www-ncbi-nlm-nih-gov.lmunet.idm.oclc.org,TRUE
carville.jobcorps.gov,TRUE
outreachpro.nia.nih.gov,TRUE
pl-usembassy-gov.translate.goog,TRUE
tmsearch.live,TRUE
transfer.archives.gov,TRUE
webtools.ccmc.gsfc.nasa.gov,TRUE
www-ncbi-nlm-nih-gov.aurarialibrary.idm.oclc.org,TRUE
www-ncbi-nlm-nih-gov.jerome.stjohns.edu,TRUE
covid19.nih.gov,TRUE
directoasucuenta.gov,TRUE
enviroinfo.llnl.gov,TRUE
eric-ed-gov.libproxy.txstate.edu,TRUE
gulflink.health.mil,TRUE
info.nga.mil,TRUE
oet.wp.nnth.dev,TRUE
oigportal.oig.dol.gov,TRUE
seqapass.epa.gov,TRUE
uat.dev-ppm.fcs.gsa.gov,TRUE
www-ncbi-nlm-nih-gov.proxybibl.vgregion.se,TRUE
www-sec-gov.translate.goog,TRUE
ecofoci.noaa.gov,TRUE
cnmi.nsopw.gov,TRUE
erm.chgh.org.tw,TRUE
overflow.larc.nasa.gov,TRUE
pubmed-ncbi-nlm-nih-gov.ezproxy.lakeheadu.ca,TRUE
