target_url,omb_idea_public,source_list_omb_idea
domain4.dcdt31.healthit.gov,FALSE,TRUE
domain5.dcdt30.healthit.gov,FALSE,TRUE
domain5.dcdt31.healthit.gov,FALSE,TRUE
domain6.dcdt30.healthit.gov,FALSE,TRUE
domain6.dcdt31.healthit.gov,FALSE,TRUE
domain7.dcdt30.healthit.gov,FALSE,TRUE
domain7.dcdt31.healthit.gov,FALSE,TRUE
domain8.dcdt30.healthit.gov,FALSE,TRUE
domain8.dcdt31.healthit.gov,FALSE,TRUE
domain9.dcdt30.healthit.gov,FALSE,TRUE
domain9.dcdt31.healthit.gov,FALSE,TRUE
domaxm.treasury.gov,FALSE,TRUE
domoxm.treasury.gov,FALSE,TRUE
doms.jpl.nasa.gov,TRUE,TRUE
don-norfolkshipyard.usajobs.gov,TRUE,TRUE
don.usajobs.gov,TRUE,TRUE
donaciondeorganos.gov,TRUE,TRUE
donotcall.gov,TRUE,TRUE
doracoloen.treasury.gov,FALSE,TRUE
doscareers.usajobs.gov,TRUE,TRUE
dot.usajobs.gov,TRUE,TRUE
dotcms.fra.dot.gov,FALSE,TRUE
dote.osd.mil,TRUE,TRUE
dover.af.mil,TRUE,TRUE
dover.tricare.mil,TRUE,TRUE
download.bls.gov,FALSE,TRUE
download.jpl.nasa.gov,TRUE,TRUE
downloads.energystar.gov,FALSE,TRUE
downloads.va.gov,FALSE,TRUE
downloadt.bls.gov,FALSE,TRUE
downsyndrome.nih.gov,TRUE,TRUE
dpaa.mil,TRUE,TRUE
dpac.defense.gov,TRUE,TRUE
dpcld.defense.gov,TRUE,TRUE
dpcpsi.nih.gov,TRUE,TRUE
dprp.cdc.gov,TRUE,TRUE
dprpdataportal.cdc.gov,TRUE,TRUE
dpsurvey.ctss.nih.gov,TRUE,TRUE
dpt2.samhsa.gov,TRUE,TRUE
dpw.larc.nasa.gov,FALSE,TRUE
dq.arm.gov,TRUE,TRUE
dr-fsacitrixweb.ed.gov,FALSE,TRUE
dr.msix.ed.gov,FALSE,TRUE
dra.gov,TRUE,TRUE
drdonlincoln.fnal.gov,FALSE,TRUE
dredata.nhtsa.gov,TRUE,TRUE
drgrtraining.hud.gov,FALSE,TRUE
drisdellgroup.lbl.gov,TRUE,TRUE
drive.hhs.gov,TRUE,TRUE
driveelectric.gov,TRUE,TRUE
drivethru.gsa.gov,TRUE,TRUE
drmsapi.tva.gov,FALSE,TRUE
drnag.edc.usda.gov,FALSE,TRUE
drought.gov,TRUE,TRUE
drpseq.cancer.gov,TRUE,TRUE
drumcorps.marines.mil,TRUE,TRUE
drupal-prod.ntp.niehs.nih.gov,TRUE,TRUE
drupal.pnnl.gov,TRUE,TRUE
drupal.star.bnl.gov,FALSE,TRUE
drupal03.pnnl.gov,FALSE,TRUE
drymouthgenestudy.nidcr.nih.gov,TRUE,TRUE
ds.nccs.nasa.gov,TRUE,TRUE
ds.wapa.gov,FALSE,TRUE
dsac.gov,TRUE,TRUE
dsbs.sba.gov,TRUE,TRUE
dsconnect.nih.gov,TRUE,TRUE
dsdev.wapa.gov,FALSE,TRUE
dse.jpl.nasa.gov,FALSE,TRUE
dseis.od.nih.gov,FALSE,TRUE
dsfa.nmfs.noaa.gov,TRUE,TRUE
dsid.od.nih.gov,TRUE,TRUE
dsid.usda.nih.gov,TRUE,TRUE
dsld.od.nih.gov,TRUE,TRUE
dsp.dla.mil,TRUE,TRUE
dspo.mil,TRUE,TRUE
dss.tucson.ars.ag.gov,FALSE,TRUE
dst.jpl.nasa.gov,TRUE,TRUE
dst.lbl.gov,TRUE,TRUE
dstest.wapa.gov,FALSE,TRUE
dtc.cancer.gov,TRUE,TRUE
dtd.nlm.nih.gov,TRUE,TRUE
dtn2.pnl.gov,FALSE,TRUE
dtops.cbp.dhs.gov,TRUE,TRUE
dtp.cancer.gov,TRUE,TRUE
dtra.mil,TRUE,TRUE
dts.fsa.usda.gov,FALSE,TRUE
dtsservices.ihs.gov,FALSE,TRUE
dtts.ors.od.nih.gov,FALSE,TRUE
dtz.fns.usda.gov,FALSE,TRUE
duc.nist.gov,FALSE,TRUE
dune.bnl.gov,TRUE,TRUE
dunescience.org,TRUE,TRUE
dunham.tricare.mil,TRUE,TRUE
durham.hsrd.research.va.gov,TRUE,TRUE
dus.jpl.nasa.gov,TRUE,TRUE
dustran.pnnl.gov,TRUE,TRUE
dvpn001g.firstnet.gov,FALSE,TRUE
dvppartnersportal.cdc.gov,FALSE,TRUE
dvprogram.state.gov,TRUE,TRUE
dvr.ors.od.nih.gov,FALSE,TRUE
dw.opm.gov,TRUE,TRUE
dyess.af.mil,TRUE,TRUE
dyess.tricare.mil,TRUE,TRUE
dz.usembassy.gov,TRUE,TRUE
e-appeal.mspb.gov,FALSE,TRUE
e-bidboard.nih.gov,TRUE,TRUE
e-cigarettes.surgeongeneral.gov,TRUE,TRUE
e-file.eeoc.gov,TRUE,TRUE
e-learning.commerce.gov,FALSE,TRUE
e-login-kc.treasury.gov,FALSE,TRUE
e-login-sso.treasury.gov,FALSE,TRUE
e-login-td-sso.treasury.gov,FALSE,TRUE
e-login-td.treasury.gov,FALSE,TRUE
e-protocol.od.nih.gov,TRUE,TRUE
e-publishing.af.mil,TRUE,TRUE
e-safe.cbp.dhs.gov,TRUE,TRUE
e-verify.gov,TRUE,TRUE
e-verify.uscis.gov,TRUE,TRUE
e.america.gov,FALSE,TRUE
e.arsnet.usda.gov,FALSE,TRUE
e.cbp.dhs.gov,TRUE,TRUE
e.oigempowerline.com,TRUE,TRUE
e4ftl01.cr.usgs.gov,TRUE,TRUE
ea.oit.va.gov,FALSE,TRUE
eaccess.ntc.doe.gov,FALSE,TRUE
eaccounts.pnnl.gov,FALSE,TRUE
eads.ang.af.mil,TRUE,TRUE
eagle-i.doe.gov,FALSE,TRUE
eai.nlm.nih.gov,TRUE,TRUE
eallegations.cbp.gov,TRUE,TRUE
eam.tva.gov,FALSE,TRUE
eama.tva.gov,FALSE,TRUE
eamlis.osmre.gov,FALSE,TRUE
eaop.nmfs.noaa.gov,FALSE,TRUE
eapinterprd.nimh.nih.gov,FALSE,TRUE
eapis.cbp.dhs.gov,TRUE,TRUE
earlecclements.jobcorps.gov,TRUE,TRUE
earlyeducatorcentral.acf.hhs.gov,TRUE,TRUE
earlywarning.usgs.gov,TRUE,TRUE
earth-highlights.jpl.nasa.gov,TRUE,TRUE
earth.gov,TRUE,TRUE
earth.gsfc.nasa.gov,TRUE,TRUE
earth.jpl.nasa.gov,TRUE,TRUE
earthdata.nasa.gov,TRUE,TRUE
earthexplorer.usgs.gov,TRUE,TRUE
earthnow.usgs.gov,TRUE,TRUE
earthobservatory.nasa.gov,TRUE,TRUE
easauth2.cdc.gov,FALSE,TRUE
easauth3.cdc.gov,FALSE,TRUE
easie.communities.ed.gov,TRUE,TRUE
eastcoast.coastwatch.noaa.gov,TRUE,TRUE
eastvhs.services.nesdis.noaa.gov,FALSE,TRUE
eauth.usda.gov,TRUE,TRUE
eauth.va.gov,FALSE,TRUE
ebccp.cancercontrol.cancer.gov,TRUE,TRUE
ebms.nci.nih.gov,FALSE,TRUE
ebs.pnnl.gov,TRUE,TRUE
ebs.tva.com,FALSE,TRUE
ebuy.gsa.gov,TRUE,TRUE
ec.usembassy.gov,TRUE,TRUE
eca.state.gov,TRUE,TRUE
ecareplan.ahrq.gov,TRUE,TRUE
ecat.sc.egov.usda.gov,FALSE,TRUE
ecb.nih.gov,FALSE,TRUE
ecc-project.sandia.gov,TRUE,TRUE
ecc.earthdata.nasa.gov,TRUE,TRUE
ecc.nist.gov,TRUE,TRUE
ecc.sit.earthdata.nasa.gov,FALSE,TRUE
ecce.emsl.pnl.gov,TRUE,TRUE
ecce.pnl.gov,FALSE,TRUE
ecco-group.org,TRUE,TRUE
ecdrappeals.ed.gov,TRUE,TRUE
ecfr.gov,TRUE,TRUE
echo.epa.gov,TRUE,TRUE
echo.jpl.nasa.gov,TRUE,TRUE
eclaimant.dol.gov,TRUE,TRUE
eclipse.gsfc.nasa.gov,TRUE,TRUE
eclipse2017.nasa.gov,TRUE,TRUE
eclkc.ohs.acf.hhs.gov,TRUE,TRUE
ecm-pro-web.sss.gov,TRUE,TRUE
ecmps.epa.gov,TRUE,TRUE
ecmrs.acf.hhs.gov,FALSE,TRUE
ecmsstg1.acl.gov,FALSE,TRUE
ecmsstg2.acl.gov,FALSE,TRUE
ecmsstg3.acl.gov,FALSE,TRUE
ecmsstg4.acl.gov,FALSE,TRUE
ecmsstg5.acl.gov,FALSE,TRUE
ecmsstg6.acl.gov,FALSE,TRUE
ecmsstg7.acl.gov,FALSE,TRUE
ecmsstg8.acl.gov,FALSE,TRUE
ecmsuat1.acl.gov,TRUE,TRUE
ecn.sandia.gov,TRUE,TRUE
ecnpassword.sandia.gov,FALSE,TRUE
ecofoci.noaa.gov,TRUE,TRUE
ecofr.nasa.gov,FALSE,TRUE
ecol.tva.gov,TRUE,TRUE
ecollection.ferc.gov,TRUE,TRUE
ecolloq.gsfc.nasa.gov,TRUE,TRUE
ecomments.epa.gov,TRUE,TRUE
ecomp.dol.gov,TRUE,TRUE
econnect.nhlbi.nih.gov,FALSE,TRUE
economist.usajobs.gov,TRUE,TRUE
econsumer.gov,TRUE,TRUE
ecos-beta.fws.gov,FALSE,TRUE
ecos-training.fws.gov,FALSE,TRUE
ecos.fws.gov,TRUE,TRUE
ecostress.jpl.nasa.gov,TRUE,TRUE
ecowatch.noaa.gov,TRUE,TRUE
ecps.nih.gov,TRUE,TRUE
ecqi.healthit.gov,TRUE,TRUE
ecquality.acf.hhs.gov,TRUE,TRUE
ed.fnal.gov,TRUE,TRUE
ed.gov,TRUE,TRUE
eda.data.commerce.gov,TRUE,TRUE
eda.gov,TRUE,TRUE
edap.epa.gov,FALSE,TRUE
edcftp.cr.usgs.gov,TRUE,TRUE
eddataexpress.ed.gov,TRUE,TRUE
edecs.fws.gov,TRUE,TRUE
edfacts.communities.ed.gov,TRUE,TRUE
edfinancial.com,TRUE,TRUE
edg.epa.gov,TRUE,TRUE
edgarcompany.sec.gov,TRUE,TRUE
edgate13.eno.ecs.nasa.gov,FALSE,TRUE
edgate32.eno.ecs.nasa.gov,FALSE,TRUE
edges.nist.gov,TRUE,TRUE
edi.nih.gov,TRUE,TRUE
edie-q.fdic.gov,FALSE,TRUE
edie-s.fdic.gov,FALSE,TRUE
edie.fdic.gov,TRUE,TRUE
edis.usitc.gov,TRUE,TRUE
edison.gov,TRUE,TRUE
edison.jobcorps.gov,TRUE,TRUE
editchecks.cdan.dot.gov,TRUE,TRUE
editorials.voa.gov,TRUE,TRUE
edits.nationalmap.gov,TRUE,TRUE
ednaweba.tva.gov,FALSE,TRUE
edoiu.doi.gov,FALSE,TRUE
edpass.ed.gov,TRUE,TRUE
edr.tva.gov,FALSE,TRUE
edrn-labcas.jpl.nasa.gov,TRUE,TRUE
edrn.jpl.nasa.gov,TRUE,TRUE
edrn.nci.nih.gov,TRUE,TRUE
eds.larc.nasa.gov,TRUE,TRUE
edsitement.neh.gov,TRUE,TRUE
edt.tva.gov,TRUE,TRUE
edtadmin.cdan.dot.gov,TRUE,TRUE
edtservice.cdan.dot.gov,TRUE,TRUE
edtservice.tva.gov,TRUE,TRUE
education.blogs.archives.gov,TRUE,TRUE
education.lbl.gov,TRUE,TRUE
education.ornl.gov,TRUE,TRUE
educationusa.state.gov,TRUE,TRUE
edwards.af.mil,TRUE,TRUE
edwards.tricare.mil,TRUE,TRUE
ee.usembassy.gov,TRUE,TRUE
eebulk.cr.usgs.gov,TRUE,TRUE
eed.communities.ed.gov,TRUE,TRUE
eehpcwg.lbl.gov,TRUE,TRUE
eeo.gsfc.nasa.gov,TRUE,TRUE
eeo.oar.noaa.gov,TRUE,TRUE
eeoc.gov,TRUE,TRUE
eeotraining.eeoc.gov,TRUE,TRUE
eere-exchange.energy.gov,TRUE,TRUE
eerelabplanning.ee.doe.gov,FALSE,TRUE
eeremfareg.ee.doe.gov,FALSE,TRUE
eereprojects.ee.doe.gov,FALSE,TRUE
eersc.usgs.gov,TRUE,TRUE
eerscmap.usgs.gov,TRUE,TRUE
ees.lbl.gov,TRUE,TRUE
eesa.lbl.gov,TRUE,TRUE
eesamonitor.lbl.gov,TRUE,TRUE
eesaproperty.lbl.gov,TRUE,TRUE
eew-test1.wr.usgs.gov,TRUE,TRUE
ef.ic3.gov,TRUE,TRUE
efast.dol.gov,TRUE,TRUE
effectivehealthcare.ahrq.gov,TRUE,TRUE
efile.aphis.usda.gov,TRUE,TRUE
efile.dol.gov,TRUE,TRUE
efile.epa.gov,TRUE,TRUE
efile.fara.gov,TRUE,TRUE
efileqa.fara.gov,FALSE,TRUE
efilingportal.pbgc.gov,FALSE,TRUE
efm.surveys.eeoc.gov,FALSE,TRUE
efoia-pal.sec.gov,TRUE,TRUE
efoia-pal.usda.gov,TRUE,TRUE
efoia.bis.doc.gov,TRUE,TRUE
eform1.ferc.gov,TRUE,TRUE
eforms.atf.gov,FALSE,TRUE
eforms.state.gov,TRUE,TRUE
eformspublic.ferc.gov,TRUE,TRUE
efoservices.fec.gov,TRUE,TRUE
efotg.nrcs.usda.gov,FALSE,TRUE
efotg.sc.egov.usda.gov,FALSE,TRUE
efpls.ed.gov,TRUE,TRUE
efr.fdic.gov,TRUE,TRUE
eft.ahrq.gov,FALSE,TRUE
eft.feps.cms.gov,FALSE,TRUE
eft.lm.doe.gov,FALSE,TRUE
eftps.gov,TRUE,TRUE
efts.cjis.gov,FALSE,TRUE
eftupdate.nrcs.usda.gov,FALSE,TRUE
eg.usembassy.gov,TRUE,TRUE
eglin.af.mil,TRUE,TRUE
eglin.tricare.mil,TRUE,TRUE
egov.eeoc.gov,TRUE,TRUE
egov.msha.gov,FALSE,TRUE
egov.ofm.state.gov,TRUE,TRUE
egov.uscis.gov,TRUE,TRUE
egp.nwcg.gov,FALSE,TRUE
egptest.nwcg.gov,FALSE,TRUE
egptest.wildfire.gov,FALSE,TRUE
egscbeowulf.er.usgs.gov,TRUE,TRUE
ehb8.gsfc.nasa.gov,TRUE,TRUE
ehp.niehs.nih.gov,TRUE,TRUE
ehpd.gsfc.nasa.gov,TRUE,TRUE
ehrincentives.cms.gov,FALSE,TRUE
ehs.lbl.gov,TRUE,TRUE
ehss.energy.gov,TRUE,TRUE
ei-spark.lbl.gov,TRUE,TRUE
eia.gov,TRUE,TRUE
eiaeag.eia.gov,FALSE,TRUE
eic2016.phy.anl.gov,TRUE,TRUE
eielson.af.mil,TRUE,TRUE
eielson.tricare.mil,TRUE,TRUE
eipconline.com,TRUE,TRUE
eipconline.net,FALSE,TRUE
eipconline.org,FALSE,TRUE
eipp.cdc.gov,FALSE,TRUE
eirb.jsc.nasa.gov,TRUE,TRUE
eis-public-pricer.eos.gsa.gov,TRUE,TRUE
eis.epa.gov,TRUE,TRUE
eisavpn.cbp.gov,TRUE,TRUE
eisenhower.tricare.mil,TRUE,TRUE
eisenhowerlibrary.gov,TRUE,TRUE
eistest.nwcg.gov,FALSE,TRUE
eisuite-app.nwcg.gov,FALSE,TRUE
eitc.irs.gov,TRUE,TRUE
ejcc.acl.gov,TRUE,TRUE
ejscreen.epa.gov,TRUE,TRUE
elad.lbl.gov,FALSE,TRUE
eld.fmcsa.dot.gov,TRUE,TRUE
eldercare.acl.gov,TRUE,TRUE
eldercare.gov,TRUE,TRUE
elderjustice.acl.gov,TRUE,TRUE
elearner.pnnl.gov,TRUE,TRUE
elearning.capnhq.gov,TRUE,TRUE
elecidc12c.eia.doe.gov,FALSE,TRUE
electricalsafety.lbl.gov,TRUE,TRUE
electrochem.jpl.nasa.gov,TRUE,TRUE
elements.lbl.gov,TRUE,TRUE
elementsofmorphology.nih.gov,TRUE,TRUE
elevation.nationalmap.gov,TRUE,TRUE
elibrary.ferc.gov,TRUE,TRUE
elibraryusa.state.gov,TRUE,TRUE
eligibility.cert.sc.egov.usda.gov,FALSE,TRUE
eligibility.sc.egov.usda.gov,FALSE,TRUE
elist.ornl.gov,TRUE,TRUE
elkmont.atdd.noaa.gov,TRUE,TRUE
ellis.tva.gov,FALSE,TRUE
ellsworth.af.mil,TRUE,TRUE
ellsworth.tricare.mil,TRUE,TRUE
elmendorfrichardson.tricare.mil,TRUE,TRUE
elmo.portal.cms.gov,FALSE,TRUE
elmo.portaldev.cms.gov,FALSE,TRUE
elms.exim.gov,TRUE,TRUE
eltrombopagfa.ctss.nih.gov,TRUE,TRUE
elvperf.ksc.nasa.gov,TRUE,TRUE
elwha.nsopw.gov,TRUE,TRUE
elyshoshonetribe.nsopw.gov,TRUE,TRUE
emac.gsfc.nasa.gov,TRUE,TRUE
email.eipconline.com,FALSE,TRUE
email.ferc.gov,FALSE,TRUE
email.tvaoig.com,FALSE,TRUE
email.tvaoig.net,FALSE,TRUE
emaps.ed.gov,TRUE,TRUE
emblem.cancer.gov,TRUE,TRUE
emc.ncep.noaa.gov,TRUE,TRUE
emcbc.doe.gov,TRUE,TRUE
emdatasets.lbl.gov,TRUE,TRUE
emeasuretool.cms.gov,TRUE,TRUE
emenuapps.ita.doc.gov,FALSE,TRUE
emergency.cdc.gov,TRUE,TRUE
emergency.jpl.nasa.gov,TRUE,TRUE
emissivity.jpl.nasa.gov,TRUE,TRUE
emmseg.tva.gov,FALSE,TRUE
emmsega.cflb.tva.gov,FALSE,TRUE
emop.fnal.gov,TRUE,TRUE
emorris.fasbilling.gsa.gov,FALSE,TRUE
emp.lbl.gov,TRUE,TRUE
employeeexpress.gov,TRUE,TRUE
employer.gov,TRUE,TRUE
emportal.hhs.gov,FALSE,TRUE
ems.dc3on.gov,TRUE,TRUE
ems.gov,TRUE,TRUE
emsl-seek.pnnl.gov,TRUE,TRUE
emsl.pnnl.gov,TRUE,TRUE
emtoolbox.nist.gov,TRUE,TRUE
encdirect.noaa.gov,TRUE,TRUE
encompass.gsfc.nasa.gov,TRUE,TRUE
encompass.ninds.nih.gov,TRUE,TRUE
encromerr.epa.gov,TRUE,TRUE
ends2.epa.gov,FALSE,TRUE
energizedlearning.lbl.gov,TRUE,TRUE
energy.gov,TRUE,TRUE
energy.lbl.gov,TRUE,TRUE
energy.ornl.gov,TRUE,TRUE
energy.sandia.gov,TRUE,TRUE
energyanalysis.lbl.gov,TRUE,TRUE
energycodes.gov,TRUE,TRUE
energycommunities.gov,TRUE,TRUE
energyconversiongroup.lbl.gov,TRUE,TRUE
energyright.com,TRUE,TRUE
energyright.efficientchoice.com,TRUE,TRUE
energystar.gov,TRUE,TRUE
energystorage.lbl.gov,TRUE,TRUE
energystorage.pnnl.gov,TRUE,TRUE
energytools.sc.egov.usda.gov,FALSE,TRUE
enforcedata.dol.gov,TRUE,TRUE
eng-hiring.18f.gov,TRUE,TRUE
engage.dhs.gov,TRUE,TRUE
engage.youth.gov,TRUE,TRUE
engineering.18f.gov,TRUE,TRUE
engineering.arm.gov,TRUE,TRUE
engineering.larc.nasa.gov,TRUE,TRUE
engstandards.lanl.gov,TRUE,TRUE
enhancer.lbl.gov,TRUE,TRUE
enoad.nvmc.uscg.gov,TRUE,TRUE
enose.jpl.nasa.gov,TRUE,TRUE
ens.neh.gov,FALSE,TRUE
enservices.epa.gov,TRUE,TRUE
entp.hud.gov,FALSE,TRUE
entplm.hud.gov,FALSE,TRUE
entptest.hud.gov,TRUE,TRUE
enviro.epa.gov,TRUE,TRUE
enviroatlas.epa.gov,TRUE,TRUE
environment.arc.nasa.gov,TRUE,TRUE
environment.fhwa.dot.gov,TRUE,TRUE
environmental.larc.nasa.gov,TRUE,TRUE
environmentaltest.gsfc.nasa.gov,TRUE,TRUE
eods.ibc.doi.gov,FALSE,TRUE
eodstrn.ibc.doi.gov,FALSE,TRUE
eoffer-test2.fas.gsa.gov,FALSE,TRUE
eoffer.gsa.gov,TRUE,TRUE
eog-tmng.uspto.gov,TRUE,TRUE
eoimages2.gsfc.nasa.gov,FALSE,TRUE
eol.jsc.nasa.gov,TRUE,TRUE
eoltest.exim.gov,TRUE,TRUE
eonet.gsfc.nasa.gov,TRUE,TRUE
eop-external.jpl.nasa.gov,TRUE,TRUE
eospso.nasa.gov,TRUE,TRUE
eosweb.larc.nasa.gov,TRUE,TRUE
epa-bdcc.ornl.gov,TRUE,TRUE
epa-bprg.ornl.gov,TRUE,TRUE
epa-dccs.ornl.gov,TRUE,TRUE
epa-heast.ornl.gov,TRUE,TRUE
epa-prgs.ornl.gov,TRUE,TRUE
epa-sdcc.ornl.gov,TRUE,TRUE
epa-sprg.ornl.gov,TRUE,TRUE
epa-visl.ornl.gov,FALSE,TRUE
epa.gov,TRUE,TRUE
epa.usajobs.gov,TRUE,TRUE
epact.energy.gov,TRUE,TRUE
epact2.gsfc.nasa.gov,TRUE,TRUE
epamap13.epa.gov,FALSE,TRUE
epamap17.epa.gov,FALSE,TRUE
epamap32.epa.gov,FALSE,TRUE
epamap33.epa.gov,FALSE,TRUE
epaoig.gov,TRUE,TRUE
epas.uspto.gov,TRUE,TRUE
epay.fas.gsa.gov,TRUE,TRUE
epayb.fas.gsa.gov,FALSE,TRUE
epc-src.ahrq.gov,FALSE,TRUE
epe.pnnl.gov,TRUE,TRUE
ephtracking.cdc.gov,TRUE,TRUE
ephtracking.glb.cdc.gov,FALSE,TRUE
epi-f5.lanl.gov,FALSE,TRUE
epi.grants.cancer.gov,TRUE,TRUE
epic.gsfc.nasa.gov,TRUE,TRUE
epics.anl.gov,TRUE,TRUE
epiinfosecurewebsurvey.cdc.gov,FALSE,TRUE
epiinfowebsurvey.cdc.gov,FALSE,TRUE
epilepsy.va.gov,TRUE,TRUE
epishare.niehs.nih.gov,TRUE,TRUE
eplanning.blm.gov,TRUE,TRUE
eprints.nwisrl.ars.usda.gov,TRUE,TRUE
eprojectbuilder.lbl.gov,TRUE,TRUE
eprr.lanl.gov,TRUE,TRUE
epublication.fda.gov,TRUE,TRUE
eqrformssubmissionservice.ferc.gov,TRUE,TRUE
eqronline.ferc.gov,TRUE,TRUE
eqrreportviewer.ferc.gov,TRUE,TRUE
eqrweb.ferc.gov,TRUE,TRUE
eqs.fec.gov,TRUE,TRUE
equiphq.uspto.gov,TRUE,TRUE
er.usembassy.gov,TRUE,TRUE
era.nih.gov,TRUE,TRUE
erav-c.noaa.gov,FALSE,TRUE
erav-e.noaa.gov,FALSE,TRUE
erav-w.noaa.gov,FALSE,TRUE
erdc.usace.army.mil,TRUE,TRUE
erds.niaid.nih.gov,TRUE,TRUE
ereg.eoir.justice.gov,TRUE,TRUE
erem.tva.com,FALSE,TRUE
erema.tva.gov,FALSE,TRUE
eresources.nlm.nih.gov,TRUE,TRUE
ergo.lbl.gov,TRUE,TRUE
eri.ca.sandia.gov,TRUE,TRUE
eric.ed.gov,TRUE,TRUE
eroc.ssologin1.fiscal.treasury.gov,FALSE,TRUE
eroc.ssologin1.fms.treas.gov,FALSE,TRUE
erocpiv.pkilogin1.fiscal.treasury.gov,FALSE,TRUE
eros.usgs.gov,TRUE,TRUE
erportal.tva.gov,FALSE,TRUE
erportala.tva.gov,FALSE,TRUE
error.vba.va.gov,TRUE,TRUE
ers.cr.usgs.gov,TRUE,TRUE
ers.usda.gov,TRUE,TRUE
erss-reviewer.nih.gov,TRUE,TRUE
ertims.response.epa.gov,FALSE,TRUE
erulings.cbp.gov,TRUE,TRUE
es.medicare.gov,TRUE,TRUE
es.usembassy.gov,TRUE,TRUE
esa.nih.gov,FALSE,TRUE
esafe.cbp.dhs.gov,TRUE,TRUE
esass.nih.gov,TRUE,TRUE
esb.nasa.gov,FALSE,TRUE
esbl.nhlbi.nih.gov,TRUE,TRUE
esc.gsfc.nasa.gov,TRUE,TRUE
esc2m2.pnnl.gov,FALSE,TRUE
eschaan.lbl.gov,TRUE,TRUE
escs.opm.gov,TRUE,TRUE
escweb.wr.usgs.gov,TRUE,TRUE
esd.whs.mil,TRUE,TRUE
esdpubs.nasa.gov,TRUE,TRUE
esdresearch.nasa.gov,FALSE,TRUE
esecureflight-obt.tsa.dhs.gov,TRUE,TRUE
esecureflight.tsa.dhs.gov,TRUE,TRUE
esel.trade.gov,TRUE,TRUE
eserviceregistration.ice.gov,TRUE,TRUE
esg.fda.gov,FALSE,TRUE
eshelp.opm.gov,FALSE,TRUE
eshq.fnal.gov,TRUE,TRUE
esi.orr.noaa.gov,FALSE,TRUE
esi.sc.egov.usda.gov,FALSE,TRUE
esip.enrd.usdoj.gov,FALSE,TRUE
esis.sc.egov.usda.gov,FALSE,TRUE
esl.lbl.gov,TRUE,TRUE
esml.epa.gov,TRUE,TRUE
esnaps.hud.gov,TRUE,TRUE
esomsaccp.tva.gov,FALSE,TRUE
esound.epa.gov,TRUE,TRUE
esp.usdoj.gov,TRUE,TRUE
espa.cr.usgs.gov,TRUE,TRUE
espanol.epa.gov,TRUE,TRUE
espanol.foodsafety.gov,TRUE,TRUE
espanol.insurekidsnow.gov,TRUE,TRUE
espanol.mycreditunion.gov,TRUE,TRUE
espanol.ncua.gov,TRUE,TRUE
espanol.nichd.nih.gov,TRUE,TRUE
espanol.ninds.nih.gov,TRUE,TRUE
espanol.smokefree.gov,TRUE,TRUE
espanol.stopbullying.gov,TRUE,TRUE
espanol.training.nij.gov,FALSE,TRUE
espanol.womenshealth.gov,TRUE,TRUE
espd.gsfc.nasa.gov,FALSE,TRUE
espo.nasa.gov,TRUE,TRUE
espoarchive.nasa.gov,TRUE,TRUE
espstudy.ctss.nih.gov,TRUE,TRUE
esrl.noaa.gov,TRUE,TRUE
esrs.gov,TRUE,TRUE
esrs.jsc.nasa.gov,TRUE,TRUE
ess-dive.lbl.gov,TRUE,TRUE
ess.science.energy.gov,TRUE,TRUE
essearch.energystar.gov,TRUE,TRUE
essentials.neh.gov,TRUE,TRUE
essp.larc.nasa.gov,TRUE,TRUE
essp.nasa.gov,TRUE,TRUE
essportal.tva.gov,TRUE,TRUE
esta.cbp.dhs.gov,TRUE,TRUE
esto.nasa.gov,TRUE,TRUE
estoo.nsopw.gov,TRUE,TRUE
estta.uspto.gov,TRUE,TRUE
et.usembassy.gov,TRUE,TRUE
eta-internal-publications.lbl.gov,FALSE,TRUE
eta-maps.lbl.gov,TRUE,TRUE
eta-publications.lbl.gov,TRUE,TRUE
eta-safety.lbl.gov,TRUE,TRUE
eta.lbl.gov,TRUE,TRUE
etap.nsf.gov,TRUE,TRUE
etareports.doleta.gov,FALSE,TRUE
etariff.ferc.gov,TRUE,TRUE
etas.hs.nfc.usda.gov,FALSE,TRUE
etas.uspto.gov,TRUE,TRUE
etas1.hs.nfc.usda.gov,FALSE,TRUE
etas2.hs.nfc.usda.gov,FALSE,TRUE
etd.gsfc.nasa.gov,TRUE,TRUE
etd.ice.gov,TRUE,TRUE
etec.energy.gov,TRUE,TRUE
ethics.od.nih.gov,TRUE,TRUE
ethics.va.gov,TRUE,TRUE
ethicssao.od.nih.gov,TRUE,TRUE
etkeeodelivery-tvaconversionuat-sso.echo.tylerfederal.com,FALSE,TRUE
etpbfollowup.ctss.nih.gov,TRUE,TRUE
etrace.atf.gov,FALSE,TRUE
etracker.tva.gov,TRUE,TRUE
etrackera.tva.gov,FALSE,TRUE
ets.fdic.gov,TRUE,TRUE
etsdmysql.ornl.gov,FALSE,TRUE
etsq.fdic.gov,FALSE,TRUE
etss.epa.gov,TRUE,TRUE
etsvendorsales.gsa.gov,FALSE,TRUE
ett.healthit.gov,TRUE,TRUE
eua.cms.gov,TRUE,TRUE
euaval.cms.gov,FALSE,TRUE
euler.jpl.nasa.gov,TRUE,TRUE
europa.nasa.gov,TRUE,TRUE
europeafrica.army.mil,TRUE,TRUE
ev-charging.lbl.gov,FALSE,TRUE
ev.energyright.com,TRUE,TRUE
eva.jsc.nasa.gov,FALSE,TRUE
