target_url,base_domain,branch,agency,agency_code,bureau,bureau_code,source_list_federal_domains,source_list_dap,source_list_pulse,source_list_other,is_gov
confluence.grantsolutions.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluence.imp.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluence.ncbi.nlm.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluence.prodnr.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluence31.ncbi.nlm.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluence31.st-va.ncbi.nlm.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluencecolo.ncbi.nlm.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluencecolo.st-va.ncbi.nlm.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluenceent.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluenceentdev.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confluenceentimpl.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confocal.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
confocal.ccr.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
congress.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
congressional.energy.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
congressionaldirectory.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
congressionalrecord.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
connect-doj-o365.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect-mail-dea.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect-mail-jmddev.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect-mail-usms.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect-mobile.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect-portal.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect1.bpa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect1.doe.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect14.medlineplus.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect2-mail-usms.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect2.bpa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect2.doe.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect2.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect24.medlineplus.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect3.doe.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect3.justice.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect4.doe.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connect5.doe.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connecthome.hud.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connecticut.va.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connections.ccr.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connections.tva.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connections.usda.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connectionsii-clinchecker.fas.gsa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connectmobile.niaid.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connector.hrsa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
connie-docdb.fnal.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
consciencepoint.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
consensus.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
consensus.nist.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
conservation.gov,,Executive,,,,,TRUE,FALSE,FALSE,FALSE,False
conservationpartnerships.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
consumer.data.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
consumeraction.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
consumerbureau.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
consumercomplaints.fcc.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
consumerfinancial.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
consumerfinancialbureau.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
consumerfinancialprotectionbureau.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
consumerprotection.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
consumerprotectionbureau.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
consumers.data.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
consumersentinel.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
contact.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contactus.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contaminants.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
content.fai.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
content.gsaadvantage.fas.gsa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
content.recreation.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
content.sba.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
continua11y.18f.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contour.grants.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contract.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contracting-cookbook.18f.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contractortraining.energy.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contracts.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contracts.nichd.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contrib.usajobs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contribute.globalchange.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
contributor.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
controls.als.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
controls.pnnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
controls2.als.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
controlsystems2013.inl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
convent.nci.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
convpnasa1.cms.hhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
convpnasa2.cms.hhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cookeville.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cookstoves.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coolcolors.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coolcommunities.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coolroofs2011.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coop.esp.usdoj.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coop.vpn.cttso.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cooper.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cop.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
copd.nhlbi.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
copd.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cope.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cops.fas.gsa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cops.usdoj.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
copyright.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
copyrightclaimsboard.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
cor1.gsfc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cora.usdoj.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coral.aoml.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coral.jpl.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coral.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coralreefs.wr.usgs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coraltest.aoml.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
core.atdd.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
core.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
core.trac.usajobs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
core1.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coredtra.pnnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coremodels.mcs.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
corennsa.pnnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coronavirus.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
coronavirustesting.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
corpes11.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
corporatecuonline.ncua.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
corport.hq.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
corr.nist.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
correlation2013.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
correlogo.abcc.ncifcrf.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
corridoreis.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
corridors.dot.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosign.bldc.nwave.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosign.boul.nwave.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosign.ctc.nwave.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosmic.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosmictimes.gsfc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosmo.bnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosmo1.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosmology.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cosmos.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
costarica.peacecorps.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
costep5.nascom.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
costprojections.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
council.nichd.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
council.nidcd.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
counties.data.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
countmyfish.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coupp-docdb.fnal.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
coursebuilder.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
courses.america.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
courses.training.nij.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cov.nsf.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cove.larc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
covidtest.gov,,Executive,,,,,TRUE,FALSE,FALSE,FALSE,False
covtcexpeext1.video.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
covtcexpeext2.video.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cow.lanl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cowebtest01.aphis.usda.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cowebtest02.aphis.usda.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cowg.cap.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cp.508.hhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpanel.nvwg.cap.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpard.epa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpc.ncep.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpcpara.ncep.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpd1.hud.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpd2.hud.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpfp.nci.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpg.cr.usgs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpgms.ojp.usdoj.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cplms.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpnireporting.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
cpo.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpod2013.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpoms.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cps.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cps.sc.egov.usda.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpsapi.web.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpsapi.webdev.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpsapi.webqual.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpscnet.cpsc.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpsi.ahrq.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpsweb.ee.doe.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cptac3.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cptr.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cptrace.nas.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cptrace.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cpvpn.ncep.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cqs.dol-esa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cqsweb.dol-esa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cr-www.als.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cr.peacecorps.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cr.pre.usembassy.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cra.cdc.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cra.pnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cra.pnnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crashstats.nhtsa.dot.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crashviewer.nhtsa.dot.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crb.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
crchd.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crchd.nci.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crckb.consumersentinel.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crd-legacy.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crd.dot.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crd.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crdc.ed.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crdldap.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crdlogin.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
createdequal.neh.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
creative.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
creativeartsfestival.va.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
credentials.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crescentlake.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
creston.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crf.larc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crf.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crfs.cr.usgs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crggh.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crgis.ndc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cricket.imca.aps.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crime-data-explorer-beta.fr.cloud.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crime-data-explorer-noe.fr.cloud.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crimesolutions.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
crimevictims.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
crimsonredcap.cc.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cris.cc.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cris.nifa.usda.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crisisnextdoor.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
crissupb.identitysandbox.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crit-safety.lanl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crit.nsopw.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crithab.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
criticalhabitat-beta.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
criticalhabitat.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crl.pnnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crls.pki.state.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crm-mission.edit.usembassy.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crm-relativity.usdoj.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crm.america.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crn.cancer.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
croc.gsfc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crosbywetlands.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crosscreeks.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crosta.jpl.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crowd.mobilehealth.va.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crowdsourcing.doe.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crownations.nsopw.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crpk-qa.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crpk.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crs.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
crs.treasury.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crsexplorer.niaid.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crssp.usgs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crtpfm1.ncifcrf.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crtpfm2.ncifcrf.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cru.dpcpsi.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cru.niehs.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crucible.grantsolutions.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crustal.cr.usgs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crustal.usgs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cryo.gsfc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cryogenics.nist.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cryosphere.gsfc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cryptocard-green-f5.lanl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cryptocard-yellow.lanl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cryptocard.lanl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
crystalriver.fws.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cs.jpl.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cs.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cs.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cs.usajobs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csa.cms.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csam.pnnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csat-app.dhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csat-demo.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csat-help.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csat-loadtest.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csat-psurety.dhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csat.dhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csb-lb.nlm.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csb.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
csb.nlm.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csce.gov,,Legislative,,,,,TRUE,FALSE,FALSE,FALSE,False
cscsurvey.ios.doi.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cscvpn.camsic.commerce.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csdb-ndcac.fbi.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csdoperations.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cse.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csepptraining.gss.anl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cset.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csg.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csi-rt-sat.cbp.dhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csi-rt.cbp.dhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csidvp.gsfc.nasa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csip.crm.usdoj.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csl.llnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csm.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csm.state.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csmb.ornl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csms.cbp.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csms.qa.cbp.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cso.lbl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csosa-vpn.csosa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csosa.gov,,Executive,,,,,TRUE,FALSE,TRUE,FALSE,False
csp-training.llnl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csp.fhfa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csp.maveric.va.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csp.noaa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csp.research.va.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csp.va.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csr.lanl.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csr.medicare.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csr.nih.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csrc.blm.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csri.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csrl.ars.usda.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
css.d2d.gsa.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
css.ncifcrf.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
css.st.dhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cssbmb.gov,,Executive,,,,,TRUE,FALSE,FALSE,FALSE,False
cssinfo.fan.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cssr.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cssrdev.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
cssrqual.sandia.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
csstest.st.dhs.gov,,Executive,,,,,FALSE,FALSE,TRUE,FALSE,False
