target_url,base_domain,branch,agency,agency_code,bureau,bureau_code,source_list_federal_domains,source_list_pulse,source_list_dap,source_manually_added
usafa.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usafe.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
vance.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
veterans-in-blue.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
volkfield.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
wads.ang.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
warren.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
wavelength.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
westover.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
whiteman.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
woundedwarrior.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
wpafb.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ww3.safaq.hq.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
yokota.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
youngstown.afrc.af.mil,af.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
msc.navy.afpims.mil,afpims.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mynavyhr.navy.afpims.mil,afpims.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
safety.navy.afpims.mil,afpims.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aflink.usaf.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airuniversity.usaf.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
all-hands.navy.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arcent.army.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
defense.dod.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
marines.usmc.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
music.usaf.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
navalaviationnews-dev.navy.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
navcms.navy.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pavilion1.dod.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
yokota.usaf.afpimsstaging.mil,afpimsstaging.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ai.mil,ai.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
airdomainintelligence.mil,airdomainintelligence.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
alsa.mil,alsa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arlingtoncemetery.mil,arlingtoncemetery.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
education.arlingtoncemetery.mil,arlingtoncemetery.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
10thaamdc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
11thairbornedivision.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
12cab.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
19bcd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
1tsc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
20cbrne.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
21tsc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
2cr.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
2id.korea.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
2sigbde.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
409csb.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
41fab.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
55comcam.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
7atc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
achh.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
acpol.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aepubs.eur.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afod.eur.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
afsbeurope.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
agc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ahrpo.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
amc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
amlc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ancadmin.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arcp.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arcyber.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armycemeteries.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armyhealthfacilities.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armypubs-test.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armypubs-test3.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armypubs.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armyupress.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arnorth.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
arsouth.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
asafm.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
asb.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aschq.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
avmc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
awg.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
band.eur.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cascom-dev.lee.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cascom.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ccad.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
crg.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
crgcm.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cyber.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cyberdefensereview.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
d-armyhealthfacilities.detrick.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
daaf-wx.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dasadec.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
eeo.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
efmp.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
erdc.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
europeafrica.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
first.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
goarmysof.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
gomo.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hnc.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hrce.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hrcoe.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ig.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
il.ngb.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
innovation.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
iwr.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jblmdesignstandards.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jpeoaa.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ke.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
letterkenny.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lrb.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lrc.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lrd.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lre.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lrh.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lrl.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lrn.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lrp.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
medcoe.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
medlinet.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mepcom.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mrc-europe.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mvd.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mvk.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mvm.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mvn.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mvp.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mvr.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mvs.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nab.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nad.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nae.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nan.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nao.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nap.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nau.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ncolcoe.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ncoworldwide.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nrmc.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nwd.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nwk.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nwo.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nwp.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nws.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
nww.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
obtportal.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
p3.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
p3cm.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
peosoldier.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
phc.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
phccm.amedd.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
poa.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pod.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pof.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
poh.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
poj.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pscc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
psmagazine.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
publications.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
recruiting.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
rma.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
rmc.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sac.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sad.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
saj.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sam.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sas.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
saw.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
skysoldiers.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
smdc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
spa.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
spd.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
spk.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
spl.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
spn.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
srleaders.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
swd.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
swf.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
swg.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
swl.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
swt.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
t-armyhealthfacilities.detrick.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
t-efmp.detrick.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tad.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tam.usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tobyhanna.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usace.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usafmcom.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usanato.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usapc.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usar.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usarcent.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
usarj.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
vcorps.army.mil,army.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aberdeen.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
anniston.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ansbach.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
aphill.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
baumholder.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
belvoir.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
benelux-region.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
benning.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
blacksea.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
bliss.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
bluegrass.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
bragg.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
brunssum.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
brussels.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
buchanan.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
campbell.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
carlisle.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
carson.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
casey.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
chievres.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
daegu.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
detrick.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
detroit.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
devens.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
drum.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dugway.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
europe.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
garmisch.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
gordon.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
grafenwoehr.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
greely.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hamilton.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hawaii.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hohenfels.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hood.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
huachuca.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
humphreys.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
hunterliggett.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
irwin.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
italy.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jackson.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jblm.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
jbmhh.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
kaiserslautern.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
knox.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
kwajalein.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
leavenworth.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
lee.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
leonardwood.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mcalester.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
mccoy.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
meade.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
miami.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
natick.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pacific.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
parks.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
picatinny.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
pinebluff.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
polk.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
presidio.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
redcloud.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
redriver.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
redstone.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
riley.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
rockisland.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
rucker.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sierra.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sill.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sotocano.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
stewarthunter.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
stuttgart.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tobyhanna.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tooele.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
torii.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
training.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
us.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
wainwright.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
watervliet.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
westpoint.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
whitesands.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
wiesbaden.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
yongsan.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
yuma.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
zama.armymwr.com,armymwr.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armytenmiler.com,armytenmiler.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
armywcap.com,armywcap.com,Executive,,,,,FALSE,FALSE,TRUE,FALSE
bush41.org,bush41.org,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cac.mil,cac.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ccpo.mil,ccpo.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
centcom.mil,centcom.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cloud.mil,cloud.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
ac.cto.mil,cto.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cto.mil,cto.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dsb.cto.mil,cto.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
rt.cto.mil,cto.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
public.cyber.mil,cyber.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
cybercom.mil,cybercom.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dc3.mil,dc3.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dcaa.mil,dcaa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dcma.mil,dcma.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dcsa.mil,dcsa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
defenseculture.mil,defenseculture.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
defensesbirsttr.mil,defensesbirsttr.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dfas.mil,dfas.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dhra.mil,dhra.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dia.mil,dia.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
oig.dia.mil,dia.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dimoc.mil,dimoc.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
alpha.sprs.csd.disa.mil,disa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
disa.mil,disa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
disa.mil.apps.gcds.disa.mil,disa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dsnbbs.ncr.disa.mil,disa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
sprs.csd.disa.mil,disa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
stl.disa.mil,disa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
uismdy8b.isd.disa.mil,disa.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dla.mil,dla.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dsp.dla.mil,dla.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dinfos.dma.mil,dma.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
dma.mil,dma.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
tasa.dma.mil,dma.mil,Executive,,,,,FALSE,FALSE,TRUE,FALSE
