target_url,branch,agency,bureau,base_domain_pulse,source_list_federal_domains,source_list_pulse,source_list_dap,source_list_omb_idea,source_list_eotw,source_list_usagov,source_list_gov_man,source_list_uscourts,source_list_oira,source_list_mil_1,source_list_mil_2,omb_idea_public
badgesignup.grc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,false
basalt.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
baseball.grc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
basin.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
basketball.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
batse.msfc.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
bcc.jsc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
beacon.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
beautifulearth.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
beoc.ccs.esmo.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
bepposax.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
beta-api.urs.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
beta.urs.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
beyondeinstein.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
beyondeinstein.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
bhi.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
bigexplosions.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
blackholeimager.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
blackmarble.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
blogs.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
blogs.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
blueice.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
bluemarble.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
bocachica.arc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
bose.jpl.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
bowie.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
box.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
brainbites.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
bram.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
browserras.jpl.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
bsgapps.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
bugs.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
bugs.sit.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
bugs.uat.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
builds.worldwind.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
byss.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
byss.ndc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
c-ras.cdscc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
c3.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
c3.ndc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
c3rs.arc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,true,false,false,true
cad4nasa.gsfc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
caib1.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cain.larc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
calendar.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
calipso-mocc.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
calval.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
calval.jpl.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
camp.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
camtasia.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cancer.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
capable.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
caps.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
car.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
carbon-workshop.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
carbon.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
careerlaunch.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
careerpath.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
carve.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cas.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
casper.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cats.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cce-datasharing.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cce-signin.gsfc.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
cce.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
cceo.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
ccmc.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
ccmpp.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
ccs.esmo.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cct.ksc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cctp2.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cdaw.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cdaweb.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cdaweb.sci.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cddis-basin.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cddis-caster.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cddis.gsfc.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
cddis.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
cdf.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cdf.sci.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cdn.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cdn.sit.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cdn.uat.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cds-cv.nccs.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cds.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cds.nccs.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cdscc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
cdsweb.gsfc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cearun.grc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
ceh.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
centennialchallenge.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
centennialchallenges.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
center.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cercla.hq.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cercla.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
ceres-tool.larc.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
ceres.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
certauth.authfs1.launchpad-test.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
certauth.authfs1.launchpad.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cew2019.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cf.gsfc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cfdval2004.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cfl3d.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cfs.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
chandra.msfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
chandra.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
channel-emulator.grc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
channel-emulator.ndc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
chats.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
chemistry.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
chiefcounsel.ksc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
chsupport.sewp.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
ciencia.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cilab.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cima.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cio.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cisto-news.gsfc.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
cisto.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
civility.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
clarreo-pathfinder.larc.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
clarreo.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
clarsweather.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
clc.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
climate.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
climate.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
climate.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
climatekids.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
climatesciences.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cloud-object.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cloud.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cloud1.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
clouds.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cloudsgate2.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cloudsway2.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
clubs.larc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cmar.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cmr-dashboard.earthdata.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
cmr-dashboard.sit.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cmr-dashboard.uat.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cmr.earthdata.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cmr.sit.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cmr.uat.earthdata.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
cms.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cmsflux.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cneos.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
cnocvpn-gsfc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cnocvpn.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
co2.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
co2web.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
coastal.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
coastal.wff.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
code.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
code200-external.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
code210.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
code250.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
code541.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
code544.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
code613-3.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
code614.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
code830.wff.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
code916.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
coding.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cohoweb.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
coldatomlab.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
collaboration.grc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
colloqsigma.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
colorusage.arc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
columbia.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
commonresearchmodel.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
community.eosdis.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
conduit.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
conduit.sit.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
conduit.uat.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
connect.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
connect.gdscc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
connect.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
constructionsafety.ssc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
cor.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
cor1.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
coral.jpl.nasa.gov,,,,nasa.gov,false,true,false,true,true,false,false,false,false,false,false,true
core.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
core1.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
core2.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
corport.hq.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
corrosion.ksc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cosmicopia.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cosmictimes.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cossc.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
costar.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
costep5.nascom.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cove.larc.nasa.gov,,,,nasa.gov,false,true,true,false,false,false,false,false,false,false,false,
cpex.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cpl.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cplms.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cpoms.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cptrace.nas.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cptrace.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
crf.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
crgis.ndc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
croc.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
crosta.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cryo.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cryosphere.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cs.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
csaob.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
csbf.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cset.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
csidvp.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cso.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
ctd.hq.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cubesat.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cubesats.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
curator.jsc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
cvsacl.nccs.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cxfmea-cil.nas.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cxfmea-cil.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cxgmip.nas.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
cxgmip.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cxhazard.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
cxpraca.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
daac.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
daedalus1.larc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
dance.gsfc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
darktarget.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
dart2.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dartslab.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
dashboard-t.hq.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dashlink.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
data.giss.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
data.mts.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
data.nas.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
data.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
data.worldwind.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
datascience.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
dataserver.nccs.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dataserver3.nccs.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dawn.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dawnblog.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dbmeeting.sci.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dcs.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dcstest.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dcsweb11.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dcsweb12.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dcsweb21.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dcsweb22.arc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
ddtrb.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
decg.nasaoig-t.hq.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
deepblue.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
deepimpact.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
deepspace.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
deltax.jpl.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
demilo.hq.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
demilo.public.hq.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
denali.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
descanso.jpl.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
detectors.gsfc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,true
develop.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
developer.earthdata.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dfrc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
dir.jpl.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
directory.jpl.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
directreadout.sci.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
disasters-stage.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
disasters.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
disc-beta.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
disc-wcptest.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
disc.gsfc.nasa.gov,,,,nasa.gov,false,true,true,true,true,false,false,false,false,false,false,true
disc.sci.gsfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
disc1-a.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc1-b.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc1-c.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc1-d.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc1.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc1.gsfc.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc11.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc12.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
disc2.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
discnrt1.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
discnrt2.gesdisc.eosdis.nasa.gov,,,,nasa.gov,false,true,false,true,false,false,false,false,false,false,false,false
discover-aq.larc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
discovery.larc.nasa.gov,,,,nasa.gov,false,true,true,true,false,false,false,false,false,false,false,true
diversitynews.msfc.nasa.gov,,,,nasa.gov,false,true,false,false,false,false,false,false,false,false,false,
