target_url,source_list_eotw
hydesmith.senate.gov,TRUE
inhofe.senate.gov,TRUE
isakson.senate.gov,TRUE
jones.senate.gov,TRUE
kaine.senate.gov,TRUE
kennedy.senate.gov,TRUE
king.senate.gov,TRUE
klobuchar.senate.gov,TRUE
lankford.senate.gov,TRUE
leahy.senate.gov,TRUE
lee.senate.gov,TRUE
lgraham.senate.gov,TRUE
loeffler.senate.gov,TRUE
manchin.senate.gov,TRUE
markey.senate.gov,TRUE
mccaskill.senate.gov,TRUE
mcconnell.senate.gov,TRUE
mcsally.senate.gov,TRUE
menendez.senate.gov,TRUE
merkley.senate.gov,TRUE
moran.senate.gov,TRUE
murkowski.senate.gov,TRUE
murphy.senate.gov,TRUE
murray.senate.gov,TRUE
paul.senate.gov,TRUE
perdue.senate.gov,TRUE
peters.senate.gov,TRUE
portman.senate.gov,TRUE
reed.senate.gov,TRUE
rickscott.senate.gov,TRUE
risch.senate.gov,TRUE
roberts.senate.gov,TRUE
romney.senate.gov,TRUE
ronjohnson.senate.gov,TRUE
rosen.senate.gov,TRUE
rounds.senate.gov,TRUE
rubio.senate.gov,TRUE
sanders.senate.gov,TRUE
sasse.senate.gov,TRUE
schatz.senate.gov,TRUE
schumer.senate.gov,TRUE
scott.senate.gov,TRUE
shaheen.senate.gov,TRUE
shelby.senate.gov,TRUE
sinema.senate.gov,TRUE
smith.senate.gov,TRUE
stabenow.senate.gov,TRUE
sullivan.senate.gov,TRUE
tester.senate.gov,TRUE
thune.senate.gov,TRUE
tillis.senate.gov,TRUE
tomudall.senate.gov,TRUE
toomey.senate.gov,TRUE
vanhollen.senate.gov,TRUE
warner.senate.gov,TRUE
warren.senate.gov,TRUE
whitehouse.senate.gov,TRUE
wicker.senate.gov,TRUE
wyden.senate.gov,TRUE
young.senate.gov,TRUE
dailypress.senate.gov,TRUE
democrats.senate.gov,TRUE
drugcaucus.senate.gov,TRUE
periodicalpress.senate.gov,TRUE
pressphotographers.senate.gov,TRUE
radiotv.senate.gov,TRUE
republican.senate.gov,TRUE
republicanleader.senate.gov,TRUE
republicans.senate.gov,TRUE
rpc.senate.gov,TRUE
slc.senate.gov,TRUE
efd.senate.gov,TRUE
efdsearch.senate.gov,TRUE
soprweb.senate.gov,TRUE
disclosure.senate.gov,TRUE
19january2017snapshot.epa.gov,TRUE
appliedsciences.nasa.gov,TRUE
chinese.cdc.gov,TRUE
climate.nasa.gov,TRUE
energy.gov,TRUE
espanol.cdc.gov,TRUE
espanol.epa.gov,TRUE
faq.coronavirus.gov,TRUE
kids.niehs.nih.gov,TRUE
korean.cdc.gov,TRUE
nca2009.globalchange.gov,TRUE
nca2014.globalchange.gov,TRUE
nca2018.globalchange.gov,TRUE
nomads.gfdl.noaa.gov,TRUE
obamawhitehouse.archives.gov,TRUE
radar.weather.gov,TRUE
scenarios.globalchange.gov,TRUE
vietnamese.cdc.gov,TRUE
climate.gov,TRUE
data.gov,TRUE
glerl.noaa.gov,TRUE
goes-r.gov,TRUE
psl.noaa.gov,TRUE
research.noaa.gov,TRUE
cnpp.usda.gov,TRUE
gipsa.usda.gov,TRUE
nifa.usda.gov,TRUE
esa.gov,TRUE
oceanservice.noaa.gov,TRUE
arlingtoncemetery.mil,TRUE
inherentresolve.mil,TRUE
dau.mil,TRUE
darpa.mil,TRUE
commissaries.com,TRUE
dcaa.mil,TRUE
dcma.mil,TRUE
dfas.mil,TRUE
dhra.mil,TRUE
disa.mil,TRUE
dia.mil,TRUE
dla.mil,TRUE
dsca.mil,TRUE
dss.mil,TRUE
dtic.mil,TRUE
dtra.mil,TRUE
dvidshub.net,TRUE
marshallcenter.org,TRUE
hpc.mil,TRUE
ushmm.org,TRUE
businessdefense.gov,TRUE
jcs.mil,TRUE
jfsc.ndu.edu,TRUE
jpeocbd.osd.mil,TRUE
health.mil,TRUE
militaryonesource.mil,TRUE
mda.mil,TRUE
ndu.edu,TRUE
nga.mil,TRUE
nationalguard.mil,TRUE
ni-u.edu,TRUE
norad.mil,TRUE
sigar.mil,TRUE
pfpa.mil,TRUE
dpaa.mil,TRUE
dodtap.mil,TRUE
africom.mil,TRUE
af.mil,TRUE
usafa.af.mil,TRUE
afrc.af.mil,TRUE
army.mil,TRUE
usace.army.mil,TRUE
soc.mil,TRUE
centcom.mil,TRUE
eucom.mil,TRUE
cffc.navy.mil,TRUE
usfk.mil,TRUE
marines.mil,TRUE
usmma.edu,TRUE
usma.edu,TRUE
usna.edu,TRUE
navy.mil,TRUE
northcom.mil,TRUE
pacom.mil,TRUE
southcom.mil,TRUE
socom.mil,TRUE
stratcom.mil,TRUE
ustranscom.mil,TRUE
acq.osd.mil,TRUE
prhome.defense.gov,TRUE
policy.defense.gov,TRUE
usuhs.mil,TRUE
whs.mil,TRUE
williamjperrycenter.org,TRUE
eric.ed.gov,TRUE
studentaid.ed.gov,TRUE
innovation.ed.gov,TRUE
ies.ed.gov,TRUE
arm.gov,TRUE
inl.gov,TRUE
isotope.gov,TRUE
navalnuclearlab.energy.gov,TRUE
orau.org,TRUE
science.energy.gov,TRUE
srnl.doe.gov,TRUE
acl.gov,TRUE
health.gov,TRUE
minorityhealth.hhs.gov,TRUE
oig.hhs.gov,TRUE
surgeongeneral.gov,TRUE
fitness.gov,TRUE
cdp.dhs.gov,TRUE
us-cert.gov,TRUE
training.fema.gov,TRUE
hsuniversityprograms.org,TRUE
bnbi.org,TRUE
floodsmart.gov,TRUE
uscg.mil,TRUE
uscga.edu,TRUE
hudoig.gov,TRUE
bja.gov,TRUE
cops.usdoj.gov,TRUE
deadiversion.usdoj.gov,TRUE
nicic.gov,TRUE
nij.gov,TRUE
ovc.gov,TRUE
smart.gov,TRUE
projectsafechildhood.gov,TRUE
doleta.gov,TRUE
travel.state.gov,TRUE
stateoig.gov,TRUE
usembassy.gov,TRUE
usun.state.gov,TRUE
gcmrc.gov,TRUE
evergladesrestoration.gov,TRUE
doioig.gov,TRUE
moneyfactory.gov,TRUE
occ.gov,TRUE
fra.dot.gov,TRUE
marad.dot.gov,TRUE
rita.dot.gov,TRUE
fordlibrarymuseum.gov,TRUE
jimmycarterlibrary.gov,TRUE
georgewbushlibrary.smu.edu,TRUE
911commission.gov,TRUE
fcic.law.stanford.edu,TRUE
historyhub.history.gov,TRUE
obamalibrary.gov,TRUE
ourdocuments.gov,TRUE
webharvest.gov,TRUE
nixonlibrary.gov,TRUE
reaganlibrary.gov,TRUE
clintonlibrary.gov,TRUE
alhurra.com,TRUE
nmb.gov,TRUE
npic.orst.edu,TRUE
martinoticias.com,TRUE
investor.gov,TRUE
osc.gov,TRUE
opic.gov,TRUE
pclob.gov,TRUE
rfa.org,TRUE
rferl.org,TRUE
stb.gov,TRUE
tva.gov,TRUE
usip.gov,TRUE
postalinspectors.uspis.gov,TRUE
ustda.gov,TRUE
vef.gov,TRUE
bostonfed.org,TRUE
newyorkfed.org,TRUE
philadelphiafed.org,TRUE
clevelandfed.org,TRUE
richmondfed.org,TRUE
frbatlanta.org,TRUE
chicagofed.org,TRUE
stlouisfed.org,TRUE
minneapolisfed.org,TRUE
kansascityfed.org,TRUE
dallasfed.org,TRUE
frbsf.org,TRUE
kennedy-center.org,TRUE
constitutioncenter.org,TRUE
wilsoncenter.org,TRUE
ustr.gov,TRUE
goldwater.scholarsapply.org,TRUE
about.usps.com,TRUE
cep.gov,TRUE
otexa.trade.gov,TRUE
juvenilecouncil.gov,TRUE
dra.gov,TRUE
eisenhowermemorial.gov,TRUE
endangered.fws.gov,TRUE
fasab.gov,TRUE
mymoney.gov,TRUE
ffb.treasury.gov,TRUE
nces.ed.gov,TRUE
federallabs.org,TRUE
lcweb.loc.gov,TRUE
eca.state.gov,TRUE
truman.gov,TRUE
ich.gov,TRUE
jamesmadison.gov,TRUE
mvd.usace.army.mil,TRUE
inspire2serve.gov,TRUE
ncd.gov,TRUE
nationalparks.org,TRUE
nwcouncil.org,TRUE
presidio.gov,TRUE
srbc.net,TRUE
access-board.gov,TRUE
heritageabroad.gov,TRUE
worldwar1centennial.org,TRUE
armfor.uscourts.gov,TRUE
cafc.uscourts.gov,TRUE
ustaxcourt.gov,TRUE
clerk.house.gov,TRUE
compliance.gov,TRUE
stennis.gov,TRUE
visitthecapitol.gov,TRUE
houselive.gov,TRUE
africanamericanhistorymonth.gov,TRUE
americaslibrary.gov,TRUE
asianpacificheritage.gov,TRUE
hispanicheritagemonth.gov,TRUE
jewishheritagemonth.gov,TRUE
nativeamericanheritagemonth.gov,TRUE
read.gov,TRUE
section108.gov,TRUE
womenshistorymonth.gov,TRUE
wdl.org,TRUE
nrd.gov,TRUE
budgetlob.max.gov,TRUE
childstats.gov,TRUE
cendi.gov,TRUE
hydrogen.gov,TRUE
youth.gov,TRUE
grants.gov,TRUE
agingstats.gov,TRUE
foodsafety.gov,TRUE
grantsolutions.gov,TRUE
stopalcoholabuse.gov,TRUE
usability.gov,TRUE
tox21.gov,TRUE
psc.gov,TRUE
mentalhealth.gov,TRUE
govloans.gov,TRUE
iawg.gov,TRUE
pepfar.gov,TRUE
regionals.service-now.com,TRUE
foreignassistance.gov,TRUE
acwi.gov,TRUE
anstaskforce.gov,TRUE
safecom.gov,TRUE
utahfireinfo.gov,TRUE
landimaging.gov,TRUE
volunteer.gov,TRUE
marine.gov,TRUE
alaskacenters.gov,TRUE
snap.gov,TRUE
wildlifeadaptationstrategy.gov,TRUE
lacoast.gov,TRUE
lca.gov,TRUE
lmvsci.gov,TRUE
watermonitor.gov,TRUE
wlci.gov,TRUE
sierrawild.gov,TRUE
klamathrestoration.gov,TRUE
ethicsburg.gov,TRUE
usaspending.gov,TRUE
911.gov,TRUE
fedcenter.gov,TRUE
frtr.gov,TRUE
regulations.gov,TRUE
ceq.doe.gov,TRUE
paymentaccuracy.gov,TRUE
max.gov,TRUE
code.gov,TRUE
uscurrency.gov,TRUE
18f.gsa.gov,TRUE
facadatabase.gov,TRUE
buyaccessible.gov,TRUE
computersforlearning.gov,TRUE
presidentialinnovationfellows.gov,TRUE
section508.gov,TRUE
apps.gov,TRUE
citizenscience.gov,TRUE
login.gov,TRUE
digitaldashboard.gov,TRUE
fpc.gov,TRUE
govsales.gov,TRUE
gsaauctions.gov,TRUE
pic.gov,TRUE
search.gov,TRUE
performance.gov,TRUE
plainlanguage.gov,TRUE
fbo.gov,TRUE
sftool.gov,TRUE
cao.gov,TRUE
challenge.gov,TRUE
dotgov.gov,TRUE
vote.gov,TRUE
sbst.gov,TRUE
fsd.gov,TRUE
reginfo.gov,TRUE
digital.gov,TRUE
gsaadvantage.gov,TRUE
ussm.gov,TRUE
restorethegulf.gov,TRUE
scijinks.gov,TRUE
globe.gov,TRUE
sac.gov,TRUE
intelligencecareers.gov,TRUE
chcoc.gov,TRUE
nbib.gov,TRUE
cybercareers.gov,TRUE
feedthefuture.gov,TRUE
recreation.gov,TRUE
ibmp.info,TRUE
binational.net,TRUE
fews.net,TRUE
bioenergycenter.org,TRUE
servirglobal.net,TRUE
poweringag.org,TRUE
forestryimages.org,TRUE
globalnetplatform.org,TRUE
chds.us,TRUE
sedarweb.org,TRUE
18f.gov,TRUE
9-11commission.gov,TRUE
accessibility.gov,TRUE
acf.gov,TRUE
act.org,TRUE
ahcpr.gov,TRUE
americathebeautifulquarters.gov,TRUE
aoa.gov,TRUE
budgetlob.gov,TRUE
buildingpeace.org,TRUE
business.gov,TRUE
cfda.gov,TRUE
cfpb.gov,TRUE
challenges.gov,TRUE
cns.gov,TRUE
collegenavigator.gov,TRUE
comptrollerofthecurrency.gov,TRUE
connect.gov,TRUE
cybercrime.gov,TRUE
democraticleader.gov,TRUE
democraticwhip.gov,TRUE
dhhs.gov,TRUE
disasterhousing.gov,TRUE
doc.gov,TRUE
dod.gov,TRUE
doe.gov,TRUE
dot.gov,TRUE
ecr.gov,TRUE
eia.doe.gov,TRUE
epic.gov,TRUE
esa.doc.gov,TRUE
fafsa.gov,TRUE
fcic.gov,TRUE
fdsys.gov,TRUE
fedbizopps.gov,TRUE
federalcourts.gov,TRUE
fha.gov,TRUE
firstgov.gov,TRUE
flu.gov,TRUE
fsgb.gov,TRUE
fsoc.gov,TRUE
georgewbushlibrary.gov,TRUE
globalhealth.gov,TRUE
greatagain.gov,TRUE
hhsoig.gov,TRUE
history.gov,TRUE
homelandsecurity.gov,TRUE
housedemocrats.gov,TRUE
huduser.org,TRUE
indianaffairs.gov,TRUE
innovation.gov,TRUE
interior.gov,TRUE
interpol.gov,TRUE
isotopes.gov,TRUE
itrd.gov,TRUE
jewishheritage.gov,TRUE
jwod.gov,TRUE
libraryofcongress.gov,TRUE
lis.gov,TRUE
literacy.gov,TRUE
loctps.gov,TRUE
mail.gov,TRUE
mha.gov,TRUE
msb.gov,TRUE
nara.gov,TRUE
nationalresourcedirectory.gov,TRUE
nbc.gov,TRUE
nea.gov,TRUE
nepa.gov,TRUE
nhtsa.dot.gov,TRUE
niosh.gov,TRUE
nlm.gov,TRUE
nmfs.noaa.gov,TRUE
obamawhitehouse.gov,TRUE
odni.gov,TRUE
omb.gov,TRUE
ostp.gov,TRUE
pif.gov,TRUE
pnl.gov,TRUE
preserveamerica.gov,TRUE
safetyvideos.gov,TRUE
scra.gov,TRUE
socialsecurity.gov,TRUE
stats.bls.gov,TRUE
stopfraud.gov,TRUE
supremecourtus.gov,TRUE
tigta.gov,TRUE
treas.gov,TRUE
tribaljusticeandsafety.gov,TRUE
usdigitalservice.gov,TRUE
usdoj.gov,TRUE
usmc.mil,TRUE
usmission.gov,TRUE
usuhs.edu,TRUE
vets.gov,TRUE
whitehousedrugpolicy.gov,TRUE
ai.gov,TRUE
budget.gov,TRUE
cfpa.gov,TRUE
cncs.gov,TRUE
digitalgov.gov,TRUE
ffb.gov,TRUE
housedems.gov,TRUE
nationalhousing.gov,TRUE
ondcp.gov,TRUE
pentagon.gov,TRUE
servicemembers.gov,TRUE
thomas.gov,TRUE
tps.gov,TRUE
unitedstates.gov,TRUE
usalearning.gov,TRUE
usps.gov,TRUE
ustreas.gov,TRUE
2020census.gov,TRUE
abmceducation.org,TRUE
africacenter.org,TRUE
agrilinks.org,TRUE
airuniversity.af.edu,TRUE
alzheimers.gov,TRUE
amberalert.gov,TRUE
amtrakoig.gov,TRUE
amver.com,TRUE
anchorit.gov,TRUE
apcss.org,TRUE
apprenticeship.gov,TRUE
arba.army.pentagon.mil,TRUE
armywarcollege.edu,TRUE
aviationweather.gov,TRUE
banknet.gov,TRUE
bbg.gov,TRUE
beta.sam.gov,TRUE
biopreferred.gov,TRUE
bosque.gov,TRUE
boulder.doc.gov,TRUE
brac.gov,TRUE
buyusa.gov,TRUE
campusdrugprevention.gov,TRUE
capitol.gov,TRUE
capmed.mil,TRUE
changingourcampus.org,TRUE
childcare.gov,TRUE
childhealthdata.org,TRUE
chinacommission.gov,TRUE
choosemyplate.gov,TRUE
clinicaltrials.gov,TRUE
cloud.gov,TRUE
clu-in.org,TRUE
collegedrinkingprevention.gov,TRUE
consumer.gov,TRUE
consumidor.gov,TRUE
crimesolutions.gov,TRUE
crimevictims.gov,TRUE
crisisnextdoor.gov,TRUE
crt2014-2024review.gov,TRUE
cuidadodesalud.gov,TRUE
cupcao.gov,TRUE
dantes.doded.mil,TRUE
dcpas.osd.mil,TRUE
dietaryguidelines.gov,TRUE
digitalliteracy.gov,TRUE
disasterassistance.gov,TRUE
dlielc.edu,TRUE
dlnseo.org,TRUE
dmdc.osd.mil,TRUE
donaciondeorganos.gov,TRUE
donotcall.gov,TRUE
dspo.mil,TRUE
dtcenter.org,TRUE
earthsystemprediction.gov,TRUE
economicinclusion.gov,TRUE
econsumer.gov,TRUE
e-enterprise.gov,TRUE
employer.gov,TRUE
empowhr.gov,TRUE
endingthedocumentgame.gov,TRUE
es.ndu.edu,TRUE
e-verify.gov,TRUE
everykidinapark.gov,TRUE
export.gov,TRUE
faasafety.gov,TRUE
fbijobs.gov,TRUE
fd.org,TRUE
fdicig.gov,TRUE
fdicseguro.gov,TRUE
fea.gov,TRUE
federalreserveconsumerhelp.gov,TRUE
federalreserveeducation.org,TRUE
fedpartnership.gov,TRUE
fhfaoig.gov,TRUE
financialaidtoolkit.ed.gov,TRUE
findyourpark.com,TRUE
fireleadership.gov,TRUE
firstnet.gov,TRUE
firstobserver.com,TRUE
flightschoolcandidates.gov,TRUE
foia.gov,TRUE
forfeiture.gov,TRUE
fpntc.org,TRUE
frederick.cancer.gov,TRUE
ftccomplaintassistant.gov,TRUE
fueleconomy.gov,TRUE
g5.gov,TRUE
geoplatform.gov,TRUE
getsmartaboutdrugs.gov,TRUE
girlshealth.gov,TRUE
gocivilairpatrol.com,TRUE
gocoastguard.com,TRUE
godirect.gov,TRUE
gsaig.gov,TRUE
gsaxcess.gov,TRUE
harp.gov,TRUE
healthdata.gov,TRUE
healthfinder.gov,TRUE
helpwithmybank.gov,TRUE
hirevets.gov,TRUE
hudhomestore.com,TRUE
icecores.org,TRUE
insurekidsnow.gov,TRUE
intel.gov,TRUE
invasivespecies.gov,TRUE
ipm.gov,TRUE
irsvideos.gov,TRUE
itdashboard.gov,TRUE
jccs.gov,TRUE
justthinktwice.gov,TRUE
land-links.org,TRUE
leadcenter.org,TRUE
learnatf.gov,TRUE
listo.gov,TRUE
locatorplus.gov,TRUE
malwareinvestigator.gov,TRUE
manufacturing.gov,TRUE
marinecadastre.gov,TRUE
marketlinks.org,TRUE
medicare.gov,TRUE
medlineplus.gov,TRUE
mimm.gov,TRUE
mojavedata.gov,TRUE
move.mil,TRUE
mycreditunion.gov,TRUE
mynavyexchange.com,TRUE
myra.gov,TRUE
nationsreportcard.gov,TRUE
ncar.ucar.edu,TRUE
ncics.org,TRUE
ncifrederick.cancer.gov,TRUE
nctc.gov,TRUE
nesa-center.org,TRUE
nesare.org,TRUE
neup.inl.gov,TRUE
ng.mil,TRUE
nnlm.gov,TRUE
nnss.gov,TRUE
northcentralsare.org,TRUE
nps.edu,TRUE
nsep.gov,TRUE
ntrc.gov,TRUE
nutrition.gov,TRUE
openei.org,TRUE
opioids.gov,TRUE
orise.orau.gov,TRUE
osepideasthatwork.org,TRUE
oversight.gov,TRUE
pacer.gov,TRUE
papahanaumokuakea.gov,TRUE
pay.gov,TRUE
peatworks.org,TRUE
poolsafely.gov,TRUE
poweringhealth.org,TRUE
prearesourcecenter.org,TRUE
pscr.gov,TRUE
public-blog.nrc-gateway.gov,TRUE
radresource.net,TRUE
recalls.gov,TRUE
recoverymonth.gov,TRUE
research.gov,TRUE
rmportal.net,TRUE
ruralhealthinfo.org,TRUE
safeocs.gov,TRUE
saferproducts.gov,TRUE
safertruck.gov,TRUE
safetyact.gov,TRUE
salmonrecovery.gov,TRUE
sare.org,TRUE
science.gov,TRUE
science360.gov,TRUE
selectusa.gov,TRUE
serdp-estcp.org,TRUE
share.america.gov,TRUE
sharetheexperience.org,TRUE
shopcgx.com,TRUE
shopmyexchange.com,TRUE
smartcheck.gov,TRUE
smarterskies.gov,TRUE
smartgrid.gov,TRUE
smokefree.gov,TRUE
smokeybear.com,TRUE
solardecathlon.gov,TRUE
solarfuelshub.org,TRUE
southernsare.org,TRUE
stopbullying.gov,TRUE
stopfakes.gov,TRUE
studentloans.gov,TRUE
sworm.gov,TRUE
symbols.gov,TRUE
techcamp.america.gov,TRUE
telework.gov,TRUE
thecoolspot.gov,TRUE
time.gov,TRUE
tricare.mil,TRUE
tsunami.gov,TRUE
tvaoig.gov,TRUE
ucrdatatool.gov,TRUE
unlocktalent.gov,TRUE
urban-links.org,TRUE
usajobs.gov,TRUE
uscgboating.org,TRUE
usdebitcard.gov,TRUE
usmcu.edu,TRUE
usnwc.edu,TRUE
uspsoig.gov,TRUE
vaccines.gov,TRUE
vehiclehistory.gov,TRUE
veterans.gov,TRUE
vistacampus.gov,TRUE
wdol.gov,TRUE
whistleblower.gov,TRUE
whitehouseconferenceonaging.gov,TRUE
worker.gov,TRUE
wrapsnet.org,TRUE
wrp.gov,TRUE
youthrules.gov,TRUE
smokeybear.gov,TRUE
financialaidtoolkit.ed.gov,TRUE
elderjustice.gov,TRUE
share.america.gov,TRUE
amtrakoig.gov,TRUE
ncsc.gov,TRUE
public-blog.nrc-gateway.gov,TRUE
votebymail.gov,TRUE
arba.army.pentagon.mil,TRUE
techcamp.america.gov,TRUE
shopcgx.com,TRUE
18f.us,TRUE
3riverscfc.org,TRUE
aal.army,TRUE
academyadmissions.com,TRUE
adlnet.org,TRUE
afneurope.net,TRUE
afnpacific.net,TRUE
afpmb.org,TRUE
afreserve.com,TRUE
afthunderbirds.com,TRUE
ag.unr.edu,TRUE
agfirst.com,TRUE
agribank.com,TRUE
airdefenseartillery.com,TRUE
airforce.com,TRUE
airspacemag.com,TRUE
ajb.org,TRUE
alaskacfc.org,TRUE
alhurra.com,TRUE
americanpresidents.org,TRUE
americorpsconnect.org,TRUE
amtrak.com,TRUE
amver.com,TRUE
annualcreditreport.com,TRUE
armedforcessports.com,TRUE
armyfuturescommand.com,TRUE
askjan.org,TRUE
atlanticcoastcfc.org,TRUE
auxpa.org,TRUE
aww.aww-sp.com,TRUE
badgerlandcfc.org,TRUE
benefeds.com,TRUE
bie.edu,TRUE
bobber.info,TRUE
bushlibrary.tamu.edu,TRUE
buyaccessible.net,TRUE
capmembers.com,TRUE
careerinfonet.org,TRUE
careeronestop.org,TRUE
cbacfc.org,TRUE
cbp-ntep.info,TRUE
ccitoolsforfeds.org,TRUE
cdcnpin.org,TRUE
cdse.edu,TRUE
centralcaliforniacfc.org,TRUE
centralpacfc.org,TRUE
centraltexascfc.org,TRUE
cf-cfc.org,TRUE
cfc-centralok.org,TRUE
cfcaaga.org,TRUE
cfcaz.org,TRUE
cfccoastalga.org,TRUE
cfcforthood.org,TRUE
cfcgive.org,TRUE
cfcgno.org,TRUE
cfcgreaterarkansas.org,TRUE
cfcgreaternc.org,TRUE
cfcindiana.org,TRUE
cfcmaine.org,TRUE
cfcmidsouth.org,TRUE
cfcmontereysantacruz.org,TRUE
cfcnca.org,TRUE
cfcnexus.org,TRUE
cfcnnj.org,TRUE
cfcnorthtexas.org,TRUE
cfcnps.org,TRUE
cfcofcva.org,TRUE
cfcofgreatersocal.org,TRUE
cfcofthecsra.org,TRUE
cfcredrivervalley.org,TRUE
cfcsanantonio.org,TRUE
cfcsemi.org,TRUE
cfcshr.org,TRUE
cfcsnj.org,TRUE
cfctexasgulfcoast.org,TRUE
cfcvp.org,TRUE
cfcwesternmichigan.org,TRUE
cfcwesternmontana.org,TRUE
cfcwnc.com,TRUE
cfe-dmha.org,TRUE
cga.edu,TRUE
cgaux.org,TRUE
cge.concursolutions.com,TRUE
chattanoogacfc.org,TRUE
chemcatbio.org,TRUE
chicagocfc.net,TRUE
chicagofed.org,TRUE
cidi.org,TRUE
cipm.info,TRUE
cldcentral.usalearning.net,TRUE
clevelandfed.org,TRUE
clu-in.org,TRUE
coastalbendareacfc.org,TRUE
coastalcarolinacfc.org,TRUE
cobank.com,TRUE
columbusbenningcfc.org,TRUE
commissaries.com,TRUE
cooperativepatentclassification.org,TRUE
cooperhewitt.org,TRUE
cowvcfc.org,TRUE
ctandwmacfc.org,TRUE
cvand29palmscfc.org,TRUE
d11nuscgaux.info,TRUE
d13cgaux.com,TRUE
dallasfed.org,TRUE
deamuseum.org,TRUE
defensetv.tv,TRUE
dfwmetroplexcfc.org,TRUE
dhs-summit.us,TRUE
digitalvaults.org,TRUE
docsteach.org,TRUE
dodccrp.org,TRUE
dodea.edu,TRUE
dodsbir.net,TRUE
dodstarbase.org,TRUE
dvbic.org,TRUE
dvidshub.net,TRUE
e2.gov.cwtsatotravel.com,TRUE
earthkam.ucsd.edu,TRUE
earthsystemcog.org,TRUE
earthsystemmodeling.org,TRUE
easternmasscfc.org,TRUE
elcivicsonline.org,TRUE
eng.embassyusa.cn,TRUE
enviroflash.info,TRUE
epa.maps.arcgis.com,TRUE
epancic.org,TRUE
epaosc.org,TRUE
epcfc.org,TRUE
ertsupport.org,TRUE
ertvideo.org,TRUE
escarosacfc.org,TRUE
fairhousingfirst.org,TRUE
fanniemae.com,TRUE
farmcreditbank.com,TRUE
farmermac.com,TRUE
fbiacademy.edu,TRUE
fcc.us,TRUE
fd.org,TRUE
fdrlibrary.marist.edu,TRUE
fed.us,TRUE
federalrelay.us,TRUE
federalreserveeducation.org,TRUE
fedrcc.us,TRUE
fhlb-of.com,TRUE
fhlb-pgh.com,TRUE
fhlb.com,TRUE
fhlbanks.com,TRUE
fhlbatl.com,TRUE
fhlbboston.com,TRUE
fhlbc.com,TRUE
fhlbcin.com,TRUE
fhlbdm.com,TRUE
fhlbi.com,TRUE
fhlbny.com,TRUE
fhlbsea.com,TRUE
fhlbsf.com,TRUE
fhlbtopeka.com,TRUE
findtbresources.org,TRUE
firelab.org,TRUE
fmjfee.com,TRUE
forestryimages.org,TRUE
frbatlanta.org,TRUE
frbsf.org,TRUE
freddiemac.com,TRUE
freefilefillableforms.com,TRUE
fsafeds.com,TRUE
ftcampbellareacfc.org,TRUE
gatewaycfc.org,TRUE
georgewbushlibrary.smu.edu,TRUE
getsmartaboutdrugs.com,TRUE
glnpo.net,TRUE
goang.com,TRUE
goarmy.com,TRUE
gocivilairpatrol.com,TRUE
gocoastguard.com,TRUE
godirect.org,TRUE
gopcfc.org,TRUE
greaterhartfordcfc.org,TRUE
greatermscfc.org,TRUE
greaterwicfc.org,TRUE
greencountrycfc.org,TRUE
heartlandcfc.org,TRUE
heartofalabamacfc.org,TRUE
heartofthemidlandscfc.org,TRUE
homelandsecurity.conferenceon.tv,TRUE
hsdl.org,TRUE
hubblesite.org,TRUE
hudexchange.info,TRUE
hudhomestore.com,TRUE
hudhre.info,TRUE
hudnsphelp.info,TRUE
huduser.org,TRUE
igs.org,TRUE
iipdigital.ait.org.tw,TRUE
illowacfc.org,TRUE
insidevoa.com,TRUE
intermountaincfc.org,TRUE
inwcfc.org,TRUE
jamrs.org,TRUE
jfklibrary.org,TRUE
jlab.org,TRUE
johnsoncity-mountainhomecfc.org,TRUE
kansascfc.org,TRUE
kb.cert.org,TRUE
kcp.com,TRUE
kennedy-center.org,TRUE
knowitall.org,TRUE
knowyouroptions.com,TRUE
kosmetica.kiev.ua,TRUE
ktcfc.org,TRUE
lbjlibrary.org,TRUE
leopold.wilderness.net,TRUE
lifeasamarine.com,TRUE
literacydirectory.org,TRUE
livingmemorialsproject.net,TRUE
locationaffordability.info,TRUE
makersinspaces.org,TRUE
manufacturingusa.com,TRUE
maricopacfc.org,TRUE
marineforlife.org,TRUE
marinemarathon.com,TRUE
marines.com,TRUE
marshallcenter.org,TRUE
martinoticias.com,TRUE
mcmregistration.com,TRUE
mdacareers.com,TRUE
metrodenvercfc.org,TRUE
miamivalleycfc.org,TRUE
micanaldepanama.com,TRUE
michcfc.org,TRUE
midlandsareacfc.org,TRUE
minneapolisfed.org,TRUE
moneyfactory.com,TRUE
myedaccount.com,TRUE
myfuture.com,TRUE
mymcx.com,TRUE
mynextmove.org,TRUE
myskillsmyfuture.org,TRUE
nagb.org,TRUE
nahyp.org,TRUE
nasa-usa.de,TRUE
nasa.orau.org,TRUE
nasarealworldinworld.org,TRUE
nationalatlas.com,TRUE
nationalatlas.org,TRUE
nationalguard.com,TRUE
nationalserviceresources.org,TRUE
nationalzoostore.tamretail.net,TRUE
navy.com,TRUE
navyoutreach.org,TRUE
navyreserve.com,TRUE
nccicevents.org,TRUE
ncjrs.org,TRUE
ncwvcfc.org,TRUE
ndu.edu,TRUE
neabigread.org,TRUE
necfuture.com,TRUE
nefl-sega-cfc.org,TRUE
nepacfc.org,TRUE
nevadacfc.org,TRUE
newhire-reporting.com,TRUE
newmexicocfc.org,TRUE
newyorkfed.org,TRUE
