target_url,source_list_dod_2025
spacebasedelta1.spaceforce.mil,TRUE
spaceforce.com,TRUE
spaceforces-space.mil,TRUE
spangdahlemes.dodea.edu,TRUE
spangdahlemhs.dodea.edu,TRUE
spangdahlemms.dodea.edu,TRUE
spanweb.dtsa.mil,TRUE
spawar-maintenance.navy.mil,TRUE
spawar.navy.smil.mil,TRUE
spd.usace.army.mil,TRUE
spear.navy.mil,TRUE
speedtest.erdc.dren.mil,TRUE
spend.int.cloudops.teambespin.us,TRUE
spider.navy.mil,TRUE
spiders.navfac.navy.mil,TRUE
spk-wc.usace.army.mil,TRUE
spk.usace.army.mil,TRUE
spl.usace.army.mil,TRUE
spmide.plm.dc3n.navy.mil,TRUE
spn.usace.army.mil,TRUE
sprs.csd.disa.mil,TRUE
srtsweb.amedd.army.mil,TRUE
ssi.armywarcollege.edu,TRUE
ssl2.kpt.nuwc.navy.mil,TRUE
sso.darpa.mil,TRUE
sso.ssve.cloudassured.com,TRUE
sso.tfs.usmc.milorhttps:,TRUE
ssp.navy.mil,TRUE
ssp.nuwc.navy.mil,TRUE
ssuesxwi.supship.navy.mil,TRUE
"stage.jllis.mil,ws.jllis.mil,www.jllis.mil,
legacy.jllis.mil,stage-jnxt.jten.mil",TRUE
stan3.navy.mil,TRUE
statepolicy.militaryonesource.mil,TRUE
stats.sscno.nmci.navy.mil,TRUE
stearleyps.dodea.edu,TRUE
stewarthunter.armymwr.com,TRUE
storefront.disa.mil,TRUE
stowerses.dodea.edu,TRUE
stratcomds.com,TRUE
stratis.usmc.mil,TRUE
stripesinfo.com,TRUE
stripesstore.com,TRUE
stuttgart.armymwr.com,TRUE
stuttgartes.dodea.edu,TRUE
stuttgarths.dodea.edu,TRUE
submit.dtic.mil,TRUE
sullivanses.dodea.edu,TRUE
support.sms.erdc.dren.mil,TRUE
supportrequest.militaryonesource.mil,TRUE
supsalv.navy.mil,TRUE
supship.navy.mil,TRUE
survey.tradoc.army.mil,TRUE
surveys.secnav.navy.mil,TRUE
swat.dc3n.navy.mil,TRUE
swd.usace.army.mil,TRUE
swf.usace.army.mil,TRUE
swg.usace.army.mil,TRUE
swl.usace.army.mil,TRUE
swms.dc3n.navy.mil,TRUE
swonet.navy.mil,TRUE
swt.usace.army.mil,TRUE
syapps.psns.navy.mil,TRUE
synchro.spawar-chas.navy.smil.mil,TRUE
sysm.onr.navy.mil,TRUE
t.public.ng.mil,TRUE
t2.army.mil,TRUE
t3.mcdsus.mcds.usmc.mil,TRUE
tacom.army.mil,TRUE
tad.usace.army.mil,TRUE
talent.army.mil,TRUE
tapevents.mil,TRUE
tarawaterracees.dodea.edu,TRUE
tarp.navsup.navy.mil,TRUE
tbs.marines.mil,TRUE
tcpt.usmc.mil,TRUE
tdc.dc3n.navy.mil,TRUE
tdp.nslc.navy.mil,TRUE
teambespin.us,TRUE
teamtrack.netc.navy.mil,TRUE
tearline.mil,TRUE
techrep.navy.mil,TRUE
tecnet1.jcte.jcs.mil,TRUE
telemetry.usmc.mil,TRUE
tempalt.nuwckpt.navy.smil.mil,TRUE
test.el.erdc.dren.mil,TRUE
test.militarychildcare.csd.disa.mil,TRUE
tf612.marines.mil,TRUE
tf763.marines.mil,TRUE
tfars.spawaritc.navy.mil,TRUE
tfdw-web.mceits.usmc.mil<https:,TRUE
tfmms.dc3n.navy.mil,TRUE
tfrs.mceits.usmc.mil,TRUE
tfrtools.navair.navy.mil,TRUE
tfsms.mceits.usmc.mil,TRUE
tgs-sim.jten.mil,TRUE
thebestfss.com,TRUE
thenewsanno.com,TRUE
thenmusa.org,TRUE
theredstonerocket.com,TRUE
tiger.marcorsyscom.usmc.mil,TRUE
tinkerliving.com,TRUE
tioh.army.mil,TRUE
tips.navy.mil,TRUE
titan.navair.navy.mil,TRUE
tjaglcs.army.mil,TRUE
tlp.el.erdc.dren.mil,TRUE
tmd.navair.navy.mil,TRUE
tmde.logcom.usmc.mil,TRUE
tobyhanna.armymwr.com,TRUE
todaysmilitary.com,TRUE
tomis.nwptf.nuwc.navy.mil,TRUE
tooele.army.mil,TRUE
tooele.armymwr.com,TRUE
toris.dc3n.navy.mil,TRUE
tra1.nadsusea.nads.navy.mil,TRUE
tracker.adr.navy.mil,TRUE
trademark.marines.mil,TRUE
training.navy.mil,TRUE
transportation.erdc.dren.mil,TRUE
travisfss.com,TRUE
trends.nrlssc.navy.smil.mil,TRUE
triagechallenge.darpa.mil,TRUE
triannual.cse.spawar.navy.mil,TRUE
tribute.militaryonesource.mil,TRUE
tricare.mil,TRUE
trims.dc3n.navy.mil,TRUE
trinidad.cse.spawar.navy.mil,TRUE
trmc.osd.mil,TRUE
trms.dc3n.navy.mil,TRUE
tscmis.spawar-chas.navy.smil.mil,TRUE
tsharp.dc3n.navy.mil,TRUE
tsm-c.dc3n.navy.mil,TRUE
tso-horizon.mcw.usmc.mil,TRUE
tsosp.usmc.mil,TRUE
tsp.nuwcnpt.navy.mil,TRUE
tubaweb.dt.navy.mil,TRUE
twms.dc3n.navy.mil,TRUE
uar.cas.navy.smil.mil,TRUE
uarnoc.cas.navy.smil.mil,TRUE
uat-icat.usmc.mil,TRUE
ubo.abacusmhs.health.mil,TRUE
ugm.hpc.mil,TRUE
ukraineoversight.gov,TRUE
ulmt.ndcsd.nmci.navy.mil,TRUE
universe.bigbang.dso.mil,TRUE
unmirror.nmic.navy.mil,TRUE
unum.nsin.us,TRUE
usace.army.mil,TRUE
usace.contentdm.oclc.org,TRUE
usace.maps.arcgis.com,TRUE
usace.on.worldcat.org,TRUE
usaf.dps.mil,TRUE
usafasupport.com,TRUE
usafmarathon.com,TRUE
usahca.medcom.amedd.army.mil,TRUE
usainscom.army.mil,TRUE
usanca.army.mil,TRUE
usaphcapps.amedd.army.mil,TRUE
usarmyband.com,TRUE
usarmyjrotc.com,TRUE
uscga.edu,TRUE
uscgboating.org,TRUE
usgovdod.mil,TRUE
usindopacom\jtecs,TRUE
usiness.defense.gov,TRUE
usmap.cnet.navy.mil,TRUE
usmap.osd.mil,TRUE
usmc-mccs.csod.com,TRUE
usmc-mccs.org,TRUE
usmc.hmms.mil,TRUE
usmcenviron.com,TRUE
usmcmax.usmc.mil,TRUE
usmcobmt.com,TRUE
usmcportal.phe.com,TRUE
usmcu.edu,TRUE
usna.edu,TRUE
usnabsd.com,TRUE
usnbgtmo.navy.smil.mil,TRUE
usncc.edu,TRUE
usnwc.edu,TRUE
ustranscom.mil,TRUE
v22fst.nadepcp.navy.mil,TRUE
v22fst.navair.navy.mil,TRUE
v22ric.navy.mil,TRUE
v2cms.dvidshub.net,TRUE
v3.myafn.dodmedia.osd.mil,TRUE
vamosc.navy.mil,TRUE
vancefss.com,TRUE
vandenberg.spaceforce.mil,TRUE
vandenbergfss.com,TRUE
vanvoorhises.dodea.edu,TRUE
vault.darpa.mil,TRUE
vce.tecom.usmc.mil,TRUE
vcloud.gun.csd.disa.mil,TRUE
vcorps.army.mil,TRUE
vdi.dtra.mil,TRUE
ventura.navylifesw.com,TRUE
veteranjobs.stripes.com,TRUE
vfw.stripes.com,TRUE
vicenzaes.dodea.edu,TRUE
vicenzams.dodea.edu,TRUE
view.jten.mil,TRUE
vilseckes.dodea.edu,TRUE
vilseckhs.dodea.edu,TRUE
vlab.chs.spawar.navy.mil,TRUE
vlco.marines.mil,TRUE
vogelwehes.dodea.edu,TRUE
votenow.stripes.com,TRUE
vpn.jten.mil,TRUE
vpnpac.jten.mil,TRUE
vram.navy.mil,TRUE
vssm.csd.disa.mil,TRUE
vte.mil,TRUE
vts.mil,TRUE
w3.saj.usace.army.mil,TRUE
waanswcdap01.nmci.navy.mil,TRUE
wainwright.armymwr.com,TRUE
walker.armymwr.com,TRUE
wamo.nmci.navy.mil,TRUE
warchest.nmic.ic.gov,TRUE
warroom.armywarcollege.edu,TRUE
water.usace.army.mil,TRUE
watercraft.dc3n.navy.mil,TRUE
watervliet.armymwr.com,TRUE
waw.kypt.nmci.navy.mil,TRUE
wawf.eb.mil,TRUE
wawfraid.nit.disa.mil,TRUE
wdts.supshipgc.navy.mil,TRUE
weather-public.dtra.mil,TRUE
weather.dtra.mil,TRUE
weather2-public.dtra.mil,TRUE
weather2.dtra.mil,TRUE
web.git.mil,TRUE
web.ports.navy.mil,TRUE
web.salts.navy.mil,TRUE
web2.cpa.navy.mil,TRUE
webapps.mcieast.usmc.mil,TRUE
webapps.nnsy.navy.mil,TRUE
webapps.trfkb.navy.mil,TRUE
webappshr.nrl.navy.mil,TRUE
webappspdms.nrl.navy.mil,TRUE
webct2.dmdc.osd.mil,TRUE
webisis.nmci.navy.mil,TRUE
webjedmics.navair.navy.mil,TRUE
weblog.navy.mil,TRUE
webmail-rear.jtf519.smil.mil,TRUE
webmail16.ncis.navy.mil,TRUE
webmass3.manpower.usmc.mil,TRUE
webotf.ahf.nmci.navy.mil,TRUE
webserd.lakehurst.navy.mil,TRUE
websites.staging.dso.mil,TRUE
websteam.cnrc.navy.mil,TRUE
webtraining.dma.mil,TRUE
wess.safetycenter.navy.mil,TRUE
westpoint.armymwr.com,TRUE
westpoint.edu,TRUE
westpointband.com,TRUE
westpointes.dodea.edu,TRUE
westpointms.dodea.edu,TRUE
westpointpress.com,TRUE
wetlands.el.erdc.dren.mil,TRUE
wfmp.navair.navy.mil,TRUE
whaleback.submepp.navy.mil,TRUE
whidbey.navylifepnw.com,TRUE
whitees.dodea.edu,TRUE
whitesands.armymwr.com,TRUE
wi.ng.mil,TRUE
wide.kpt.nuwc.navy.mil,TRUE
wiesbaden.armymwr.com,TRUE
wiesbadenes.dodea.edu,TRUE
wiesbadenhs.dodea.edu,TRUE
wiesbadenms.dodea.edu,TRUE
wiki.apps.ccpo.ecs.mil,TRUE
windchill.navair.navy.mil,TRUE
wis.erdc.dren.mil,TRUE
wizards.mrsi.erdc.dren.mil,TRUE
wls.sscpac.nmci.navy.mil,TRUE
wmdcenter.ndu.edu,TRUE
wms.navair.navy.mil,TRUE
wots.el.erdc.dren.mil,TRUE
wrairafrica.health.mil,TRUE
wrairwest.health.mil,TRUE
wrightpattfss.com,TRUE
wrp.gov,TRUE
wsmr.army.mil,TRUE
wssct.usmc.mil,TRUE
wtbn.marines.mil,TRUE
wtpts.cnic.navy.mil,TRUE
wv.ng.mil,TRUE
wva.army.mil,TRUE
ww.apgmwr.com,TRUE
ww.ca.usff.navy.mil,TRUE
ww.dsccmwr.com,TRUE
ww.halekoa.com,TRUE
ww.npc.navy.mil,TRUE
ww.yellowribbon.mil,TRUE
ww2.stripes.com,TRUE
www1.dmea.osd.mil,TRUE
www1.mcieast.usmc.mil,TRUE
www1.trfkb.navy.mil,TRUE
www2.mccll.usmc.mil,TRUE
www2.navfac.navy.mil,TRUE
www2.oix.navy.mil,TRUE
wwwdd.csd.disa.mil,TRUE
wwwhpc.w.dren.mil,TRUE
xiam.cnic.navy.mil,TRUE
yberdefensereview.army.mil,TRUE
yinet001.srf.local,TRUE
yokosukams.dodea.edu,TRUE
yokosukaps.dodea.edu,TRUE
yokota374fss.com,TRUE
yokotahs.dodea.edu,TRUE
yokotams.dodea.edu,TRUE
yokotawestes.dodea.edu,TRUE
yourforcesupport.com,TRUE
yuma.armymwr.com,TRUE
yuma.usmc-mccs.org,TRUE
zamamhs.dodea.edu,TRUE
zathras.spawar.navy.mil,TRUE
zukeranes.dodea.edu,TRUE
