,source_list_gpo_fdlp
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      AI,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      DevOps,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Security,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Software Development,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      View all,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
"          <div class=""HeaderMenu-column px-lg-4"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-lg-bottom-0 border-bottom-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""resources-explore-heading"">Explore</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""resources-explore-heading"">",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary Link--external"" target=""_blank"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Learning Pathways,TRUE
,TRUE
"    <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-link-external HeaderMenu-external-icon color-fg-subtle"">",TRUE
"    <path d=""M3.75 2h3.5a.75.75 0 0 1 0 1.5h-3.5a.25.25 0 0 0-.25.25v8.5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25v-3.5a.75.75 0 0 1 1.5 0v3.5A1.75 1.75 0 0 1 12.25 14h-8.5A1.75 1.75 0 0 1 2 12.25v-8.5C2 2.784 2.784 2 3.75 2Zm6.854-1h4.146a.25.25 0 0 1 .25.25v4.146a.25.25 0 0 1-.427.177L13.03 4.03 9.28 7.78a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042l3.75-3.75-1.543-1.543A.25.25 0 0 1 10.604 1Z""></path>",TRUE
</svg>,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary Link--external"" target=""_blank"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      White papers,TRUE
,TRUE
"    <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-link-external HeaderMenu-external-icon color-fg-subtle"">",TRUE
"    <path d=""M3.75 2h3.5a.75.75 0 0 1 0 1.5h-3.5a.25.25 0 0 0-.25.25v8.5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25v-3.5a.75.75 0 0 1 1.5 0v3.5A1.75 1.75 0 0 1 12.25 14h-8.5A1.75 1.75 0 0 1 2 12.25v-8.5C2 2.784 2.784 2 3.75 2Zm6.854-1h4.146a.25.25 0 0 1 .25.25v4.146a.25.25 0 0 1-.427.177L13.03 4.03 9.28 7.78a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042l3.75-3.75-1.543-1.543A.25.25 0 0 1 10.604 1Z""></path>",TRUE
</svg>,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Customer Stories,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary Link--external"" target=""_blank"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Partners,TRUE
,TRUE
"    <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-link-external HeaderMenu-external-icon color-fg-subtle"">",TRUE
"    <path d=""M3.75 2h3.5a.75.75 0 0 1 0 1.5h-3.5a.25.25 0 0 0-.25.25v8.5c0 .138.112.25.25.25h8.5a.25.25 0 0 0 .25-.25v-3.5a.75.75 0 0 1 1.5 0v3.5A1.75 1.75 0 0 1 12.25 14h-8.5A1.75 1.75 0 0 1 2 12.25v-8.5C2 2.784 2.784 2 3.75 2Zm6.854-1h4.146a.25.25 0 0 1 .25.25v4.146a.25.25 0 0 1-.427.177L13.03 4.03 9.28 7.78a.751.751 0 0 1-1.042-.018.751.751 0 0 1-.018-1.042l3.75-3.75-1.543-1.543A.25.25 0 0 1 10.604 1Z""></path>",TRUE
</svg>,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Executive Insights,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
      </div>,TRUE
</li>,TRUE
,TRUE
,TRUE
"                <li class=""HeaderMenu-item position-relative flex-wrap flex-justify-between flex-items-center d-block d-lg-flex flex-lg-nowrap flex-lg-items-center js-details-container js-header-menu-item"">",TRUE
"      <button type=""button"" class=""HeaderMenu-link border-0 width-full width-lg-auto px-0 px-lg-2 py-lg-2 no-wrap d-flex flex-items-center flex-justify-between js-details-target"" aria-expanded=""false"">",TRUE
        Open Source,TRUE
"        <svg opacity=""0.5"" aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-chevron-down HeaderMenu-icon ml-1"">",TRUE
"    <path d=""M12.78 5.22a.749.749 0 0 1 0 1.06l-4.25 4.25a.749.749 0 0 1-1.06 0L3.22 6.28a.749.749 0 1 1 1.06-1.06L8 8.939l3.72-3.719a.749.749 0 0 1 1.06 0Z""></path>",TRUE
</svg>,TRUE
      </button>,TRUE
"      <div class=""HeaderMenu-dropdown dropdown-menu rounded m-0 p-0 pt-2 pt-lg-4 position-relative position-lg-absolute left-0 left-lg-n3 pb-2 pb-lg-4 px-lg-4"">",TRUE
"          <div class=""HeaderMenu-column"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 pb-lg-3 mb-3 mb-lg-0 mb-lg-3"">",TRUE
"                <ul class=""list-style-none f5"" >",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      ,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">GitHub Sponsors</div>",TRUE
        Fund open source developers,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 pb-lg-3 mb-3 mb-lg-0 mb-lg-3"">",TRUE
"                <ul class=""list-style-none f5"" >",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      ,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">The ReadME Project</div>",TRUE
        GitHub community articles,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-bottom-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""open-source-repositories-heading"">Repositories</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""open-source-repositories-heading"">",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Topics,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Trending,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
      Collections,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
      </div>,TRUE
</li>,TRUE
,TRUE
,TRUE
"                <li class=""HeaderMenu-item position-relative flex-wrap flex-justify-between flex-items-center d-block d-lg-flex flex-lg-nowrap flex-lg-items-center js-details-container js-header-menu-item"">",TRUE
"      <button type=""button"" class=""HeaderMenu-link border-0 width-full width-lg-auto px-0 px-lg-2 py-lg-2 no-wrap d-flex flex-items-center flex-justify-between js-details-target"" aria-expanded=""false"">",TRUE
        Enterprise,TRUE
"        <svg opacity=""0.5"" aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-chevron-down HeaderMenu-icon ml-1"">",TRUE
"    <path d=""M12.78 5.22a.749.749 0 0 1 0 1.06l-4.25 4.25a.749.749 0 0 1-1.06 0L3.22 6.28a.749.749 0 1 1 1.06-1.06L8 8.939l3.72-3.719a.749.749 0 0 1 1.06 0Z""></path>",TRUE
</svg>,TRUE
      </button>,TRUE
"      <div class=""HeaderMenu-dropdown dropdown-menu rounded m-0 p-0 pt-2 pt-lg-4 position-relative position-lg-absolute left-0 left-lg-n3 pb-2 pb-lg-4 px-lg-4"">",TRUE
"          <div class=""HeaderMenu-column"">",TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 pb-lg-3 mb-3 mb-lg-0 mb-lg-3"">",TRUE
"                <ul class=""list-style-none f5"" >",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-stack color-fg-subtle mr-3"">",TRUE
"    <path d=""M11.063 1.456a1.749 1.749 0 0 1 1.874 0l8.383 5.316a1.751 1.751 0 0 1 0 2.956l-8.383 5.316a1.749 1.749 0 0 1-1.874 0L2.68 9.728a1.751 1.751 0 0 1 0-2.956Zm1.071 1.267a.25.25 0 0 0-.268 0L3.483 8.039a.25.25 0 0 0 0 .422l8.383 5.316a.25.25 0 0 0 .268 0l8.383-5.316a.25.25 0 0 0 0-.422Z""></path><path d=""M1.867 12.324a.75.75 0 0 1 1.035-.232l8.964 5.685a.25.25 0 0 0 .268 0l8.964-5.685a.75.75 0 0 1 .804 1.267l-8.965 5.685a1.749 1.749 0 0 1-1.874 0l-8.965-5.685a.75.75 0 0 1-.231-1.035Z""></path><path d=""M1.867 16.324a.75.75 0 0 1 1.035-.232l8.964 5.685a.25.25 0 0 0 .268 0l8.964-5.685a.75.75 0 0 1 .804 1.267l-8.965 5.685a1.749 1.749 0 0 1-1.874 0l-8.965-5.685a.75.75 0 0 1-.231-1.035Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Enterprise platform</div>",TRUE
        AI-powered developer platform,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
"              <div class=""border-bottom pb-3 pb-lg-0 border-bottom-0"">",TRUE
"                    <span class=""d-block h4 color-fg-default my-1"" id=""enterprise-available-add-ons-heading"">Available add-ons</span>",TRUE
"                <ul class=""list-style-none f5"" aria-labelledby=""enterprise-available-add-ons-heading"">",TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-shield-check color-fg-subtle mr-3"">",TRUE
"    <path d=""M16.53 9.78a.75.75 0 0 0-1.06-1.06L11 13.19l-1.97-1.97a.75.75 0 0 0-1.06 1.06l2.5 2.5a.75.75 0 0 0 1.06 0l5-5Z""></path><path d=""m12.54.637 8.25 2.675A1.75 1.75 0 0 1 22 4.976V10c0 6.19-3.771 10.704-9.401 12.83a1.704 1.704 0 0 1-1.198 0C5.77 20.705 2 16.19 2 10V4.976c0-.758.489-1.43 1.21-1.664L11.46.637a1.748 1.748 0 0 1 1.08 0Zm-.617 1.426-8.25 2.676a.249.249 0 0 0-.173.237V10c0 5.46 3.28 9.483 8.43 11.426a.199.199 0 0 0 .14 0C17.22 19.483 20.5 15.461 20.5 10V4.976a.25.25 0 0 0-.173-.237l-8.25-2.676a.253.253 0 0 0-.154 0Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Advanced Security</div>",TRUE
        Enterprise-grade security features,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description pb-lg-3"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-copilot color-fg-subtle mr-3"">",TRUE
"    <path d=""M23.922 16.992c-.861 1.495-5.859 5.023-11.922 5.023-6.063 0-11.061-3.528-11.922-5.023A.641.641 0 0 1 0 16.736v-2.869a.841.841 0 0 1 .053-.22c.372-.935 1.347-2.292 2.605-2.656.167-.429.414-1.055.644-1.517a10.195 10.195 0 0 1-.052-1.086c0-1.331.282-2.499 1.132-3.368.397-.406.89-.717 1.474-.952 1.399-1.136 3.392-2.093 6.122-2.093 2.731 0 4.767.957 6.166 2.093.584.235 1.077.546 1.474.952.85.869 1.132 2.037 1.132 3.368 0 .368-.014.733-.052 1.086.23.462.477 1.088.644 1.517 1.258.364 2.233 1.721 2.605 2.656a.832.832 0 0 1 .053.22v2.869a.641.641 0 0 1-.078.256ZM12.172 11h-.344a4.323 4.323 0 0 1-.355.508C10.703 12.455 9.555 13 7.965 13c-1.725 0-2.989-.359-3.782-1.259a2.005 2.005 0 0 1-.085-.104L4 11.741v6.585c1.435.779 4.514 2.179 8 2.179 3.486 0 6.565-1.4 8-2.179v-6.585l-.098-.104s-.033.045-.085.104c-.793.9-2.057 1.259-3.782 1.259-1.59 0-2.738-.545-3.508-1.492a4.323 4.323 0 0 1-.355-.508h-.016.016Zm.641-2.935c.136 1.057.403 1.913.878 2.497.442.544 1.134.938 2.344.938 1.573 0 2.292-.337 2.657-.751.384-.435.558-1.15.558-2.361 0-1.14-.243-1.847-.705-2.319-.477-.488-1.319-.862-2.824-1.025-1.487-.161-2.192.138-2.533.529-.269.307-.437.808-.438 1.578v.021c0 .265.021.562.063.893Zm-1.626 0c.042-.331.063-.628.063-.894v-.02c-.001-.77-.169-1.271-.438-1.578-.341-.391-1.046-.69-2.533-.529-1.505.163-2.347.537-2.824 1.025-.462.472-.705 1.179-.705 2.319 0 1.211.175 1.926.558 2.361.365.414 1.084.751 2.657.751 1.21 0 1.902-.394 2.344-.938.475-.584.742-1.44.878-2.497Z""></path><path d=""M14.5 14.25a1 1 0 0 1 1 1v2a1 1 0 0 1-2 0v-2a1 1 0 0 1 1-1Zm-5 0a1 1 0 0 1 1 1v2a1 1 0 0 1-2 0v-2a1 1 0 0 1 1-1Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">GitHub Copilot</div>",TRUE
        Enterprise-grade AI features,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                    <li>,TRUE
"  <a class=""HeaderMenu-dropdown-link d-block no-underline position-relative py-2 Link--secondary d-flex flex-items-center Link--has-description"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"      <svg aria-hidden=""true"" height=""24"" viewBox=""0 0 24 24"" version=""1.1"" width=""24"" data-view-component=""true"" class=""octicon octicon-comment-discussion color-fg-subtle mr-3"">",TRUE
"    <path d=""M1.75 1h12.5c.966 0 1.75.784 1.75 1.75v9.5A1.75 1.75 0 0 1 14.25 14H8.061l-2.574 2.573A1.458 1.458 0 0 1 3 15.543V14H1.75A1.75 1.75 0 0 1 0 12.25v-9.5C0 1.784.784 1 1.75 1ZM1.5 2.75v9.5c0 .138.112.25.25.25h2a.75.75 0 0 1 .75.75v2.19l2.72-2.72a.749.749 0 0 1 .53-.22h6.5a.25.25 0 0 0 .25-.25v-9.5a.25.25 0 0 0-.25-.25H1.75a.25.25 0 0 0-.25.25Z""></path><path d=""M22.5 8.75a.25.25 0 0 0-.25-.25h-3.5a.75.75 0 0 1 0-1.5h3.5c.966 0 1.75.784 1.75 1.75v9.5A1.75 1.75 0 0 1 22.25 20H21v1.543a1.457 1.457 0 0 1-2.487 1.03L15.939 20H10.75A1.75 1.75 0 0 1 9 18.25v-1.465a.75.75 0 0 1 1.5 0v1.465c0 .138.112.25.25.25h5.5a.75.75 0 0 1 .53.22l2.72 2.72v-2.19a.75.75 0 0 1 .75-.75h2a.25.25 0 0 0 .25-.25v-9.5Z""></path>",TRUE
</svg>,TRUE
      <div>,TRUE
"        <div class=""color-fg-default h4"">Premium Support</div>",TRUE
        Enterprise-grade 24/7 support,TRUE
      </div>,TRUE
,TRUE
    ,TRUE
</a></li>,TRUE
,TRUE
                </ul>,TRUE
              </div>,TRUE
          </div>,TRUE
      </div>,TRUE
</li>,TRUE
,TRUE
,TRUE
"                <li class=""HeaderMenu-item position-relative flex-wrap flex-justify-between flex-items-center d-block d-lg-flex flex-lg-nowrap flex-lg-items-center js-details-container js-header-menu-item"">",TRUE
"    <a class=""HeaderMenu-link no-underline px-0 px-lg-2 py-3 py-lg-2 d-block d-lg-inline-block"" data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
</li>,TRUE
,TRUE
            </ul>,TRUE
          </nav>,TRUE
,TRUE
"        <div class=""d-flex flex-column flex-lg-row width-full flex-justify-end flex-lg-items-center text-center mt-3 mt-lg-0 text-lg-left ml-lg-3"">",TRUE
                ,TRUE
,TRUE
,TRUE
"<qbsearch-input class=""search-input"" data-scope=""repo:GSA/federal-website-index"" data-custom-scopes-path=""/search/custom_scopes"" data-delete-custom-scopes-csrf=""ToPD_7dYS11ydlBjnaNh7Sv8UWb9sNs-DJUxNBH5GLp15lZuR8zJ6-HCCp4sPJdkVyH7VRwr8YAN5yY5rBZ5ew"" data-max-custom-scopes=""10"" data-header-redesign-enabled=""false"" data-initial-value="""" data-blackbird-suggestions-path=""/search/suggestions"" data-jump-to-suggestions-path=""/_graphql/GetSuggestedNavigationDestinations"" data-current-repository=""GSA/federal-website-index"" data-current-org=""GSA"" data-current-owner="""" data-logged-in=""false"" data-copilot-chat-enabled=""false"" data-nl-search-enabled=""false"" data-retain-scroll-position=""true"">",TRUE
  <div,TRUE
"    class=""search-input-container search-with-dialog position-relative d-flex flex-row flex-items-center mr-4 rounded""",TRUE
"    data-action=""click:qbsearch-input#searchInputContainerClicked""",TRUE
  >,TRUE
      <button,TRUE
"        type=""button""",TRUE
"        class=""header-search-button placeholder  input-button form-control d-flex flex-1 flex-self-stretch flex-items-center no-wrap width-full py-0 pl-2 pr-0 text-left border-0 box-shadow-none""",TRUE
"        data-target=""qbsearch-input.inputButton""",TRUE
"        aria-label=""Search or jump to…""",TRUE
"        aria-haspopup=""dialog""",TRUE
"        placeholder=""Search or jump to...""",TRUE
        data-hotkey=s,TRUE
"        autocapitalize=""off""",TRUE
"        data-analytics-event=""{&quot;location&quot;:&quot;navbar&quot;",TRUE
"        data-action=""click:qbsearch-input#handleExpand""",TRUE
      >,TRUE
"        <div class=""mr-2 color-fg-muted"">",TRUE
"          <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search"">",TRUE
"    <path d=""M10.68 11.74a6 6 0 0 1-7.922-8.982 6 6 0 0 1 8.982 7.922l3.04 3.04a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215ZM11.5 7a4.499 4.499 0 1 0-8.997 0A4.499 4.499 0 0 0 11.5 7Z""></path>",TRUE
</svg>,TRUE
        </div>,TRUE
"        <span class=""flex-1"" data-target=""qbsearch-input.inputButtonText"">Search or jump to...</span>",TRUE
"          <div class=""d-flex"" data-target=""qbsearch-input.hotkeyIndicator"">",TRUE
"            <svg xmlns=""http://www.w3.org/2000/svg"" width=""22"" height=""20"" aria-hidden=""true"" class=""mr-1""><path fill=""none"" stroke=""#979A9C"" opacity="".4"" d=""M3.5.5h12c1.7 0 3 1.3 3 3v13c0 1.7-1.3 3-3 3h-12c-1.7 0-3-1.3-3-3v-13c0-1.7 1.3-3 3-3z""></path><path fill=""#979A9C"" d=""M11.8 6L8 15.1h-.9L10.8 6h1z""></path></svg>",TRUE
,TRUE
          </div>,TRUE
      </button>,TRUE
,TRUE
"    <input type=""hidden"" name=""type"" class=""js-site-search-type-field"">",TRUE
,TRUE
    ,TRUE
"<div class=""Overlay--hidden "" data-modal-dialog-overlay>",TRUE
"  <modal-dialog data-action=""close:qbsearch-input#handleClose cancel:qbsearch-input#handleClose"" data-target=""qbsearch-input.searchSuggestionsDialog"" role=""dialog"" id=""search-suggestions-dialog"" aria-modal=""true"" aria-labelledby=""search-suggestions-dialog-header"" data-view-component=""true"" class=""Overlay Overlay--width-large Overlay--height-auto"">",TRUE
"      <h1 id=""search-suggestions-dialog-header"" class=""sr-only"">Search code",TRUE
"    <div class=""Overlay-body Overlay-body--paddingNone"">",TRUE
      ,TRUE
"          <div data-view-component=""true"">        <div class=""search-suggestions position-fixed width-full color-shadow-large border color-fg-default color-bg-default overflow-hidden d-flex flex-column query-builder-container""",TRUE
"          style=""border-radius: 12px;""",TRUE
"          data-target=""qbsearch-input.queryBuilderContainer""",TRUE
          hidden,TRUE
        >,TRUE
"          <!-- '""` --><!-- </textarea></xmp> --></option></form><form id=""query-builder-test-form"" action="""" accept-charset=""UTF-8"" method=""get"">",TRUE
"  <query-builder data-target=""qbsearch-input.queryBuilder"" id=""query-builder-query-builder-test"" data-filter-key="":"" data-view-component=""true"" class=""QueryBuilder search-query-builder"">",TRUE
"    <div class=""FormControl FormControl--fullWidth"">",TRUE
"      <label id=""query-builder-test-label"" for=""query-builder-test"" class=""FormControl-label sr-only"">",TRUE
        Search,TRUE
      </label>,TRUE
      <div,TRUE
"        class=""QueryBuilder-StyledInput width-fit """,TRUE
"        data-target=""query-builder.styledInput""",TRUE
      >,TRUE
"          <span id=""query-builder-test-leadingvisual-wrap"" class=""FormControl-input-leadingVisualWrap QueryBuilder-leadingVisualWrap"">",TRUE
"            <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search FormControl-input-leadingVisual"">",TRUE
"    <path d=""M10.68 11.74a6 6 0 0 1-7.922-8.982 6 6 0 0 1 8.982 7.922l3.04 3.04a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215ZM11.5 7a4.499 4.499 0 1 0-8.997 0A4.499 4.499 0 0 0 11.5 7Z""></path>",TRUE
</svg>,TRUE
          </span>,TRUE
"        <div data-target=""query-builder.styledInputContainer"" class=""QueryBuilder-StyledInputContainer"">",TRUE
          <div,TRUE
"            aria-hidden=""true""",TRUE
"            class=""QueryBuilder-StyledInputContent""",TRUE
"            data-target=""query-builder.styledInputContent""",TRUE
          ></div>,TRUE
"          <div class=""QueryBuilder-InputWrapper"">",TRUE
"            <div aria-hidden=""true"" class=""QueryBuilder-Sizer"" data-target=""query-builder.sizer""></div>",TRUE
"            <input id=""query-builder-test"" name=""query-builder-test"" value="""" autocomplete=""off"" type=""text"" role=""combobox"" spellcheck=""false"" aria-expanded=""false"" aria-describedby=""validation-2100b456-6aa7-4c33-83d3-2a78ab5b65b2"" data-target=""query-builder.input"" data-action=""",TRUE
          input:query-builder#inputChange,TRUE
          blur:query-builder#inputBlur,TRUE
          keydown:query-builder#inputKeydown,TRUE
          focus:query-builder#inputFocus,TRUE
"        "" data-view-component=""true"" class=""FormControl-input QueryBuilder-Input FormControl-medium"" />",TRUE
          </div>,TRUE
        </div>,TRUE
"          <span class=""sr-only"" id=""query-builder-test-clear"">Clear</span>",TRUE
"          <button role=""button"" id=""query-builder-test-clear-button"" aria-labelledby=""query-builder-test-clear query-builder-test-label"" data-target=""query-builder.clearButton"" data-action=""",TRUE
                click:query-builder#clear,TRUE
                focus:query-builder#clearButtonFocus,TRUE
                blur:query-builder#clearButtonBlur,TRUE
"              "" variant=""small"" hidden=""hidden"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium mr-1 px-2 py-0 d-flex flex-items-center rounded-1 color-fg-muted"">  <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-x-circle-fill Button-visual"">",TRUE
"    <path d=""M2.343 13.657A8 8 0 1 1 13.658 2.343 8 8 0 0 1 2.343 13.657ZM6.03 4.97a.751.751 0 0 0-1.042.018.751.751 0 0 0-.018 1.042L6.94 8 4.97 9.97a.749.749 0 0 0 .326 1.275.749.749 0 0 0 .734-.215L8 9.06l1.97 1.97a.749.749 0 0 0 1.275-.326.749.749 0 0 0-.215-.734L9.06 8l1.97-1.97a.749.749 0 0 0-.326-1.275.749.749 0 0 0-.734.215L8 6.94Z""></path>",TRUE
</svg>,TRUE
</button>,TRUE
,TRUE
      </div>,TRUE
"      <template id=""search-icon"">",TRUE
"  <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-search"">",TRUE
"    <path d=""M10.68 11.74a6 6 0 0 1-7.922-8.982 6 6 0 0 1 8.982 7.922l3.04 3.04a.749.749 0 0 1-.326 1.275.749.749 0 0 1-.734-.215ZM11.5 7a4.499 4.499 0 1 0-8.997 0A4.499 4.499 0 0 0 11.5 7Z""></path>",TRUE
</svg>,TRUE
</template>,TRUE
,TRUE
"<template id=""code-icon"">",TRUE
"  <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-code"">",TRUE
