target_url,source_list_dod_public
tjaglcs.army.mil,TRUE
api.army.mil,TRUE
darpa.mil,TRUE
dtsn.darpa.mil,TRUE
sso.darpa.mil,TRUE
addr.dencom.army.mil,TRUE
api.dencom.army.mil,TRUE
help-dental.health.mil,TRUE
gulflink.osd.mil,TRUE
tricare.mil,TRUE
ph.health.mil,TRUE
my.mhsgenesis.health.mil,TRUE
dodmerb.tricare.osd.mil,TRUE
esgr.mil,TRUE
esgr1.mil,TRUE
esgrevents.mil,TRUE
freedomaward.mil,TRUE
yellowribbon.mil,TRUE
esgrwebsite2.csd.disa.mil,TRUE
disa.mil,TRUE
help.disa.mil,TRUE
storefront.disa.mil,TRUE
pdrep.csd.disa.mil,TRUE
connect.disa.mil,TRUE
aplits.disa.mil,TRUE
eirbpt.csd.disa.mil,TRUE
emss.pac.disa.mil,TRUE
inah.pac.disa.mil,TRUE
crl.nit.disa.mil,TRUE
vssm.csd.disa.mil,TRUE
sprs.csd.disa.mil,TRUE
alm.csd.disa.mil,TRUE
almpt.csd.disa.mil,TRUE
ideas.govcloud.disa.mil,TRUE
crl.gds.disa.mil,TRUE
esgr.csd.disa.mil,TRUE
militarychildcare.csd.disa.mil,TRUE
doehrs-ih.csd.disa.mil,TRUE
dha-bcs.csd.disa.mil,TRUE
iler-test.csd.disa.mil,TRUE
miaptest.csd.disa.mil,TRUE
ice.disa.mil,TRUE
freedomaward.csd.disa.mil,TRUE
ccqas.csd.disa.mil,TRUE
amclg.csd.disa.mil,TRUE
dcast.csd.disa.mil,TRUE
wawfraid.nit.disa.mil,TRUE
test.militarychildcare.csd.disa.mil,TRUE
portal.apps.isitdown.mil,TRUE
web.git.mil,TRUE
public.sites.disa.ecs.mil,TRUE
go.ecs.mil,TRUE
wiki.apps.ccpo.ecs.mil,TRUE
usgovdod.mil,TRUE
shelflife.dla.mil,TRUE
flisancillaryu.dla.mil,TRUE
business.dla.mil,TRUE
businessportal.dla.mil,TRUE
amps.dla.mil,TRUE
dso.dla.mil,TRUE
qpldocs.dla.mil,TRUE
mebs.dla.mil,TRUE
afnconnect.myafn.dodmedia.osd.mil,TRUE
afn-now.myafn.mil,TRUE
cdn.myafn.dodmedia.osd.mil,TRUE
afn.mil,TRUE
myafn.mil,TRUE
imp.myafn.dodmedia.osd.mil,TRUE
media.myafn.dodmedia.osd.mil,TRUE
myafn.dodmedia.osd.mil,TRUE
now.afn.mil,TRUE
v3.myafn.dodmedia.osd.mil,TRUE
apps.dtic.mil,TRUE
defenseinnovationmarketplace.dtic.mil,TRUE
discover.dtic.mil,TRUE
dodiac.dtic.mil,TRUE
submit.dtic.mil,TRUE
elisa.dtsa.mil,TRUE
spanweb.dtsa.mil,TRUE
dtsa.mil,TRUE
jdrs.mil,TRUE
armyignited.army.mil,TRUE
navycollege.navy.mil,TRUE
sas.ncdc.navy.mil,TRUE
clclaims.jag.navy.mil,TRUE
jag.navy.mil,TRUE
aeronautical.nga.mil,TRUE
applicant.nga.mil,TRUE
dnc.nga.mil,TRUE
enom.nga.mil,TRUE
geonames.nga.mil,TRUE
map.nga.mil,TRUE
marhelp.nga.mil,TRUE
msi.nga.mil,TRUE
nga.mil,TRUE
dod-executiveagent.osd.mil,TRUE
mla.dmdc.osd.mil,TRUE
dmdc.osd.mil,TRUE
dave.acq.osd.mil,TRUE
dcas.dmdc.osd.mil,TRUE
dmdcrs.dmdc.osd.mil,TRUE
dtscdcwebgov.defensetravel.osd.mil,TRUE
dtsproweb.defensetravel.osd.mil,TRUE
dwp.dmdc.osd.mil,TRUE
dwr.dmdc.osd.mil,TRUE
fapss.dmdc.osd.mil,TRUE
idco.dmdc.osd.mil,TRUE
jacks.jpeocbd.osd.mil,TRUE
learning.dmdc.osd.mil,TRUE
mris.dmdc.osd.mil,TRUE
myaccess.dmdc.osd.mil,TRUE
opmverify.dmdc.osd.mil,TRUE
opsconnect.dmdc.osd.mil,TRUE
repi.osd.mil,TRUE
scra.dmdc.osd.mil,TRUE
skillbridge.osd.mil,TRUE
soes.dmdc.osd.mil,TRUE
usmap.osd.mil,TRUE
webct2.dmdc.osd.mil,TRUE
dcpas.osd.mil,TRUE
denix.osd.mil,TRUE
www1.dmea.osd.mil,TRUE
ac.cto.mil,TRUE
dsb.cto.mil,TRUE
cto.mil,TRUE
ctoinnovation.mil,TRUE
acqdemo.hci.mil,TRUE
acqweb.staging.acqebiz.mil,TRUE
indpol.staging.acqebiz.mil,TRUE
myfss.us.af.mil,TRUE
outreachrequests.hq.af.mil,TRUE
mpe.pegasus.mil,TRUE
airshows.pa.hq.af.mil,TRUE
boards.law.af.mil,TRUE
jsf.mil,TRUE
aflegalassistance.law.af.mil,TRUE
cgpaas.uscg.mil,TRUE
eucom.mil,TRUE
ustranscom.mil,TRUE
artifactory.jten.mil,TRUE
bitbucket.jten.mil,TRUE
bugzilla.jten.mil,TRUE
cac.jten.mil,TRUE
confluence-ps.jten.mil,TRUE
gitlab.jten.mil,TRUE
jten.mil,TRUE
ns4.jten.mil,TRUE
ns5.jten.mil,TRUE
jdl-otds.jten.mil,TRUE
jira-ps.jten.mil,TRUE
jkosgst-ga.jten.mil,TRUE
jtds.jten.mil,TRUE
jtims-reports.jten.mil,TRUE
jtp-mvcr.jten.mil,TRUE
jtp-sso.jten.mil,TRUE
lpds.jten.mil,TRUE
medcop.jten.mil,TRUE
nemesis.jten.mil,TRUE
secure.jten.mil,TRUE
stage.jllis.mil,TRUE
tgs-sim.jten.mil,TRUE
view.jten.mil,TRUE
vpn.jten.mil,TRUE
vpnpac.jten.mil,TRUE
alsa.mil,TRUE
arcus.mil,TRUE
arlingtoncemetery.mil,TRUE
cap.mil,TRUE
code.mil,TRUE
dctc.mil,TRUE
dds.mil,TRUE
defenseculture.mil,TRUE
dfba.mil,TRUE
diu.mil,TRUE
dodsbirsttr.mil,TRUE
dodsurveys.mil,TRUE
dodtap.mil,TRUE
dscu.mil,TRUE
ecs.mil,TRUE
esi.mil,TRUE
fedmall.mil,TRUE
gigeagle.mil,TRUE
homes.mil,TRUE
hpc.mil,TRUE
isitdown.mil,TRUE
jtf-spacedefense.mil,TRUE
lt2portal.mil,TRUE
mc.mil,TRUE
mcm.mil,TRUE
militaryonesource.mil,TRUE
nsic.mil,TRUE
nsin.mil,TRUE
opa.mil,TRUE
people.mil,TRUE
sda.mil,TRUE
serdp-estcp.mil,TRUE
soc.mil,TRUE
tapevents.mil,TRUE
tearline.mil,TRUE
vte.mil,TRUE
vts.mil,TRUE
whitehousecommsagency.mil,TRUE
p1.dso.mil,TRUE
coalition.dso.mil,TRUE
universe.bigbang.dso.mil,TRUE
websites.staging.dso.mil,TRUE
repo1.dso.mil,TRUE
corsairranch.dso.mil,TRUE
jfac.dso.mil,TRUE
jfac.apps.dso.mil,TRUE
jfac-il2.apps.dso.mil,TRUE
dto.il2.afwerx.dso.mil,TRUE
software.af.mil,TRUE
cloudone.af.mil,TRUE
info.cloudone.af.mil,TRUE
federation.prod.cce.af.mil,TRUE
chat.il2.dso.mil,TRUE
ironbank.dso.mil,TRUE
registry1.dso.mil,TRUE
learn.apps.dso.mil,TRUE
afscsoftware.dso.mil,TRUE
atm.dev.il2.afwerx.dso.mil,TRUE
arcwerx.dso.mil,TRUE
profile.ncis.navy.mil,TRUE
catch.ncis.navy.mil,TRUE
webmail16.ncis.navy.mil,TRUE
csm.ncis.navy.mil,TRUE
cleoc.ncis.navy.mil,TRUE
adfs.ncis.navy.mil,TRUE
armyresilience.army.mil,TRUE
rmda.army.mil,TRUE
jagcnet.army.mil,TRUE
jagcnet2.army.mil,TRUE
c5isrcenter.devcom.army.mil,TRUE
medlinet.amedd.army.mil,TRUE
winn.amedd.army.mil,TRUE
blanchfield.amedd.army.mil,TRUE
moncrief.amedd.army.mil,TRUE
crg.amedd.army.mil,TRUE
kach.amedd.army.mil,TRUE
lyster.amedd.army.mil,TRUE
rodriguez.amedd.army.mil,TRUE
eisenhower.amedd.army.mil,TRUE
efmpandme.militaryonesource.mil,TRUE
tribute.militaryonesource.mil,TRUE
millifelearning.militaryonesource.mil,TRUE
installations.militaryonesource.mil,TRUE
planmydeployment.militaryonesource.mil,TRUE
demographics.militaryonesource.mil,TRUE
mycaa.militaryonesource.mil,TRUE
myseco.militaryonesource.mil,TRUE
statepolicy.militaryonesource.mil,TRUE
supportrequest.militaryonesource.mil,TRUE
militaryonesourceconnect.org,TRUE
msepjobs.militaryonesource.mil,TRUE
planmymove.militaryonesource.mil,TRUE
dctc.mil,TRUE
centers.hpc.mil,TRUE
daac.hpc.mil,TRUE
ugm.hpc.mil,TRUE
reservation.hpc.mil,TRUE
erdc.hpc.mil,TRUE
ieapp.hpc.mil,TRUE
afrl.hpc.mil,TRUE
arba.army.pentagon.mil,TRUE
apacs.milcloud.mil,TRUE
public.militarychildcare.csd.disa.mil,TRUE
milgears.osd.mil,TRUE
moore.army.mil,TRUE
milsuite.mil,TRUE
dod365.sharepoint-mil.us,TRUE
digitalu.af.mil,TRUE
acquisitioninnovation.darpa.mil,TRUE
baa.darpa.mil,TRUE
baa.sco.mil,TRUE
baa-registration.darpa.mil,TRUE
baa-registration.sco.mil,TRUE
contact.darpa.mil,TRUE
criticalminerals.darpa.mil,TRUE
eei.darpa.mil,TRUE
eri-summit.darpa.mil,TRUE
extsp16.darpa.mil,TRUE
fett.darpa.mil,TRUE
forum.triagechallenge.darpa.mil,TRUE
forward.darpa.mil,TRUE
innovationfellowship.darpa.mil,TRUE
leh-baaxrevc.darpa.mil,TRUE
leh-boxc.darpa.mil,TRUE
leh-miprdc.darpa.mil,TRUE
leh-sbirc.darpa.mil,TRUE
leh-spntc.darpa.mil,TRUE
leh-stage.darpa.mil,TRUE
leh-vaultc.darpa.mil,TRUE
miprdelivery.darpa.mil,TRUE
oceanofthings.darpa.mil,TRUE
sbir.darpa.mil,TRUE
search.darpa.mil,TRUE
triagechallenge.darpa.mil,TRUE
vault.darpa.mil,TRUE
mypay.dfas.mil,TRUE
smartvoucher.dfas.mil,TRUE
corpweb1.dfas.mil,TRUE
abacusmhs.health.mil,TRUE
chfs.abausmhs.health.mil,TRUE
chfs2.abausmhs.health.mil,TRUE
e2569.abacusmhs.health.mil,TRUE
mail.dodpvtcloud.health.mil,TRUE
reporting.abacusmhs.health.mil,TRUE
ubo.abacusmhs.health.mil,TRUE
patientportal.mhsgenesis.health.mil,TRUE
mymilitary.health.mil,TRUE
crcportal.unet.dtra.mil,TRUE
dtra1mysiteportal.unet.dtra.mil,TRUE
dtra1portal.unet.dtra.mil,TRUE
hrportal.unet.dtra.mil,TRUE
altvdi.dtra.mil,TRUE
vdi.dtra.mil,TRUE
pal.dtra.mil,TRUE
remote.dtra.mil,TRUE
remote1.dtra.mil,TRUE
remote2.dtra.mil,TRUE
egis.dtra.mil,TRUE
ants.jieddo.mil,TRUE
attic.dtra.mil,TRUE
oims.dtra.mil,TRUE
nats.dtra.mil,TRUE
dnws.dtra.mil,TRUE
iwmdt.dtra.mil,TRUE
weather.dtra.mil,TRUE
weather2.dtra.mil,TRUE
weather2-public.dtra.mil,TRUE
weather-public.dtra.mil,TRUE
cbrnedss.dtra.mil,TRUE
jocconops.dtra.mil,TRUE
opscenter.dtra.mil,TRUE
mda.mil,TRUE
mynrh.navy.mil,TRUE
doncio.navy.mil,TRUE
npc.navy.mil,TRUE
aa.usno.navy.mil,TRUE
crf.usno.navy.mil,TRUE
maia.usno.navy.mil,TRUE
navyfamily.navy.mil,TRUE
blueangels.navy.mil,TRUE
history.navy.mil,TRUE
navair.navy.mil,TRUE
navyband.navy.mil,TRUE
onr.navy.mil,TRUE
secnav.navy.mil,TRUE
aim-ctx.ncdc.navy.mil,TRUE
a-pes.mmrp.usmc.mil,TRUE
webapps.mcieast.usmc.mil,TRUE
bcnr.navy.mil,TRUE
cosmos.navy.mil,TRUE
cyber.ncis.navy.mil,TRUE
dadms.cloud.navy.mil,TRUE
dfntc.nrlssc.navy.smil.mil,TRUE
ep.erp.navy.mil,TRUE
fa.hqmc.usmc.mil,TRUE
flint.nres.navy.smil.mil,TRUE
geoint.nrlssc.navy.smil.ml,TRUE
hcs.usmc.mil,TRUE
admacs.navy.mil,TRUE
citrixwi.nasjax.navy.mil,TRUE
draix01.usmc-mccs.org:7780,TRUE
draix14.usmc-mccs.org:7060,TRUE
ncors.navy.mil,TRUE
rcx.usmc-mccs.org,TRUE
ca.usff.navy.mil,TRUE
*.partybarge.blackpearl.us,TRUE
a2d1portal.navsea.navy.mil,TRUE
accesscm.navy.mil,TRUE
acts.nmci.navy.smil.mil,TRUE
ade.navy.mil,TRUE
admin.nag.navy.mil,TRUE
adss.dc3n.navy.mil,TRUE
afsas.safety.af.mil,TRUE
agp.navfac.navy.mil,TRUE
ahss.usmc.mil,TRUE
aimtc.nuwc.navy.mil,TRUE
airworthiness.navair.navy.mil,TRUE
alerts1.mcdsus.mcds.usmc.mil,TRUE
amhs.jmhs.cpf.navy.mil,TRUE
amhs.jmhs.cpf.navy.smil.mil,TRUE
ams.navair.navy.mil,TRUE
amsrrashore.csd.disa.mil,TRUE
app.mcboss.usmc.mil,TRUE
applications.navsup.navy.mil,TRUE
apps.dse.futures.army.mil,TRUE
apps.mcboss.usmc.mil,TRUE
apps.nag.navy.mil,TRUE
apps.navsea.navy.mil,TRUE
ars.navatfp.dc3n.navy.mil,TRUE
asm.navy.mil,TRUE
asm3.nmci.navy.mil,TRUE
atc.navy.mil,TRUE
autonoa.army.mil,TRUE
autosaar.usmc.mil,TRUE
avplm.services.nres.navy.mil,TRUE
awis.navair.navy.mil,TRUE
bims.navfac.navy.mil,TRUE
bol.navy.mil,TRUE
bracbims.bracpmo.navy.mil,TRUE
c4isuite.atfp.cnic.navy.mil,TRUE
c4isuite.atfp.cnic.navy.smil.mil,TRUE
cadpad.navair.navy.mil,TRUE
camis.nre.navy.mil,TRUE
cams.hqmc.usmc.smil.mil,TRUE
cats.abl.navsea.navy.mil,TRUE
cdms.navsea.navy.mil,TRUE
cdms-nf.nmci.navy.mil,TRUE
cedcchrgw.dc3n.navy.mil,TRUE
cffo.fleetforces.navy.smil.mil,TRUE
cfwebx.ports.navy.mil,TRUE
chaos.usmc.mil,TRUE
cims.nmci.navy.mil,TRUE
cimts.navair.navy.mil,TRUE
circuits.navfac.navy.mil,TRUE
cirras.dc3n.navy.mil,TRUE
civbenefits.dc3n.navy.mil,TRUE
clc2s.usmc.mil,TRUE
clear.oni.nmci.navy.smil.mil,TRUE
clnr.hqi.usmc.mil,TRUE
cloud.navy.mil,TRUE
cmas.nswcpd.navy.mil,TRUE
cmis.navair.navy.mil,TRUE
cmmainweb.dc3n.navy.mil,TRUE
cmp.ncdc.navy.mil,TRUE
cmpro.navair.navy.mil,TRUE
cmpro.navy.mil,TRUE
cmpropac.navy.mil,TRUE
cnafcs.dc3n.navy.mil,TRUE
cobra.csd.disa.mil,TRUE
codenest.dc3n.navy.mil,TRUE
connect.navyaims.net,TRUE
console.wseast.navair.navy.mil,TRUE
corp.dc3n.navy.mil,TRUE
cpesrs.navair.navy.mil,TRUE
cpm-essc.training.navy.smil.mil,TRUE
csacms.cnic.navy.mil;,TRUE
csams.dc3n.navy.mil,TRUE
csg2.navyaims.net,TRUE
cuthill.dt.navy.mil,TRUE
cv-sharp.cvnxx.mil,TRUE
cxmillprod.bol.navy.mil,TRUE
cyp.cnic.n9portal.net,TRUE
dacmmis.navy.mil,TRUE
decisionlens.cnic.navy.mil,TRUE
deckplate.navair.navy.mil,TRUE
donibsatlas.secnav.navy.mil,TRUE
drrsn.nrre.navy.smil.mil,TRUE
dscats.navy.mil,TRUE
dtt.navy.mil,TRUE
dwreports.navair.navy.mil,TRUE
ea.ekr.cprobe.army.mil,TRUE
ebusiness.submepp.navy.mil,TRUE
ecms.navfac.navy.mil,TRUE
e-commerce.dc3n.navy.mil,TRUE
ecraft.csd.disa.mil,TRUE
edw.csd.disa.mil,TRUE
efem.psns.navy.mil,TRUE
eforms.nslc.navy.mil,TRUE
eims.dc3n.navy.mil,TRUE
eims.navair.navy.smil.mil,TRUE
eis.nslc.navy.mil,TRUE
ems.logcom.usmc.mil,TRUE
encore.usmc.mil,TRUE
eprweb.cnic.navy.mil,TRUE
epx.erp.navy.mil,TRUE
eris.mceits.usmc.mil,TRUE
esams.cnic.navy.mil,TRUE
essims.navy.mil,TRUE
esso.dc3n.navy.mil,TRUE
exmis.navfac.navy.mil,TRUE
facilities-integration.usmc.mil,TRUE
factsprod.milcloud.mil,TRUE
fecd.dc3n.navy.mil,TRUE
ffsmis.cnic.navy.mil,TRUE
fist.navair.navy.mil,TRUE
flighthub.navair.navy.mil,TRUE
forms.navfac.navy.mil,TRUE
fres.cnic.navy.mil,TRUE
fsm.navsup.navy.mil,TRUE
fuse.navy.mil,TRUE
fusion.navy.mil,TRUE
fwb.metoc.navy.mil,TRUE
g2.cnic.navy.mil,TRUE
gaa351.matcom.usmc.mil,TRUE
gccsportal.mcw.ad.usmc.smil.mil,TRUE
gcssmc-sakc.usmc.mil,TRUE
gis.aw3s.navy.mil,TRUE
goes.bol.navy.mil,TRUE
govnxg.seaport.navy.mil,TRUE
harps.dc3n.navy.mil,TRUE
help.nswcphd.smil.mil,TRUE
hqmcportal.hqi.usmc.mil,TRUE
hrms.usmc-mccs.org,TRUE
hrojas.cnfj.navy.mil,TRUE
httds.dc3n.navy.mil,TRUE
ias2.ports.navy.mil,TRUE
ibons.navair.navy.mil,TRUE
ibpesprod01.navy.mil,TRUE
icrane.nmci.navy.mil,TRUE
ide.peocarriers.navy.mil,TRUE
iefacman.navfac.navy.mil,TRUE
infosec.navy.mil,TRUE
ipdm.navy.mil,TRUE
irr.mcdsus.mcds.usmc.mil,TRUE
iscsc.dc3n.navy.mil,TRUE
issf.dc3n.navy.mil,TRUE
itservices.phdnswc.nmci.navy.mil,TRUE
jaws.jecs.csd.disa.mil,TRUE
jdrs.mil,TRUE
jedmics.navair.navy.mil,TRUE
jeod.disa.smil.mil,TRUE
kokee.pmrf.navy.mil,TRUE
las.netc.ncdc.navy.mil,TRUE
las.training.navy.smil.mil,TRUE
lawc.ports.navy.mil,TRUE
lcmi.logcom.usmc.mil,TRUE
learning.nel.navy.mil,TRUE
legalfiles.cnrc.navy.mil,TRUE
lfsapps.mceits.usmc.mil,TRUE
lodgingguestportal.usmc-mccs.org,TRUE
lpds2.jten.mil,TRUE
lssat.crane.navy.mil,TRUE
main.prod.cetars.training.navy.mil,TRUE
make.nswc.navy.mil,TRUE
malseit.navair.navy.mil,TRUE
marketplace-ti.sd.spawar.navy.mil,TRUE
maximo.navfac.navy.mil,TRUE
mcalms.usmc.mil,TRUE
mcfmis.hqi.usmc.mil,TRUE
mcipacviewer.mcdsus.mcds.usmc.mil,TRUE
mcmbprod.logcom.usmc.mil,TRUE
mcpas.logcom.usmc.mil,TRUE
mcpic.bic.usmc.mil,TRUE
mcriss.marines.usmc.mil,TRUE
mcsrc.mceits.usmc.mil,TRUE
mctims.usmc.mil,TRUE
measure.navair.navy.mil,TRUE
metbenchhq01.nmci.navy.mil,TRUE
metcal.corona.nmci.navy.mil,TRUE
mfom.sscno.nmci.navy.mil,TRUE
mfrsharepoint.mcdsus.mcds.usmc.mil,TRUE
mfs.mcdsus.mcds.usmc.mil,TRUE
miap.csd.disa.mil,TRUE
milapps.mcieast.usmc.mil,TRUE
mms-stg.mceits.usmc.mil,TRUE
modelstm1web.manpower.usmc.mil,TRUE
mrabi.nmci.navy.mil,TRUE
mrrs.dc3n.navy.mil,TRUE
msada.dc3n.navy.mil,TRUE
mscjira.dc3n.navy.mil,TRUE
msharp.mceits.usmc.mil,TRUE
mssis.volpe.dot.gov,TRUE
mswp.submepp.navy.mil,TRUE
mto.logcom.usmc.mil,TRUE
my.navsup.navy.mil,TRUE
mynatec.navair.navy.mil,TRUE
mynavyassignment.dc3n.navy.mil,TRUE
mypd.nswcpd.navy.mil,TRUE
myteam.navair.navy.mil,TRUE
nasims.audit.navy.mil,TRUE
nasis.cnrc.navy.mil,TRUE
naval.oceanography.navy.mil,TRUE
naval.oceanography.navy.smil,TRUE
naval.oceanography.navy.smil.mil,TRUE
navitas.navy.mil,TRUE
navlogtd.navsses.navy.mil,TRUE
navlogtd.navy.mil,TRUE
navsea.cmpro.navy.mil,TRUE
navsea.navy.deps.mil,TRUE
navsea-ide.navy.mil,TRUE
navy.emass.apps.mil,TRUE
navynpc.my.salesforce.mil,TRUE
ncmis.cnet.navy.mil,TRUE
ncor.nioc-norfolk.navy.mil,TRUE
ndls.nwdc.navy.mil,TRUE
neas.ncdc.navy.mil,TRUE
nedcchrgw.dc3n.navy.mil,TRUE
neitsm.dc3n.navy.mil,TRUE
nepapams.usmc.mil,TRUE
nepoc.oceanography.navy.mil,TRUE
nepoc.oceanography.navy.smil.mil,TRUE
netccentral.cnet.navy.mil,TRUE
netfocus.ncdc.navy.mil,TRUE
netops.cpf.navy.smil.mil,TRUE
newportal.nwpt.nuwc.navy.mil,TRUE
newportalv2.nwpt.nuwc.navy.mil,TRUE
newportalv3.nwpt.nuwc.navy.mil,TRUE
nfact.navfac.navy.mil,TRUE
nif.nmci.navy.mil,TRUE
nights.ncdc.navy.mil,TRUE
niris.navfac.navy.mil,TRUE
nitep.navfac.navy.mil,TRUE
nitra.navair.navy.smil.mil,TRUE
nitrex.nmci.navy.mil,TRUE
niweb05.nadepni.navy.mil:1443,TRUE
niwp01.nadepni.navy.mil:2443,TRUE
njis.navy.mil,TRUE
nll.navsup.navy.mil,TRUE
nmci-wny.nmci.navy.mil,TRUE
nmpbs.dc3n.navy.mil,TRUE
nmpbs.n10.npc.navy.mil,TRUE
nmrs.dc3n.navy.mil,TRUE
nncms.cnic.navy.mil,TRUE
norm.navfac.navy.mil,TRUE
nossa.dc3n.navy.mil,TRUE
notess.cotf.navy.mil,TRUE
npccontactcenter.ahf.nmci.navy.mil,TRUE
npt.nuwc.navy.mil,TRUE
nrows.dc3n.navy.mil,TRUE
nrrm.nrre.navy.mil,TRUE
nsdsa.dc3n.navy.mil,TRUE
nsips.nmci.navy.mil,TRUE
nslcweb32.nslc.navy.mil,TRUE
nslcweb37.nslc.navy.mil,TRUE
nslcweb53.nslc.navy.mil,TRUE
nst.navair.navy.smil.mil,TRUE
nswapps.navsoc.socom.smil.mil,TRUE
nswcpcweb.dc3n.navy.mil,TRUE
ntims.nrre.navy.smil.mil,TRUE
ntira.dc3n.navy.mil,TRUE
ntmpsweb.dc3n.navy.mil,TRUE
nwdc.navy.mil,TRUE
nwdc.navy.smil.mil,TRUE
nwdc-edcss.ncte.navy.local,TRUE
nwrt.cnrc.navy.mil,TRUE
obligations.navair.navy.mil,TRUE
ocie.cran.nmci.navy.mil,TRUE
odsf.mcw.usmc.mil,TRUE
oeptools.navair.navy.mil,TRUE
ogconline.navy.mil,TRUE
ombudsmanregistry.cnic.navy.mil,TRUE
oni.nmci.navy.smil.mil,TRUE
onroutside.onr.navy.mil,TRUE
opa.navy.mil,TRUE
opas.navy.mil,TRUE
orcacoke.spawar.navy.mil,TRUE
otoolsweb.cnrc.navy.mil,TRUE
p739w001.cfms.navy.mil,TRUE
pa-net.navy.mil,TRUE
parr0901.mcdsus.mcds.usmc.mil,TRUE
passport.intelink.gov,TRUE
paxrimd1.navair.navy.mil,TRUE
pbisdb.navair.navy.smil.mil,TRUE
pbisdb2.cloud.navy.mil,TRUE
pcola-app.cnet.navy.mil,TRUE
phb.hrmc.navy.mil,TRUE
phdcis.phdnswc.nmci.navy.mil,TRUE
phintranet.phnsy.navy.mil,TRUE
phx04.phx.cpf.navy.smil.mil,TRUE
pinnacles.sd.spawar.navy.mil,TRUE
pluto.phdnswc.nmci.navy.mil,TRUE
pmd.navair.navy.mil,TRUE
pmo.chs.spawar.navy.mil,TRUE
pmohq.dc3n.navy.mil,TRUE
pmses.navy.mil,TRUE
pmsmis.navy.mil,TRUE
poms.cnic.navy.mil,TRUE
portal.cdmd.navy.mil,TRUE
portal.fnmoc.navy.mil,TRUE
portal.fnmoc.navy.smil.mil,TRUE
portal.navfac.navy.mil,TRUE
portal.nmci.navy.mil,TRUE
portal.nwdc.navy.mil,TRUE
portal.nwdc.navy.smil.mil,TRUE
portal.peoeis.navy.mil,TRUE
portal.phdnswc.nmci.navy.mil,TRUE
portal.secnav.navy.mil,TRUE
poseidon.navy.mil,TRUE
ppr.nslc.navy.mil,TRUE
prdwebserv17.navair.navy.mil,TRUE
prdwebserv8.navair.navy.mil,TRUE
prep.insight.cnic.navy.mil,TRUE
pridemod.dc3n.navy.mil\pridemod\default.aspx,TRUE
prism.nre.navy.mil,TRUE
prisms.nmci.navy.mil,TRUE
private.navyreserve.navy.mil,TRUE
prod.asixs.navy.mil,TRUE
prodhr.np2.cloud.navy.mil,TRUE
promis.navy.mil,TRUE
prt.nmci.navy.mil,TRUE
qcts.no.navy.mil,TRUE
rabbithole.dc3n.navy.mil,TRUE
ram.navair.navy.mil,TRUE
ramp.navair.navy.mil,TRUE
rapid.cnic.navy.mil,TRUE
rcrp.csd.disa.mil,TRUE
rdais.navy.mil,TRUE
readinesssuite.navsup.navy.mil,TRUE
redi.navy.mil,TRUE
reports.cse.spawar.navy.mil,TRUE
reports.dc3n.navy.mil,TRUE
repository.jpeojtrs.mil,TRUE
revs.cnic.navy.mil,TRUE
rfmt.private.navyreserve.navy.mil,TRUE
rhics.csd.disa.mil,TRUE
rims.dc3n.navy.mil,TRUE
rims.ncis.navy.mil,TRUE
rmaisweb.nmci.navy.mil,TRUE
rram.navnsup.navy.mil,TRUE
rtam.tecom.usmc.mil,TRUE
rtamms.mceits.usmc.mil,TRUE
rtar.navyreserve.navy.mil,TRUE
s2de.nmci.navy.smil.mil,TRUE
sabar.sscno.nmci.navy.mil,TRUE
sadie.nmci.navy.mil,TRUE
safe.navy.smil.mil,TRUE
sams.mceits.usmc.mil,TRUE
sarmis.secnav.navy.mil,TRUE
sdremedyweb.sd.fisc.navy.mil,TRUE
seashare.spawar.navy.mil,TRUE
seat1.cpf.navy.mil,TRUE
seat1.nmci.navy.mil,TRUE
seatracq.nslc.navy.mil,TRUE
secure.fedramp-firstdue.us,TRUE
sedir.cse.spawar.navy.mil,TRUE
sems.dc3n.navy.mil,TRUE
sems.sscno.nmci.navy.mil,TRUE
servicenow.les.mil,TRUE
sfim.cnic.navy.mil,TRUE
sharepoint.cran.nmci.navy.smil.mil,TRUE
sharp.nmci.navy.mil,TRUE
shipname.navy.smil.mil,TRUE
sims.dc3n.navy.mil,TRUE
sked.abl.navy.mil,TRUE
slicwave.crane.navy.mil,TRUE
smds.navair.navy.smil.mil,TRUE
smmis.submepp.navy.mil,TRUE
smmp-mc.usmc.mil,TRUE
sms.dc3n.navy.mil,TRUE
snasts.navy.mil,TRUE
sop.ahf.nmci.navy.mil,TRUE
sp.nis.navy.mil,TRUE
spider.navy.mil,TRUE
spiders.navfac.navy.mil,TRUE
spmide.plm.dc3n.navy.mil,TRUE
ssl2.kpt.nuwc.navy.mil,TRUE
sso.tfs.usmc.mil,TRUE
ssuesxwi.supship.navy.mil,TRUE
stan3.navy.mil,TRUE
stats.sscno.nmci.navy.mil,TRUE
stratis.usmc.mil,TRUE
swms.dc3n.navy.mil,TRUE
syapps.psns.navy.mil,TRUE
synchro.spawar-chas.navy.smil.mil,TRUE
sysm.onr.navy.mil,TRUE
t3.mcdsus.mcds.usmc.mil,TRUE
tarp.navsup.navy.mil,TRUE
tcpt.usmc.mil,TRUE
tdc.dc3n.navy.mil,TRUE
tdp.nslc.navy.mil,TRUE
teamtrack.netc.navy.mil,TRUE
telemetry.usmc.mil,TRUE
tempalt.nuwckpt.navy.smil.mil,TRUE
tfars.spawaritc.navy.mil,TRUE
