target_url,source_list_usagov_clicks
pages.nist.gov,TRUE
paidfamilyleave.ny.gov,TRUE
paidleave.maryland.gov,TRUE
paidleave.mass.gov,TRUE
paidleave.wa.gov,TRUE
palestinianaffairs.state.gov,TRUE
palmbeach.floridahealth.gov,TRUE
pamplicosc.gov,TRUE
pamsexternalhelp.science.energy.gov,TRUE
panache.ninds.nih.gov,TRUE
panetta.house.gov,TRUE
pap.georgia.gov,TRUE
pappas.house.gov,TRUE
par.nsf.gov,TRUE
para.nomads.ncep.noaa.gov,TRUE
parcelinquirytreasurer.cochise.az.gov,TRUE
parkplanning.nps.gov,TRUE
parks.ca.gov,TRUE
parks.ky.gov,TRUE
parks.lacounty.gov,TRUE
parks.nv.gov,TRUE
parks.ny.gov,TRUE
parks.wa.gov,TRUE
parksandrecreation.idaho.gov,TRUE
parmaheightsoh.gov,TRUE
parole.idaho.gov,TRUE
parole.nebraska.gov,TRUE
parole.nv.gov,TRUE
paroles.alabama.gov,TRUE
part16.airports.faa.gov,TRUE
partners.niehs.nih.gov,TRUE
parts.jpl.nasa.gov,TRUE
pas.fdot.gov,TRUE
pasco.floridahealth.gov,TRUE
pascocountyfl.gov,TRUE
pascrell.house.gov,TRUE
passportstatus.state.gov,TRUE
pasteur.epa.gov,TRUE
patentcenter.uspto.gov,TRUE
patentsgazette.uspto.gov,TRUE
pathstudyinfo.nih.gov,TRUE
patientsafety.pa.gov,TRUE
patreasury.gov,TRUE
pave-gt.ncats.nih.gov,TRUE
pave.hud.gov,TRUE
pave.niaid.nih.gov,TRUE
pay.baltimorecity.gov,TRUE
pci-nsn.gov,TRUE
pcit-training.aphis.usda.gov,TRUE
pcit.aphis.usda.gov,TRUE
pcos.gsfc.nasa.gov,TRUE
pcs.harriscountytx.gov,TRUE
pd.sbcounty.gov,TRUE
pdas.samhsa.gov,TRUE
pdbp.ninds.nih.gov,TRUE
pdf.usaid.gov,TRUE
pdmr.cancer.gov,TRUE
pds.nasa.gov,TRUE
pdsimage2.wr.usgs.gov,TRUE
pdw.hanford.gov,TRUE
pe.usembassy.gov,TRUE
peba.sc.gov,TRUE
pebp.nv.gov,TRUE
pecos.cms.hhs.gov,TRUE
peerta.acf.hhs.gov,TRUE
pelosi.house.gov,TRUE
peltola.house.gov,TRUE
pence.house.gov,TRUE
peoplesearch.hud.gov,TRUE
peoplesgarden.usda.gov,TRUE
perb.ca.gov,TRUE
perb.ny.gov,TRUE
periodic.lanl.gov,TRUE
permitreview.orf.od.nih.gov,TRUE
personnel.alabama.gov,TRUE
personnel.ky.gov,TRUE
personnel.saccounty.gov,TRUE
personnel.wv.gov,TRUE
petitions.obamawhitehouse.archives.gov,TRUE
petitions.trumpwhitehouse.archives.gov,TRUE
pets.wake.gov,TRUE
pfeg.noaa.gov,TRUE
pg.usembassy.gov,TRUE
ph.usembassy.gov,TRUE
pharmacy.az.gov,TRUE
pharmacy.ca.gov,TRUE
pharos.ncats.nih.gov,TRUE
pharos.nih.gov,TRUE
pharr-tx.gov,TRUE
phgkb.cdc.gov,TRUE
phil.cdc.gov,TRUE
phillips.house.gov,TRUE
phis.fsis.usda.gov,TRUE
phishelp.fsis.usda.gov,TRUE
photojournal.jpl.nasa.gov,TRUE
photolib.noaa.gov,TRUE
physics.nist.gov,TRUE
phytochem.nal.usda.gov,TRUE
pi.mecknc.gov,TRUE
pics.olao.od.nih.gov,TRUE
pier.seagrant.noaa.gov,TRUE
pii.mahoningcountyoh.gov,TRUE
pikevilleky.gov,TRUE
pilotweb.nas.faa.gov,TRUE
pilt.doi.gov,TRUE
pinellas.floridahealth.gov,TRUE
pinellas.gov,TRUE
pinellastaxcollector.gov,TRUE
pipelinesafety.dot.gov,TRUE
pittsburgh.jobcorps.gov,TRUE
pittsburghpa.gov,TRUE
pitu.gov,TRUE
piv.faa.gov,TRUE
pivauth.nih.gov,TRUE
pk.usembassy.gov,TRUE
pl.usembassy.gov,TRUE
plan.ucr.gov,TRUE
planning.baltimorecity.gov,TRUE
planning.lacity.gov,TRUE
planning.lacounty.gov,TRUE
planning.maryland.gov,TRUE
plantatree.fs.usda.gov,TRUE
plantbreeding.arsnet.usda.gov,TRUE
planthardiness.ars.usda.gov,TRUE
plantpathology.ba.ars.usda.gov,TRUE
plants.alaska.gov,TRUE
plants.sc.egov.usda.gov,TRUE
plants.usda.gov,TRUE
plus.nasa.gov,TRUE
pmel.noaa.gov,TRUE
pmp.errc.ars.usda.gov,TRUE
pms.psc.gov,TRUE
podaac.jpl.nasa.gov,TRUE
poisonhelp.hrsa.gov,TRUE
polar.ncep.noaa.gov,TRUE
polarwatch.noaa.gov,TRUE
police.beaumonttexas.gov,TRUE
police.birminghamal.gov,TRUE
police.boston.gov,TRUE
police.chathamcountyga.gov,TRUE
police.fortworthtexas.gov,TRUE
police.virginiabeach.gov,TRUE
policecomplaints.dc.gov,TRUE
policies.ncdhhs.gov,TRUE
policy.defense.gov,TRUE
policymanual.nih.gov,TRUE
polk.floridahealth.gov,TRUE
portal.311.nyc.gov,TRUE
portal.agcounts.usda.gov,TRUE
portal.arkansas.gov,TRUE
portal.cms.gov,TRUE
portal.cops.usdoj.gov,TRUE
portal.ct.gov,TRUE
portal.ehawaii.gov,TRUE
portal.errc.ars.usda.gov,TRUE
portal.fmcsa.dot.gov,TRUE
portal.fs.usda.gov,TRUE
portal.gdc.cancer.gov,TRUE
portal.hud.gov,TRUE
portal.imaging.datacommons.cancer.gov,TRUE
portal.kansas.gov,TRUE
portal.killeentexas.gov,TRUE
portal.mda.maryland.gov,TRUE
portal.nccs.nasa.gov,TRUE
portal.nifa.usda.gov,TRUE
portal.njcourts.gov,TRUE
portal.nycourts.gov,TRUE
portal.onrr.gov,TRUE
portal.phmsa.dot.gov,TRUE
portal.sao.wa.gov,TRUE
portal.swim.faa.gov,TRUE
portal.usaccess.gsa.gov,TRUE
portal.wbscm.usda.gov,TRUE
portalapps.hud.gov,TRUE
portalapps.nd.gov,TRUE
portaldir.ct.gov,TRUE
porter.house.gov,TRUE
portfoliomanager.energystar.gov,TRUE
portorchardwa.gov,TRUE
ports.noaa.gov,TRUE
portsmouthva.gov,TRUE
post.ca.gov,TRUE
post.colorado.gov,TRUE
post.utah.gov,TRUE
postalinspectors.uspis.gov,TRUE
powerlines.seattle.gov,TRUE
ppms.gov,TRUE
ppse.az.gov,TRUE
pptform.state.gov,TRUE
ppubs.uspto.gov,TRUE
pr.mo.gov,TRUE
pra.digital.gov,TRUE
prd.faa.gov,TRUE
prdaging.pwpca.pa.gov,TRUE
prdbudget.pwpca.pa.gov,TRUE
prdcor.pwpca.pa.gov,TRUE
prddcnr.pwpca.pa.gov,TRUE
prddli.pwpca.pa.gov,TRUE
prddobs.pwpca.pa.gov,TRUE
prddos.pwpca.pa.gov,TRUE
prdeducation.pwpca.pa.gov,TRUE
prdfishandboat.pwpca.pa.gov,TRUE
prdhealth.pwpca.pa.gov,TRUE
prdpgc.pwpca.pa.gov,TRUE
prdrevenue.pwpca.pa.gov,TRUE
prduc.pwpca.pa.gov,TRUE
prdvote.pwpca.pa.gov,TRUE
precision.fda.gov,TRUE
prescancerpanel.cancer.gov,TRUE
prescott-az.gov,TRUE
presidentialserviceawards.gov,TRUE
presidentlincoln.illinois.gov,TRUE
presidio.gov,TRUE
pressgallery.house.gov,TRUE
pressley.house.gov,TRUE
prevention.cancer.gov,TRUE
prevention.nih.gov,TRUE
preview-alerts.weather.gov,TRUE
preview-api.water.noaa.gov,TRUE
preview-idp.weather.gov,TRUE
preview-radar.weather.gov,TRUE
preview.climate.gov,TRUE
preview.qpp.cms.gov,TRUE
preview.water.noaa.gov,TRUE
preview.weather.gov,TRUE
prfreporting.hrsa.gov,TRUE
prh.jobcorps.gov,TRUE
prhome.defense.gov,TRUE
primary.ers.usda.gov,TRUE
primis.phmsa.dot.gov,TRUE
privacyruleandresearch.nih.gov,TRUE
pro.tucsonaz.gov,TRUE
probate.franklincountyohio.gov,TRUE
probation.lacounty.gov,TRUE
problemsolverscaucus.house.gov,TRUE
probono.eoir.justice.gov,TRUE
procure.ohio.gov,TRUE
procurement.maryland.gov,TRUE
procurement.sc.gov,TRUE
prod-origin.txdmv.gov,TRUE
prod.usmarshals.gov,TRUE
products.coastalscience.noaa.gov,TRUE
prodwebnlb.rma.usda.gov,TRUE
professionalstandards.fns.usda.gov,TRUE
profiles.dcps.dc.gov,TRUE
profiles.health.ny.gov,TRUE
profiles.nlm.nih.gov,TRUE
progressives.house.gov,TRUE
progressreport.cancer.gov,TRUE
prohome.nrcs.usda.gov,TRUE
projectreporter.nih.gov,TRUE
projectresources.cdt.ca.gov,TRUE
projects.511wi.gov,TRUE
prologue.blogs.archives.gov,TRUE
properties.sc.egov.usda.gov,TRUE
propertyinfo.revenue.wi.gov,TRUE
propertysearch.fnsb.gov,TRUE
propertytax.utah.gov,TRUE
proteomics.cancer.gov,TRUE
provocativequestions.cancer.gov,TRUE
prsinfo.clinicaltrials.gov,TRUE
psc.ga.gov,TRUE
psc.ky.gov,TRUE
psc.mo.gov,TRUE
psc.mt.gov,TRUE
psc.nebraska.gov,TRUE
psc.wi.gov,TRUE
pscdocs.utah.gov,TRUE
psl.noaa.gov,TRUE
psnet.ahrq.gov,TRUE
pso.ahrq.gov,TRUE
pspp.ninds.nih.gov,TRUE
pss.swpc.noaa.gov,TRUE
pst.pppl.gov,TRUE
pstrainingtracker.fns.usda.gov,TRUE
pt.usembassy.gov,TRUE
ptboard.az.gov,TRUE
ptfcehs.niehs.nih.gov,TRUE
ptot.texas.gov,TRUE
ptsd.va.gov,TRUE
pub-data.diver.orr.noaa.gov,TRUE
pub.azdhs.gov,TRUE
pub.njleg.gov,TRUE
pubag.nal.usda.gov,TRUE
pubapps.usitc.gov,TRUE
pubapps2.usitc.gov,TRUE
pubchem.ncbi.nlm.nih.gov,TRUE
pubdef.lacounty.gov,TRUE
pubfs-rma.fpac.usda.gov,TRUE
public-inspection.federalregister.gov,TRUE
public-rma.fpac.usda.gov,TRUE
public-sans.digital.gov,TRUE
public.courts.alaska.gov,TRUE
public.csr.nih.gov,TRUE
public.era.nih.gov,TRUE
public.eriecountypa.gov,TRUE
public.rma.usda.gov,TRUE
publicaccess.nih.gov,TRUE
publicapps.doccs.ny.gov,TRUE
publicapps.odh.ohio.gov,TRUE
publicapps.troopers.ny.gov,TRUE
publications.anl.gov,TRUE
publications.gsl.noaa.gov,TRUE
publications.iowa.gov,TRUE
publicfiles.fcc.gov,TRUE
publichealth.harriscountytx.gov,TRUE
publichealth.lacounty.gov,TRUE
publicpay.ca.gov,TRUE
publicportal.eeoc.gov,TRUE
publicrecords.copyright.gov,TRUE
publicreporting.elections.ny.gov,TRUE
publicsafety.ohio.gov,TRUE
publicsquare.ks.gov,TRUE
publicworks.hawaii.gov,TRUE
publish.gpo.gov,TRUE
publishedguides.ncua.gov,TRUE
pubmai.sc.egov.usda.gov,TRUE
pubmed.ncbi.nlm.nih.gov,TRUE
pubmedhh.nlm.nih.gov,TRUE
pubs.er.usgs.gov,TRUE
pubs.niaaa.nih.gov,TRUE
pubs.usgs.gov,TRUE
pubs.water.usgs.gov,TRUE
pubweb-prod.niaid.nih.gov,TRUE
puc.idaho.gov,TRUE
puc.sd.gov,TRUE
puco.ohio.gov,TRUE
pueblo.gpo.gov,TRUE
pumas.nasa.gov,TRUE
purchasing.harriscountytx.gov,TRUE
putnamcountytn.gov,TRUE
pw.lacounty.gov,TRUE
pw.usembassy.gov,TRUE
pwehelp.houstontx.gov,TRUE
pwg.gsfc.nasa.gov,TRUE
py.usembassy.gov,TRUE
qa-api.cbp.dhs.gov,TRUE
qa-www.faa.gov,TRUE
qa.usembassy.gov,TRUE
qosap.research.noaa.gov,TRUE
qpp.cms.gov,TRUE
qsep.cms.gov,TRUE
qtime.ibc.doi.gov,TRUE
quality.healthfinder.fl.gov,TRUE
qualityindicators.ahrq.gov,TRUE
quickstart.sos.nh.gov,TRUE
quickstats.nass.usda.gov,TRUE
quincyma.gov,TRUE
ra.srs.gov,TRUE
radar.weather.gov,TRUE
radar2pub.ncep.noaa.gov,TRUE
radiationcalculators.cancer.gov,TRUE
radsidp.acf.hhs.gov,TRUE
radx-hub.nih.gov,TRUE
railroads.dot.gov,TRUE
railroads.fra.dot.gov,TRUE
raleigh-wake.cap.gov,TRUE
raleighnc.gov,TRUE
rampac.energy.gov,TRUE
ramportal.state.gov,TRUE
randolphcountync.gov,TRUE
ransonwv.gov,TRUE
rapidrefresh.noaa.gov,TRUE
raportal.vpn.va.gov,TRUE
rarediseases.info.nih.gov,TRUE
raresource.nih.gov,TRUE
raskin.house.gov,TRUE
rc.education.mn.gov,TRUE
rccd.nv.gov,TRUE
rceweb.estado.pr.gov,TRUE
rco.wa.gov,TRUE
rdas.samhsa.gov,TRUE
rdgdwe.sc.egov.usda.gov,TRUE
rdhomeloans.usda.gov,TRUE
rdmfhrentals.sc.egov.usda.gov,TRUE
read.gov,TRUE
ready2.arl.noaa.gov,TRUE
reagan.blogs.archives.gov,TRUE
realestate.starkcountyohio.gov,TRUE
realestate.utah.gov,TRUE
realestate.wyo.gov,TRUE
realestatesales.gov,TRUE
realid.ilsos.gov,TRUE
reconnect-apply.rd.usda.gov,TRUE
recordcheck.doj.wi.gov,TRUE
recorder.maricopa.gov,TRUE
records-express.blogs.archives.gov,TRUE
records.harriscountytx.gov,TRUE
recovery.houstontx.gov,TRUE
recovery.texas.gov,TRUE
recoveryohio.gov,TRUE
recreation.pittsfield-mi.gov,TRUE
recruitment.chp.ca.gov,TRUE
recuperacion.pr.gov,TRUE
recycling.gsa.gov,TRUE
red.nv.gov,TRUE
redcapsurvey.niddk.nih.gov,TRUE
rediscovering-black-history.blogs.archives.gov,TRUE
redistricting.capitol.texas.gov,TRUE
reedir.arsnet.usda.gov,TRUE
reeis.usda.gov,TRUE
reemployct.dol.ct.gov,TRUE
refermyappraisalcomplaint.asc.gov,TRUE
regents.la.gov,TRUE
register.clinicaltrials.gov,TRUE
register.state.gov,TRUE
registers.maryland.gov,TRUE
registertovote.ca.gov,TRUE
registertovote.nv.gov,TRUE
registries.ncats.nih.gov,TRUE
registry.faa.gov,TRUE
regs.health.ny.gov,TRUE
regulations.atf.gov,TRUE
remm.hhs.gov,TRUE
remotesensing.usgs.gov,TRUE
remotework.az.gov,TRUE
rems.ed.gov,TRUE
renew.hsd.nm.gov,TRUE
renew.txdmv.gov,TRUE
repcloakroom.house.gov,TRUE
report.nih.gov,TRUE
reporter.nih.gov,TRUE
reportfraud.ftc.gov,TRUE
reporting-and-compliance.rd.usda.gov,TRUE
reports.adviserinfo.sec.gov,TRUE
reports.blm.gov,TRUE
reports.fca.gov,TRUE
repository.library.noaa.gov,TRUE
repository.niddk.nih.gov,TRUE
republicanpolicy.house.gov,TRUE
republicans-energycommerce.house.gov,TRUE
request.hec.nasa.gov,TRUE
reschenthaler.house.gov,TRUE
research-hub.nrel.gov,TRUE
research.archives.gov,TRUE
research.fairfaxcounty.gov,TRUE
research.nhgri.nih.gov,TRUE
research.ninds.nih.gov,TRUE
research.noaa.gov,TRUE
research.txcourts.gov,TRUE
researchethics.od.nih.gov,TRUE
researchfestival.nih.gov,TRUE
researchhub.bts.gov,TRUE
researchmethodsresources.nih.gov,TRUE
researchprojects.noaa.gov,TRUE
researchstudies.nida.nih.gov,TRUE
researchtraining.nih.gov,TRUE
resilience.climate.gov,TRUE
resilient.chicago.gov,TRUE
resource.nlm.nih.gov,TRUE
resources.ca.gov,TRUE
resources.cisnet.cancer.gov,TRUE
resources.data.gov,TRUE
respond.census.gov,TRUE
respondentaccess.eoir.justice.gov,TRUE
response.restoration.noaa.gov,TRUE
restoreactscienceprogram.noaa.gov,TRUE
results.ed.gov,TRUE
results.vote.wa.gov,TRUE
ret.gsa.gov,TRUE
rethinkingdrinking.niaaa.nih.gov,TRUE
retireefehb.opm.gov,TRUE
revenue.delaware.gov,TRUE
revenue.ky.gov,TRUE
revenue.louisiana.gov,TRUE
revenue.nebraska.gov,TRUE
revenue.support.tn.gov,TRUE
revenuedata.doi.gov,TRUE
revisor.mo.gov,TRUE
rfp.alabama.gov,TRUE
rfpb.defense.gov,TRUE
rfs.sc.egov.usda.gov,TRUE
rga.lis.virginia.gov,TRUE
rhyclearinghouse.acf.hhs.gov,TRUE
ribcc.ri.gov,TRUE
ride.ri.gov,TRUE
ris.dls.virginia.gov,TRUE
risp.ri.gov,TRUE
riversideca.gov,TRUE
rlc.house.gov,TRUE
rma.usda.gov,TRUE
rmp.nlm.nih.gov,TRUE
rn.ftc.gov,TRUE
rnet.state.gov,TRUE
ro.usembassy.gov,TRUE
roa.sdcourt.ca.gov,TRUE
robertgarcia.house.gov,TRUE
robinkelly.house.gov,TRUE
roc.az.gov,TRUE
rockport.in.gov,TRUE
rockyweb.usgs.gov,TRUE
roman.gsfc.nasa.gov,TRUE
rosap.ntl.bts.gov,TRUE
rosendale.house.gov,TRUE
rouzerforms.house.gov,TRUE
rowancountync.gov,TRUE
roy.house.gov,TRUE
rpsc.energy.gov,TRUE
rptsvr1.tea.texas.gov,TRUE
rrcc.lacounty.gov,TRUE
rrp.cancer.gov,TRUE
rs.usembassy.gov,TRUE
rsa.ed.gov,TRUE
rsc-hern.house.gov,TRUE
rsc.niaid.nih.gov,TRUE
rsdo.gsfc.nasa.gov,TRUE
rspcb.safety.fhwa.dot.gov,TRUE
ru.usembassy.gov,TRUE
rubengallego.house.gov,TRUE
ruc.noaa.gov,TRUE
ruco.az.gov,TRUE
rucsoundings.noaa.gov,TRUE
ruiz.house.gov,TRUE
rules.house.gov,TRUE
rules.iowa.gov,TRUE
rules.mt.gov,TRUE
rules.sos.ga.gov,TRUE
rules.sos.ri.gov,TRUE
rules.utah.gov,TRUE
rulings.cbp.gov,TRUE
ruralhealthinfocenter.health.mo.gov,TRUE
rutherfordcountytn.gov,TRUE
rw.usembassy.gov,TRUE
rxnav.nlm.nih.gov,TRUE
ryanwhite.hrsa.gov,TRUE
s1.sos.mo.gov,TRUE
s3vi.ndc.nasa.gov,TRUE
sa.usembassy.gov,TRUE
sa.www4.irs.gov,TRUE
sa14.fl.gov,TRUE
sab.noaa.gov,TRUE
saccourt.ca.gov,TRUE
saf.sc.gov,TRUE
safer.fmcsa.dot.gov,TRUE
safespect.fmcsa.dot.gov,TRUE
safesupportivelearning.ed.gov,TRUE
safetosleep.nichd.nih.gov,TRUE
safety.fhwa.dot.gov,TRUE
safetynet.doi.gov,TRUE
saga.pmel.noaa.gov,TRUE
sahuaritaaz.gov,TRUE
salazar.house.gov,TRUE
salud.nih.gov,TRUE
sam.gov,TRUE
sample.usembassy.gov,TRUE
sample2.usembassy.gov,TRUE
sanbruno.ca.gov,TRUE
sanctionssearch.ofac.treas.gov,TRUE
sanctuaries.noaa.gov,TRUE
sandbox.fsa.usda.gov,TRUE
sanfordfl.gov,TRUE
sangamonil.gov,TRUE
sanmanuel-nsn.gov,TRUE
santabarbaraca.gov,TRUE
santacruzcountyca.gov,TRUE
santafenm.gov,TRUE
sao.georgia.gov,TRUE
sao.kanecountyil.gov,TRUE
sao.wa.gov,TRUE
sao.wyo.gov,TRUE
sas.faa.gov,TRUE
satable.ncep.noaa.gov,TRUE
satepsanone.nesdis.noaa.gov,TRUE
saunderscounty.ne.gov,TRUE
savannahga.gov,TRUE
savingsbond.gov,TRUE
savingsbonds.gov,TRUE
sawpa.gov,TRUE
sbchp.sbcounty.gov,TRUE
sbecovid.od.nih.gov,TRUE
sbg.colorado.gov,TRUE
sbir.cancer.gov,TRUE
sbir.gsfc.nasa.gov,TRUE
sbir.nasa.gov,TRUE
sbmtd.gov,TRUE
sbo.faa.gov,TRUE
sboe.dc.gov,TRUE
sbvv.treasurydirect.gov,TRUE
sbwc.georgia.gov,TRUE
sc.gov,TRUE
sc.water.usgs.gov,TRUE
scag.ca.gov,TRUE
scanlon.house.gov,TRUE
scatlaslc.ccr.cancer.gov,TRUE
scc.ca.gov,TRUE
scc.virginia.gov,TRUE
scdgs.sc.gov,TRUE
scdhec.gov,TRUE
scdps.sc.gov,TRUE
scdva.sc.gov,TRUE
schac-dev.sc.gov,TRUE
schac.sc.gov,TRUE
schakowsky.house.gov,TRUE
schiff.house.gov,TRUE
schneider.house.gov,TRUE
scholten.house.gov,TRUE
schools.utah.gov,TRUE
schs.dph.ncdhhs.gov,TRUE
schuylkillcountypa.gov,TRUE
schweikert.house.gov,TRUE
sci.ccc.nashville.gov,TRUE
scicolloq.gsfc.nasa.gov,TRUE
science.education.nih.gov,TRUE
science.gsfc.nasa.gov,TRUE
science.larc.nasa.gov,TRUE
science.msfc.nasa.gov,TRUE
science.nasa.gov,TRUE
science.nichd.nih.gov,TRUE
science.osti.gov,TRUE
science3.nasa.gov,TRUE
scienceandtechnology.jpl.nasa.gov,TRUE
sciencecouncil.noaa.gov,TRUE
sciences.gsfc.nasa.gov,TRUE
scientificdiscoveries.ars.usda.gov,TRUE
scijinks.gov,TRUE
scinet.usda.gov,TRUE
sco.ca.gov,TRUE
scool.larc.nasa.gov,TRUE
scottpeters.house.gov,TRUE
scpd.suffolkcountyny.gov,TRUE
screeningtool.geoplatform.gov,TRUE
scsshore.noaa.gov,TRUE
scvotes.gov,TRUE
sd.gov,TRUE
sd.usembassy.gov,TRUE
sd09.senate.ca.gov,TRUE
sd11.senate.ca.gov,TRUE
sd17.senate.ca.gov,TRUE
sd22.senate.ca.gov,TRUE
sd25.senate.ca.gov,TRUE
sd30.senate.ca.gov,TRUE
sd39.senate.ca.gov,TRUE
sdat.dat.maryland.gov,TRUE
sdcourt.ca.gov,TRUE
sde.ok.gov,TRUE
sdlegislature.gov,TRUE
sdmdataaccess.nrcs.usda.gov,TRUE
sdmg.senate.ca.gov,TRUE
sdnsearch.ofac.treas.gov,TRUE
sdotblog.seattle.gov,TRUE
sdpb.sd.gov,TRUE
sdpdsb1421.sandiego.gov,TRUE
sdsos.gov,TRUE
sdtreasurer.gov,TRUE
sdtruckinfo.sd.gov,TRUE
sdwis.waterboards.ca.gov,TRUE
se.usembassy.gov,TRUE
seafoodinspection.nmfs.noaa.gov,TRUE
seagrant.noaa.gov,TRUE
sealevel.jpl.nasa.gov,TRUE
sealevel.nasa.gov,TRUE
seamlessrnc.nauticalcharts.noaa.gov,TRUE
search.ada.gov,TRUE
search.archives.gov,TRUE
search.atf.gov,TRUE
search.bea.gov,TRUE
search.boston.gov,TRUE
search.commerce.gov,TRUE
search.consumerfinance.gov,TRUE
search.copyright.gov,TRUE
search.dca.ca.gov,TRUE
search.dea.gov,TRUE
search.deadiversion.usdoj.gov,TRUE
search.defense.gov,TRUE
search.eda.gov,TRUE
search.energystar.gov,TRUE
search.ers.usda.gov,TRUE
search.exim.gov,TRUE
search.farmers.gov,TRUE
search.fda.gov,TRUE
search.ftc.gov,TRUE
search.girlshealth.gov,TRUE
search.gov,TRUE
search.gsa.gov,TRUE
search.iaf.gov,TRUE
search.invasivespeciesinfo.gov,TRUE
search.justice.gov,TRUE
search.leonpa.gov,TRUE
search.nal.usda.gov,TRUE
search.nih.gov,TRUE
search.nnlm.gov,TRUE
search.noaa.gov,TRUE
search.npdb.hrsa.gov,TRUE
search.nsf.gov,TRUE
search.osha.gov,TRUE
search.ssa.gov,TRUE
search.trade.gov,TRUE
search.treasury.gov,TRUE
search.ttb.gov,TRUE
search.txcourts.gov,TRUE
search.usa.gov,TRUE
search.uscourts.gov,TRUE
search.usembassy.gov,TRUE
search.uspto.gov,TRUE
search.vcf.gov,TRUE
search.vote.gov,TRUE
searchpub.nssc.nasa.gov,TRUE
seasonaljobs.dol.gov,TRUE
seasonalworks.labor.ny.gov,TRUE
secatchshares.fisheries.noaa.gov,TRUE
seconddistrictcourt.nmcourts.gov,TRUE
secsearch.sec.gov,TRUE
section508.gov,TRUE
secure.dol.wa.gov,TRUE
secure.dor.wa.gov,TRUE
secure.esd.wa.gov,TRUE
secure.in.gov,TRUE
secure.lni.wa.gov,TRUE
secure.login.gov,TRUE
secure.medi-cal.ca.gov,TRUE
secure.rrb.gov,TRUE
secure.ssa.gov,TRUE
secure.utah.gov,TRUE
secure.vermont.gov,TRUE
secure2.hamiltoncounty.in.gov,TRUE
secureaccess.wa.gov,TRUE
secureemail.nih.gov,TRUE
securesite.dps.texas.gov,TRUE
securities.arkansas.gov,TRUE
security.cms.gov,TRUE
security.nih.gov,TRUE
securityawareness.usalearning.gov,TRUE
securitytraining.noaa.gov,TRUE
sedfitsedphat.nibib.nih.gov,TRUE
sedvme.gsfc.nasa.gov,TRUE
seec.ct.gov,TRUE
seed.nih.gov,TRUE
seedfund.nsf.gov,TRUE
seek.niehs.nih.gov,TRUE
seer.cancer.gov,TRUE
selectcommitteeontheccp.house.gov,TRUE
selfhelp.courts.ca.gov,TRUE
selfhelp.nvcourts.gov,TRUE
selfhelp.vacourts.gov,TRUE
sema.dps.mo.gov,TRUE
semspub.epa.gov,TRUE
senate.arkansas.gov,TRUE
senate.michigan.gov,TRUE
senate.mo.gov,TRUE
senate.texas.gov,TRUE
senate.utah.gov,TRUE
senatedems.ct.gov,TRUE
senatedems.delaware.gov,TRUE
serb.ohio.gov,TRUE
sers.pa.gov,TRUE
servcon.fmc.gov,TRUE
serve.ky.gov,TRUE
servewashington.wa.gov,TRUE
service-portal.ocio.edc.usda.gov,TRUE
service.ct.gov,TRUE
services.austintexas.gov,TRUE
services.azre.gov,TRUE
services.dat.noaa.gov,TRUE
services.flhsmv.gov,TRUE
services.georgia.gov,TRUE
services.saccourt.ca.gov,TRUE
services.swpc.noaa.gov,TRUE
services.wake.gov,TRUE
serviciosenlinea.adsef.pr.gov,TRUE
sessions.house.gov,TRUE
sewell.house.gov,TRUE
sex-offender.vsp.virginia.gov,TRUE
sf.courts.ca.gov,TRUE
sf.gov,TRUE
sfca.hawaii.gov,TRUE
sfs.opm.gov,TRUE
sftool.gov,TRUE
sg.usembassy.gov,TRUE
sgmap.nidcr.nih.gov,TRUE
sgreports.nlm.nih.gov,TRUE
share-ng.sandia.gov,TRUE
share.america.gov,TRUE
sharing.nih.gov,TRUE
shbp.georgia.gov,TRUE
shelbycountytn.gov,TRUE
sheriff.baldwincountyal.gov,TRUE
sheriff.berkeleycountysc.gov,TRUE
sheriff.lamarcountyms.gov,TRUE
sheriff.pottcounty-ia.gov,TRUE
sheriff.starkcountyohio.gov,TRUE
sheriff.tazewell-il.gov,TRUE
sherman.house.gov,TRUE
sherrill.house.gov,TRUE
shontelbrown.house.gov,TRUE
shop.nga.gov,TRUE
shop.visitthecapitol.gov,TRUE
shopvcs.va.gov,TRUE
shoreline.noaa.gov,TRUE
shoshonecounty.id.gov,TRUE
shou.senate.ca.gov,TRUE
si.usembassy.gov,TRUE
sia.dot.ca.gov,TRUE
sierracounty.ca.gov,TRUE
signalboosters.fcc.gov,TRUE
sigs.nih.gov,TRUE
silveralert.utah.gov,TRUE
simpson.house.gov,TRUE
sis.nws.noaa.gov,TRUE
site.utah.gov,TRUE
sites.ed.gov,TRUE
sites.nlm.nih.gov,TRUE
sites.ntc.doe.gov,TRUE
sites.wip.nlm.nih.gov,TRUE
situationroom.archives.gov,TRUE
sk.usembassy.gov,TRUE
skagitcountywa.gov,TRUE
sl.usembassy.gov,TRUE
sla.ny.gov,TRUE
slc.ca.gov,TRUE
slds.ed.gov,TRUE
slosh.nws.noaa.gov,TRUE
slpidny.gov,TRUE
sm.usmission.gov,TRUE
sma.nasa.gov,TRUE
smallbusiness.house.gov,TRUE
smart.ojp.gov,TRUE
smartcard.nih.gov,TRUE
smartech.sc.egov.usda.gov,TRUE
smartpay.gsa.gov,TRUE
smcacre.gov,TRUE
smd-cms.nasa.gov,TRUE
smokefree.gov,TRUE
